File accession,Experiment accession,Assay,Experiment target,File assembly,Biosample term name,File download URL
ENCFF377VHU,ENCSR468DVP,TF ChIP-seq,ZBTB11-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF377VHU/@@download/ENCFF377VHU.bigWig
ENCFF387IRJ,ENCSR471WXT,TF ChIP-seq,CREB1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF387IRJ/@@download/ENCFF387IRJ.bigWig
ENCFF436LBX,ENCSR474CVP,TF ChIP-seq,TRIM28-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF436LBX/@@download/ENCFF436LBX.bigWig
ENCFF423BAJ,ENCSR475ZGL,TF ChIP-seq,MLX-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF423BAJ/@@download/ENCFF423BAJ.bigWig
ENCFF627CFB,ENCSR475ZYA,TF ChIP-seq,OTX1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF627CFB/@@download/ENCFF627CFB.bigWig
ENCFF326RBN,ENCSR479QAJ,TF ChIP-seq,U2AF2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF326RBN/@@download/ENCFF326RBN.bigWig
ENCFF038YZT,ENCSR486IFJ,TF ChIP-seq,ESRRA-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF038YZT/@@download/ENCFF038YZT.bigWig
ENCFF443SWM,ENCSR490LWA,TF ChIP-seq,CEBPG-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF443SWM/@@download/ENCFF443SWM.bigWig
ENCFF748CGJ,ENCSR491EBY,TF ChIP-seq,ARID2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF748CGJ/@@download/ENCFF748CGJ.bigWig
ENCFF056QUE,ENCSR492FKD,TF ChIP-seq,ZNF257-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF056QUE/@@download/ENCFF056QUE.bigWig
ENCFF645TMQ,ENCSR492LTS,TF ChIP-seq,BCLAF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF645TMQ/@@download/ENCFF645TMQ.bigWig
ENCFF824BXZ,ENCSR493JTJ,TF ChIP-seq,ETV6-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF824BXZ/@@download/ENCFF824BXZ.bigWig
ENCFF047UWV,ENCSR494PWZ,TF ChIP-seq,ZC3H8-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF047UWV/@@download/ENCFF047UWV.bigWig
ENCFF038PRI,ENCSR494TDU,TF ChIP-seq,NRF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF038PRI/@@download/ENCFF038PRI.bigWig
ENCFF164ZYG,ENCSR494UQJ,TF ChIP-seq,NR3C1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF164ZYG/@@download/ENCFF164ZYG.bigWig
ENCFF919EDI,ENCSR494ZGC,TF ChIP-seq,ELF4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF919EDI/@@download/ENCFF919EDI.bigWig
ENCFF236EGW,ENCSR497VFH,TF ChIP-seq,ZNF639-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF236EGW/@@download/ENCFF236EGW.bigWig
ENCFF060OWE,ENCSR498JCG,TF ChIP-seq,ELF4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF060OWE/@@download/ENCFF060OWE.bigWig
ENCFF235IXK,ENCSR502OEK,TF ChIP-seq,ELF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF235IXK/@@download/ENCFF235IXK.bigWig
ENCFF333BPH,ENCSR504HOI,TF ChIP-seq,SRF-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF333BPH/@@download/ENCFF333BPH.bigWig
ENCFF544EVA,ENCSR506KWJ,TF ChIP-seq,XRCC5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF544EVA/@@download/ENCFF544EVA.bigWig
ENCFF424MFP,ENCSR506SSQ,TF ChIP-seq,ZNF354C-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF424MFP/@@download/ENCFF424MFP.bigWig
ENCFF461BWN,ENCSR508DQA,TF ChIP-seq,FOXK2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF461BWN/@@download/ENCFF461BWN.bigWig
ENCFF131AOO,ENCSR508EEX,TF ChIP-seq,ZNF397-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF131AOO/@@download/ENCFF131AOO.bigWig
ENCFF853ZLS,ENCSR512NLO,TF ChIP-seq,MNT-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF853ZLS/@@download/ENCFF853ZLS.bigWig
ENCFF368KFG,ENCSR516SWI,TF ChIP-seq,NR2C2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF368KFG/@@download/ENCFF368KFG.bigWig
ENCFF116RMR,ENCSR519WMW,TF ChIP-seq,SMARCC2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF116RMR/@@download/ENCFF116RMR.bigWig
ENCFF565UZM,ENCSR524BUE,TF ChIP-seq,RAD51-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF565UZM/@@download/ENCFF565UZM.bigWig
ENCFF965VAA,ENCSR525VAT,TF ChIP-seq,JUNB-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF965VAA/@@download/ENCFF965VAA.bigWig
ENCFF966FHC,ENCSR526HRN,TF ChIP-seq,ZNF184-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF966FHC/@@download/ENCFF966FHC.bigWig
ENCFF258EIA,ENCSR530WIV,TF ChIP-seq,FOXP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF258EIA/@@download/ENCFF258EIA.bigWig
ENCFF803AOB,ENCSR530XQI,TF ChIP-seq,L3MBTL2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF803AOB/@@download/ENCFF803AOB.bigWig
ENCFF408LCW,ENCSR532EMP,TF ChIP-seq,ZNF740-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF408LCW/@@download/ENCFF408LCW.bigWig
ENCFF201EBU,ENCSR532KTI,TF ChIP-seq,GTF2E2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF201EBU/@@download/ENCFF201EBU.bigWig
ENCFF178FEN,ENCSR536CBU,TF ChIP-seq,ZBTB9-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF178FEN/@@download/ENCFF178FEN.bigWig
ENCFF370TKW,ENCSR542WJU,TF ChIP-seq,MCM7-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF370TKW/@@download/ENCFF370TKW.bigWig
ENCFF770COF,ENCSR546IHU,TF ChIP-seq,ZNF184-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF770COF/@@download/ENCFF770COF.bigWig
ENCFF943WWP,ENCSR547LKC,TF ChIP-seq,GATAD2B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF943WWP/@@download/ENCFF943WWP.bigWig
ENCFF318TPQ,ENCSR549PVK,TF ChIP-seq,PATZ1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF318TPQ/@@download/ENCFF318TPQ.bigWig
ENCFF739JWP,ENCSR550HCT,TF ChIP-seq,KLF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF739JWP/@@download/ENCFF739JWP.bigWig
ENCFF782YKJ,ENCSR551KXD,TF ChIP-seq,RHOXF2B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF782YKJ/@@download/ENCFF782YKJ.bigWig
ENCFF336DJK,ENCSR552PSV,TF ChIP-seq,MCM2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF336DJK/@@download/ENCFF336DJK.bigWig
ENCFF340VXL,ENCSR552YGL,TF ChIP-seq,NFE2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF340VXL/@@download/ENCFF340VXL.bigWig
ENCFF354ZOM,ENCSR553NTC,TF ChIP-seq,ZNF134-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF354ZOM/@@download/ENCFF354ZOM.bigWig
ENCFF526AHK,ENCSR557RVF,TF ChIP-seq,ZHX1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF526AHK/@@download/ENCFF526AHK.bigWig
ENCFF387AXO,ENCSR563LLO,TF ChIP-seq,E2F1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF387AXO/@@download/ENCFF387AXO.bigWig
ENCFF305IEL,ENCSR563YDA,TF ChIP-seq,HDGF-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF305IEL/@@download/ENCFF305IEL.bigWig
ENCFF972LON,ENCSR567JEU,TF ChIP-seq,YBX3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF972LON/@@download/ENCFF972LON.bigWig
ENCFF903WGD,ENCSR567NTZ,TF ChIP-seq,TCF15-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF903WGD/@@download/ENCFF903WGD.bigWig
ENCFF029GJL,ENCSR567QAD,TF ChIP-seq,ZBTB34-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF029GJL/@@download/ENCFF029GJL.bigWig
ENCFF307GVO,ENCSR568PGX,TF ChIP-seq,HDAC1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF307GVO/@@download/ENCFF307GVO.bigWig
ENCFF870UVU,ENCSR568YNC,TF ChIP-seq,ZNF655-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF870UVU/@@download/ENCFF870UVU.bigWig
ENCFF013BKC,ENCSR568ZXG,TF ChIP-seq,ATF3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF013BKC/@@download/ENCFF013BKC.bigWig
ENCFF452FAK,ENCSR571BUF,TF ChIP-seq,ARHGAP35-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF452FAK/@@download/ENCFF452FAK.bigWig
ENCFF431LIE,ENCSR574VJG,TF ChIP-seq,NFIX-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF431LIE/@@download/ENCFF431LIE.bigWig
ENCFF419SPJ,ENCSR574XEO,TF ChIP-seq,NUFIP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF419SPJ/@@download/ENCFF419SPJ.bigWig
ENCFF164PVZ,ENCSR576AMK,TF ChIP-seq,PPARD-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF164PVZ/@@download/ENCFF164PVZ.bigWig
ENCFF514TMD,ENCSR577KQD,TF ChIP-seq,ZNF507-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF514TMD/@@download/ENCFF514TMD.bigWig
ENCFF283YAM,ENCSR578KEN,TF ChIP-seq,USF2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF283YAM/@@download/ENCFF283YAM.bigWig
ENCFF462OEE,ENCSR579XWM,TF ChIP-seq,HSF4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF462OEE/@@download/ENCFF462OEE.bigWig
ENCFF899VWY,ENCSR579YNY,TF ChIP-seq,ZBTB40-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF899VWY/@@download/ENCFF899VWY.bigWig
ENCFF736ZOP,ENCSR580IAO,TF ChIP-seq,ZNF197-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF736ZOP/@@download/ENCFF736ZOP.bigWig
ENCFF763XKW,ENCSR581CVA,TF ChIP-seq,HNRNPH1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF763XKW/@@download/ENCFF763XKW.bigWig
ENCFF540LQS,ENCSR582EIB,TF ChIP-seq,ZNF830-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF540LQS/@@download/ENCFF540LQS.bigWig
ENCFF106VTZ,ENCSR582IAO,TF ChIP-seq,SRF-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF106VTZ/@@download/ENCFF106VTZ.bigWig
ENCFF251SRH,ENCSR583ACG,TF ChIP-seq,BRD4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF251SRH/@@download/ENCFF251SRH.bigWig
ENCFF721QMW,ENCSR587OQL,TF ChIP-seq,SMARCA4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF721QMW/@@download/ENCFF721QMW.bigWig
ENCFF196VHS,ENCSR588AKU,TF ChIP-seq,RUNX1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF196VHS/@@download/ENCFF196VHS.bigWig
ENCFF465ZAR,ENCSR590FLL,TF ChIP-seq,ZNF347-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF465ZAR/@@download/ENCFF465ZAR.bigWig
ENCFF244CFZ,ENCSR591ASD,TF ChIP-seq,TEAD1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF244CFZ/@@download/ENCFF244CFZ.bigWig
ENCFF995ERW,ENCSR591CCL,TF ChIP-seq,ZNF512-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF995ERW/@@download/ENCFF995ERW.bigWig
ENCFF309DOU,ENCSR594BNR,TF ChIP-seq,HNRNPL-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF309DOU/@@download/ENCFF309DOU.bigWig
ENCFF848SJJ,ENCSR594HXD,TF ChIP-seq,ELF2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF848SJJ/@@download/ENCFF848SJJ.bigWig
ENCFF135IPL,ENCSR594SMP,TF ChIP-seq,PHF20-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF135IPL/@@download/ENCFF135IPL.bigWig
ENCFF505DZN,ENCSR596IKD,TF ChIP-seq,ETS2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF505DZN/@@download/ENCFF505DZN.bigWig
ENCFF568ONM,ENCSR597CHL,TF ChIP-seq,ZNF518B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF568ONM/@@download/ENCFF568ONM.bigWig
ENCFF068SIR,ENCSR598GER,TF ChIP-seq,CCAR2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF068SIR/@@download/ENCFF068SIR.bigWig
ENCFF565ZRH,ENCSR598TIR,TF ChIP-seq,ZNF507-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF565ZRH/@@download/ENCFF565ZRH.bigWig
ENCFF064TWD,ENCSR603REQ,TF ChIP-seq,PCBP2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF064TWD/@@download/ENCFF064TWD.bigWig
ENCFF500IUU,ENCSR603XLW,TF ChIP-seq,ZNF589-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF500IUU/@@download/ENCFF500IUU.bigWig
ENCFF888WNP,ENCSR606KTL,TF ChIP-seq,ZNF239-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF888WNP/@@download/ENCFF888WNP.bigWig
ENCFF080HIT,ENCSR608HVP,TF ChIP-seq,KLF13-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF080HIT/@@download/ENCFF080HIT.bigWig
ENCFF027LBU,ENCSR608XTF,TF ChIP-seq,RNF2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF027LBU/@@download/ENCFF027LBU.bigWig
ENCFF420KXJ,ENCSR609ZLF,TF ChIP-seq,ZNF431-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF420KXJ/@@download/ENCFF420KXJ.bigWig
ENCFF194PVJ,ENCSR613NUC,TF ChIP-seq,ARNT-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF194PVJ/@@download/ENCFF194PVJ.bigWig
ENCFF873EVF,ENCSR617POJ,TF ChIP-seq,ZFP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF873EVF/@@download/ENCFF873EVF.bigWig
ENCFF092UIN,ENCSR618GDK,TF ChIP-seq,CEBPZ-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF092UIN/@@download/ENCFF092UIN.bigWig
ENCFF168UZK,ENCSR619GFP,TF ChIP-seq,HINFP-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF168UZK/@@download/ENCFF168UZK.bigWig
ENCFF208CXI,ENCSR619UPN,TF ChIP-seq,ZNF133-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF208CXI/@@download/ENCFF208CXI.bigWig
ENCFF337MWX,ENCSR620MHD,TF ChIP-seq,KDM2B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF337MWX/@@download/ENCFF337MWX.bigWig
ENCFF034RSY,ENCSR620VIC,TF ChIP-seq,CEBPG-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF034RSY/@@download/ENCFF034RSY.bigWig
ENCFF996GZR,ENCSR621ATC,TF ChIP-seq,ZNF184-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF996GZR/@@download/ENCFF996GZR.bigWig
ENCFF219QQN,ENCSR625ZVM,TF ChIP-seq,PRMT5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF219QQN/@@download/ENCFF219QQN.bigWig
ENCFF501JSC,ENCSR626HJW,TF ChIP-seq,HMG20A-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF501JSC/@@download/ENCFF501JSC.bigWig
ENCFF699SVP,ENCSR626QJQ,TF ChIP-seq,CSDE1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF699SVP/@@download/ENCFF699SVP.bigWig
ENCFF175WPB,ENCSR628APV,TF ChIP-seq,MCM5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF175WPB/@@download/ENCFF175WPB.bigWig
ENCFF193LUC,ENCSR628DJK,TF ChIP-seq,ZFX-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF193LUC/@@download/ENCFF193LUC.bigWig
ENCFF506QXK,ENCSR632DCH,TF ChIP-seq,ATF3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF506QXK/@@download/ENCFF506QXK.bigWig
ENCFF779XLK,ENCSR632SHZ,TF ChIP-seq,NFE2L1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF779XLK/@@download/ENCFF779XLK.bigWig
ENCFF716EMG,ENCSR632TJQ,TF ChIP-seq,ILF3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF716EMG/@@download/ENCFF716EMG.bigWig
ENCFF840PGP,ENCSR633EIC,TF ChIP-seq,PBX2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF840PGP/@@download/ENCFF840PGP.bigWig
ENCFF444KTT,ENCSR635EXI,TF ChIP-seq,ZSCAN29-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF444KTT/@@download/ENCFF444KTT.bigWig
ENCFF322YXF,ENCSR635GTR,TF ChIP-seq,TEAD2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF322YXF/@@download/ENCFF322YXF.bigWig
ENCFF463LVY,ENCSR638QHV,TF ChIP-seq,ELF4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF463LVY/@@download/ENCFF463LVY.bigWig
ENCFF583LSH,ENCSR641BSL,TF ChIP-seq,AGO1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF583LSH/@@download/ENCFF583LSH.bigWig
ENCFF549HGC,ENCSR642VZY,TF ChIP-seq,KDM4B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF549HGC/@@download/ENCFF549HGC.bigWig
ENCFF459WXZ,ENCSR643JRH,TF ChIP-seq,MAZ-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF459WXZ/@@download/ENCFF459WXZ.bigWig
ENCFF355ARQ,ENCSR643VTW,TF ChIP-seq,SMARCA4-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF355ARQ/@@download/ENCFF355ARQ.bigWig
ENCFF430OTB,ENCSR645ZWR,TF ChIP-seq,IRF2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF430OTB/@@download/ENCFF430OTB.bigWig
ENCFF902EIZ,ENCSR647PJW,TF ChIP-seq,SFPQ-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF902EIZ/@@download/ENCFF902EIZ.bigWig
ENCFF125BET,ENCSR647ZXA,TF ChIP-seq,MEF2D-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF125BET/@@download/ENCFF125BET.bigWig
ENCFF178PRD,ENCSR648INT,TF ChIP-seq,ILK-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF178PRD/@@download/ENCFF178PRD.bigWig
ENCFF717KTN,ENCSR650AWW,TF ChIP-seq,PHB-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF717KTN/@@download/ENCFF717KTN.bigWig
ENCFF883GFR,ENCSR652OGX,TF ChIP-seq,ZNF511-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF883GFR/@@download/ENCFF883GFR.bigWig
ENCFF943OMR,ENCSR653WFU,TF ChIP-seq,GTF2I-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF943OMR/@@download/ENCFF943OMR.bigWig
ENCFF842DIG,ENCSR654CQU,TF ChIP-seq,SNIP1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF842DIG/@@download/ENCFF842DIG.bigWig
ENCFF672LLW,ENCSR657EOF,TF ChIP-seq,NFRKB-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF672LLW/@@download/ENCFF672LLW.bigWig
ENCFF947JQN,ENCSR657JLK,TF ChIP-seq,SIN3B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF947JQN/@@download/ENCFF947JQN.bigWig
ENCFF526BWY,ENCSR658WFQ,TF ChIP-seq,NCOA1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF526BWY/@@download/ENCFF526BWY.bigWig
ENCFF196JAB,ENCSR659CCI,TF ChIP-seq,FOXK1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF196JAB/@@download/ENCFF196JAB.bigWig
ENCFF521YCW,ENCSR659YWQ,TF ChIP-seq,ZNF449-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF521YCW/@@download/ENCFF521YCW.bigWig
ENCFF798OUC,ENCSR660RNO,TF ChIP-seq,KDM4B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF798OUC/@@download/ENCFF798OUC.bigWig
ENCFF643ORC,ENCSR663NFC,TF ChIP-seq,STAT5B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF643ORC/@@download/ENCFF643ORC.bigWig
ENCFF628SQS,ENCSR664AOA,TF ChIP-seq,TRIM25-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF628SQS/@@download/ENCFF628SQS.bigWig
ENCFF300RKC,ENCSR669NFS,TF ChIP-seq,ARNT-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF300RKC/@@download/ENCFF300RKC.bigWig
ENCFF071DIQ,ENCSR670FDA,TF ChIP-seq,NFATC3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF071DIQ/@@download/ENCFF071DIQ.bigWig
ENCFF700TSU,ENCSR670JDQ,TF ChIP-seq,RB1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF700TSU/@@download/ENCFF700TSU.bigWig
ENCFF439JKU,ENCSR671GFC,TF ChIP-seq,TAF7-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF439JKU/@@download/ENCFF439JKU.bigWig
ENCFF471KDR,ENCSR672OHP,TF ChIP-seq,LCOR-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF471KDR/@@download/ENCFF471KDR.bigWig
ENCFF991YOF,ENCSR674SCQ,TF ChIP-seq,ZNF354B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF991YOF/@@download/ENCFF991YOF.bigWig
ENCFF843KPA,ENCSR674WPB,TF ChIP-seq,TFAM-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF843KPA/@@download/ENCFF843KPA.bigWig
ENCFF559EFC,ENCSR675LRO,TF ChIP-seq,MLLT1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF559EFC/@@download/ENCFF559EFC.bigWig
ENCFF691FMX,ENCSR676KDJ,TF ChIP-seq,ARID4B-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF691FMX/@@download/ENCFF691FMX.bigWig
ENCFF864EBW,ENCSR682AAS,TF ChIP-seq,ZNF668-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF864EBW/@@download/ENCFF864EBW.bigWig
ENCFF424AYZ,ENCSR686EYO,TF ChIP-seq,KHSRP-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF424AYZ/@@download/ENCFF424AYZ.bigWig
ENCFF925DHZ,ENCSR690GUG,TF ChIP-seq,U2AF1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF925DHZ/@@download/ENCFF925DHZ.bigWig
ENCFF513THY,ENCSR692RET,TF ChIP-seq,NR4A1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF513THY/@@download/ENCFF513THY.bigWig
ENCFF871CNV,ENCSR695EQB,TF ChIP-seq,ZNF24-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF871CNV/@@download/ENCFF871CNV.bigWig
ENCFF937ATE,ENCSR696URR,TF ChIP-seq,ZNF512-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF937ATE/@@download/ENCFF937ATE.bigWig
ENCFF698OFV,ENCSR697YLJ,TF ChIP-seq,CBFA2T3-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF698OFV/@@download/ENCFF698OFV.bigWig
ENCFF503EYF,ENCSR699PVC,TF ChIP-seq,CBFA2T2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF503EYF/@@download/ENCFF503EYF.bigWig
ENCFF377FPR,ENCSR699RWG,TF ChIP-seq,ZNF215-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF377FPR/@@download/ENCFF377FPR.bigWig
ENCFF971NQN,ENCSR706BJO,TF ChIP-seq,ZBTB11-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF971NQN/@@download/ENCFF971NQN.bigWig
ENCFF667ZBO,ENCSR707QWA,TF ChIP-seq,NR2F6-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF667ZBO/@@download/ENCFF667ZBO.bigWig
ENCFF659UEG,ENCSR709DRM,TF ChIP-seq,E2F5-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF659UEG/@@download/ENCFF659UEG.bigWig
ENCFF432HAG,ENCSR710WLO,TF ChIP-seq,MGA-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF432HAG/@@download/ENCFF432HAG.bigWig
ENCFF301GGL,ENCSR711SNW,TF ChIP-seq,NCOA1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF301GGL/@@download/ENCFF301GGL.bigWig
ENCFF684RNO,ENCSR711VWL,TF ChIP-seq,HDAC1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF684RNO/@@download/ENCFF684RNO.bigWig
ENCFF078UFB,ENCSR712KVZ,TF ChIP-seq,ZNF324-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF078UFB/@@download/ENCFF078UFB.bigWig
ENCFF165ROS,ENCSR713IFY,TF ChIP-seq,ZNF146-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF165ROS/@@download/ENCFF165ROS.bigWig
ENCFF878GGX,ENCSR715CCR,TF ChIP-seq,DPF2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF878GGX/@@download/ENCFF878GGX.bigWig
ENCFF035IRM,ENCSR718SDE,TF ChIP-seq,RLF-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF035IRM/@@download/ENCFF035IRM.bigWig
ENCFF513XPM,ENCSR720HUL,TF ChIP-seq,E2F1-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF513XPM/@@download/ENCFF513XPM.bigWig
ENCFF567NRR,ENCSR724GSW,TF ChIP-seq,SAFB2-human,GRCh38,K562,https://www.encodeproject.org/files/ENCFF567NRR/@@download/ENCFF567NRR.bigWig
