Chromosome,Start,gene_name,gene_id,Strand
chr15,73992297,STOML1,ENSG00000067221.14,-
chr15,73992348,STOML1,ENSG00000067221.14,-
chr15,73994622,STOML1,ENSG00000067221.14,-
chr15,73992223,STOML1,ENSG00000067221.14,-
chr15,74082550,GOLGA6A,ENSG00000159289.6,-
chr15,74202787,STRA6,ENSG00000137868.19,-
chr15,74203215,STRA6,ENSG00000137868.19,-
chr15,74209705,STRA6,ENSG00000137868.19,-
chr15,74202858,STRA6,ENSG00000137868.19,-
chr15,74208054,STRA6,ENSG00000137868.19,-
chr15,74208978,STRA6,ENSG00000137868.19,-
chr15,74366206,CYP11A1,ENSG00000140459.18,-
chr15,74367646,CYP11A1,ENSG00000140459.18,-
chr15,74433958,SEMA7A,ENSG00000138623.10,-
chr15,74433704,SEMA7A,ENSG00000138623.10,-
chr15,74433955,SEMA7A,ENSG00000138623.10,-
chr15,74461102,UBL7,ENSG00000138629.16,-
chr15,74461118,UBL7,ENSG00000138629.16,-
chr15,74696024,EDC3,ENSG00000179151.13,-
chr15,74695936,EDC3,ENSG00000179151.13,-
chr15,74696020,EDC3,ENSG00000179151.13,-
chr15,74696000,EDC3,ENSG00000179151.13,-
chr15,74725528,CYP1A1,ENSG00000140465.15,-
chr15,74725370,CYP1A1,ENSG00000140465.15,-
chr15,74725494,CYP1A1,ENSG00000140465.15,-
chr15,74725491,CYP1A1,ENSG00000140465.15,-
chr15,74843156,ULK3,ENSG00000140474.14,-
chr15,74842676,ULK3,ENSG00000140474.14,-
chr15,74843105,ULK3,ENSG00000140474.14,-
chr15,74873365,SCAMP2,ENSG00000140497.16,-
chr15,74906837,FAM219B,ENSG00000178761.15,-
chr15,74906613,FAM219B,ENSG00000178761.15,-
chr15,74938073,COX5A,ENSG00000178741.12,-
chr15,74938070,COX5A,ENSG00000178741.12,-
chr15,74938083,COX5A,ENSG00000178741.12,-
chr15,74937776,COX5A,ENSG00000178741.12,-
chr15,74938066,COX5A,ENSG00000178741.12,-
chr15,74956772,RPP25,ENSG00000178718.7,-
chr15,75368592,MAN2C1,ENSG00000140400.18,-
chr15,75451690,SIN3A,ENSG00000169375.17,-
chr15,75430375,SIN3A,ENSG00000169375.17,-
chr15,75455783,SIN3A,ENSG00000169375.17,-
chr15,75451746,SIN3A,ENSG00000169375.17,-
chr15,75455842,SIN3A,ENSG00000169375.17,-
chr15,75451585,SIN3A,ENSG00000169375.17,-
chr15,75451590,SIN3A,ENSG00000169375.17,-
chr15,75451664,SIN3A,ENSG00000169375.17,-
chr15,75579315,PTPN9,ENSG00000169410.11,-
chr15,75625794,SNUPN,ENSG00000169371.14,-
chr15,75625725,SNUPN,ENSG00000169371.14,-
chr15,75625688,SNUPN,ENSG00000169371.14,-
chr15,75625693,SNUPN,ENSG00000169371.14,-
chr15,75648706,IMP3,ENSG00000177971.9,-
chr15,75640224,IMP3,ENSG00000177971.9,-
chr15,75712848,CSPG4,ENSG00000173546.7,-
chr15,76012424,NRG4,ENSG00000169752.17,-
chr15,76311469,ETFA,ENSG00000140374.17,-
chr15,76311392,ETFA,ENSG00000140374.17,-
chr15,76311404,ETFA,ENSG00000140374.17,-
chr15,76311469,ETFA,ENSG00000140374.17,-
chr15,76311466,ETFA,ENSG00000140374.17,-
chr15,76311414,ETFA,ENSG00000140374.17,-
chr15,76905340,SCAPER,ENSG00000140386.13,-
chr15,76861944,SCAPER,ENSG00000140386.13,-
chr15,76883876,SCAPER,ENSG00000140386.13,-
chr15,77071109,TSPAN3,ENSG00000140391.15,-
chr15,77071109,TSPAN3,ENSG00000140391.15,-
chr15,77071122,TSPAN3,ENSG00000140391.15,-
chr15,77071034,TSPAN3,ENSG00000140391.15,-
chr15,77083984,TSPAN3,ENSG00000140391.15,-
chr15,77420144,PEAK1,ENSG00000173517.11,-
chr15,77420104,PEAK1,ENSG00000173517.11,-
chr15,77252531,PEAK1,ENSG00000173517.11,-
chr15,77420122,PEAK1,ENSG00000173517.11,-
chr15,77632912,LINGO1,ENSG00000169783.13,-
chr15,77696148,LINGO1,ENSG00000169783.13,-
chr15,78077711,TBC1D2B,ENSG00000167202.12,-
chr15,78077724,TBC1D2B,ENSG00000167202.12,-
chr15,78131445,CIB2,ENSG00000136425.14,-
chr15,78131535,CIB2,ENSG00000136425.14,-
chr15,78131433,CIB2,ENSG00000136425.14,-
chr15,78131263,CIB2,ENSG00000136425.14,-
chr15,78234565,ACSBG1,ENSG00000103740.10,-
chr15,78245688,ACSBG1,ENSG00000103740.10,-
chr15,78299605,SKIC8,ENSG00000140395.9,-
chr15,78299591,SKIC8,ENSG00000140395.9,-
chr15,78621295,CHRNA3,ENSG00000080644.16,-
chr15,78620996,CHRNA3,ENSG00000080644.16,-
chr15,78641210,CHRNB4,ENSG00000117971.12,-
chr15,78641245,CHRNB4,ENSG00000117971.12,-
chr15,78811464,ADAMTS7,ENSG00000136378.15,-
chr15,78945046,CTSH,ENSG00000103811.18,-
chr15,78937233,CTSH,ENSG00000103811.18,-
chr15,78945033,CTSH,ENSG00000103811.18,-
chr15,78949535,CTSH,ENSG00000103811.18,-
chr15,78945046,CTSH,ENSG00000103811.18,-
chr15,78945035,CTSH,ENSG00000103811.18,-
chr15,78945018,CTSH,ENSG00000103811.18,-
chr15,78944985,CTSH,ENSG00000103811.18,-
chr15,79090780,RASGRF1,ENSG00000058335.16,-
chr15,79090773,RASGRF1,ENSG00000058335.16,-
chr15,79005665,RASGRF1,ENSG00000058335.16,-
chr15,79897014,MTHFS,ENSG00000136371.11,-
chr15,79897379,MTHFS,ENSG00000136371.11,-
chr15,79923106,ST20-MTHFS,ENSG00000259332.3,-
chr15,79923744,ST20-MTHFS,ENSG00000259332.3,-
chr15,79971169,BCL2A1,ENSG00000140379.9,-
chr15,79971196,BCL2A1,ENSG00000140379.9,-
chr15,80252213,CTXND1,ENSG00000259417.3,-
chr15,80989828,MESD,ENSG00000117899.11,-
chr15,80989819,MESD,ENSG00000117899.11,-
chr15,81324141,STARD5,ENSG00000172345.14,-
chr15,81374213,TMC3,ENSG00000188869.13,-
chr15,81374213,TMC3,ENSG00000188869.13,-
chr15,82046018,MEX3B,ENSG00000183496.6,-
chr15,82046119,MEX3B,ENSG00000183496.6,-
chr15,82262773,EFL1,ENSG00000140598.16,-
chr15,82160096,EFL1,ENSG00000140598.16,-
chr15,82165927,EFL1,ENSG00000140598.16,-
chr15,82262695,EFL1,ENSG00000140598.16,-
chr15,82349475,GOLGA6L10,ENSG00000278662.6,-
chr15,82349437,GOLGA6L10,ENSG00000278662.6,-
chr15,82540457,RPS17,ENSG00000182774.13,-
chr15,82540459,RPS17,ENSG00000182774.13,-
chr15,82571741,ENSG00000260836,ENSG00000260836.2,-
chr15,82647363,CPEB1,ENSG00000214575.10,-
chr15,82630185,CPEB1,ENSG00000214575.10,-
chr15,82628152,CPEB1,ENSG00000214575.10,-
chr15,82571823,CPEB1,ENSG00000214575.10,-
chr15,82647977,CPEB1,ENSG00000214575.10,-
chr15,82571759,CPEB1,ENSG00000214575.10,-
chr15,82571809,CPEB1,ENSG00000214575.10,-
chr15,82647605,CPEB1,ENSG00000214575.10,-
chr15,82647359,CPEB1,ENSG00000214575.10,-
chr15,82699901,AP3B2,ENSG00000103723.17,-
chr15,82680407,AP3B2,ENSG00000103723.17,-
chr15,82709875,AP3B2,ENSG00000103723.17,-
chr15,82709919,AP3B2,ENSG00000103723.17,-
chr15,82709847,AP3B2,ENSG00000103723.17,-
chr15,82709823,AP3B2,ENSG00000103723.17,-
chr15,82709779,AP3B2,ENSG00000103723.17,-
chr15,82709843,AP3B2,ENSG00000103723.17,-
chr15,82709887,AP3B2,ENSG00000103723.17,-
chr15,82680410,AP3B2,ENSG00000103723.17,-
chr15,82709859,AP3B2,ENSG00000103723.17,-
chr15,82709919,AP3B2,ENSG00000103723.17,-
chr15,82806069,FSD2,ENSG00000186628.12,-
chr15,82806054,FSD2,ENSG00000186628.12,-
chr15,82952720,HOMER2,ENSG00000103942.13,-
chr15,83011607,C15orf40,ENSG00000169609.14,-
chr15,83011607,C15orf40,ENSG00000169609.14,-
chr15,83011639,C15orf40,ENSG00000169609.14,-
chr15,83011641,C15orf40,ENSG00000169609.14,-
chr15,83067252,BTBD1,ENSG00000064726.10,-
chr15,83067151,BTBD1,ENSG00000064726.10,-
chr15,83207823,HDGFL3,ENSG00000166503.9,-
chr15,83283457,BNC1,ENSG00000169594.14,-
chr15,84654283,WDR73,ENSG00000177082.13,-
chr15,84658563,NMB,ENSG00000197696.10,-
chr15,84658199,NMB,ENSG00000197696.10,-
chr15,84716460,SEC11A,ENSG00000140612.14,-
chr15,84716089,SEC11A,ENSG00000140612.14,-
chr15,84716163,SEC11A,ENSG00000140612.14,-
chr15,85794925,KLHL25,ENSG00000183655.13,-
chr15,88256739,NTRK3,ENSG00000140538.17,-
chr15,88256731,NTRK3,ENSG00000140538.17,-
chr15,88256153,NTRK3,ENSG00000140538.17,-
chr15,88256177,NTRK3,ENSG00000140538.17,-
chr15,88256791,NTRK3,ENSG00000140538.17,-
chr15,88205933,NTRK3,ENSG00000140538.17,-
chr15,88256179,NTRK3,ENSG00000140538.17,-
chr15,88256739,NTRK3,ENSG00000140538.17,-
chr15,88256768,NTRK3,ENSG00000140538.17,-
chr15,88467388,MRPL46,ENSG00000259494.2,-
chr15,88467390,MRPL46,ENSG00000259494.2,-
chr15,88546585,ENSG00000173867,ENSG00000173867.10,-
chr15,88546681,DET1,ENSG00000140543.15,-
chr15,88536334,DET1,ENSG00000140543.15,-
chr15,88546634,DET1,ENSG00000140543.15,-
chr15,88895544,HAPLN3,ENSG00000140511.12,-
chr15,88895597,HAPLN3,ENSG00000140511.12,-
chr15,88913379,MFGE8,ENSG00000140545.16,-
chr15,88912524,MFGE8,ENSG00000140545.16,-
chr15,88913381,MFGE8,ENSG00000140545.16,-
chr15,88913381,MFGE8,ENSG00000140545.16,-
chr15,88913379,MFGE8,ENSG00000140545.16,-
chr15,88912793,MFGE8,ENSG00000140545.16,-
chr15,88913394,MFGE8,ENSG00000140545.16,-
chr15,88913410,MFGE8,ENSG00000140545.16,-
chr15,89221579,RLBP1,ENSG00000140522.12,-
chr15,89334819,POLG,ENSG00000140521.18,-
chr15,89333809,POLGARF,ENSG00000291307.1,-
chr15,89496583,RHCG,ENSG00000140519.14,-
chr15,89655467,KIF7,ENSG00000166813.17,-
chr15,89679367,PLIN1,ENSG00000166819.12,-
chr15,89679427,PLIN1,ENSG00000166819.12,-
chr15,89690753,PEX11A,ENSG00000166821.9,-
chr15,89690754,PEX11A,ENSG00000166821.9,-
chr15,89690662,PEX11A,ENSG00000166821.9,-
chr15,89690783,PEX11A,ENSG00000166821.9,-
chr15,89751249,MESP1,ENSG00000166823.6,-
chr15,89814852,ANPEP,ENSG00000166825.15,-
chr15,89893994,AP3S2,ENSG00000157823.17,-
chr15,89893994,AP3S2,ENSG00000157823.17,-
chr15,89893981,AP3S2,ENSG00000157823.17,-
chr15,89894638,AP3S2,ENSG00000157823.17,-
chr15,89912882,ARPIN-AP3S2,ENSG00000250021.7,-
chr15,89912952,ARPIN,ENSG00000242498.8,-
chr15,89912687,ARPIN,ENSG00000242498.8,-
chr15,90102468,IDH2,ENSG00000182054.10,-
chr15,90102477,IDH2,ENSG00000182054.10,-
chr15,90100695,IDH2,ENSG00000182054.10,-
chr15,90233941,CIB1,ENSG00000185043.13,-
chr15,90234047,CIB1,ENSG00000185043.13,-
chr15,90233960,CIB1,ENSG00000185043.13,-
chr15,90932549,HDDC3,ENSG00000184508.12,-
chr15,90935130,HDDC3,ENSG00000184508.12,-
chr15,90932546,HDDC3,ENSG00000184508.12,-
chr15,90932550,HDDC3,ENSG00000184508.12,-
chr15,90994535,PRC1,ENSG00000198901.14,-
chr15,90995629,PRC1,ENSG00000198901.14,-
chr15,90994525,PRC1,ENSG00000198901.14,-
chr15,91022566,ENSG00000284946,ENSG00000284946.1,-
chr15,91022594,VPS33B,ENSG00000184056.15,-
chr15,91022596,VPS33B,ENSG00000184056.15,-
chr15,92645598,FAM174B,ENSG00000185442.13,-
chr15,92655404,FAM174B,ENSG00000185442.13,-
chr15,92639244,FAM174B,ENSG00000185442.13,-
chr15,92653210,FAM174B,ENSG00000185442.13,-
chr15,93089211,RGMA,ENSG00000182175.15,-
chr15,93073710,RGMA,ENSG00000182175.15,-
chr15,93073148,RGMA,ENSG00000182175.15,-
chr15,93074128,RGMA,ENSG00000182175.15,-
chr15,93073145,RGMA,ENSG00000182175.15,-
chr15,93073663,RGMA,ENSG00000182175.15,-
chr15,99007792,PGPEP1L,ENSG00000183571.11,-
chr15,99005562,PGPEP1L,ENSG00000183571.11,-
chr15,99005462,PGPEP1L,ENSG00000183571.11,-
chr15,99249581,TTC23,ENSG00000103852.13,-
chr15,99241562,TTC23,ENSG00000103852.13,-
chr15,99251223,TTC23,ENSG00000103852.13,-
chr15,99251223,TTC23,ENSG00000103852.13,-
chr15,99251217,TTC23,ENSG00000103852.13,-
chr15,99717824,LYSMD4,ENSG00000183060.16,-
chr15,99733444,LYSMD4,ENSG00000183060.16,-
chr15,99733339,LYSMD4,ENSG00000183060.16,-
chr15,100341975,ADAMTS17,ENSG00000140470.15,-
chr15,100341899,ADAMTS17,ENSG00000140470.15,-
chr15,100528950,CERS3,ENSG00000154227.14,-
chr15,100544271,CERS3,ENSG00000154227.14,-
chr15,100602184,LINS1,ENSG00000140471.17,-
chr15,100602171,LINS1,ENSG00000140471.17,-
chr15,100602174,LINS1,ENSG00000140471.17,-
chr15,101252048,CHSY1,ENSG00000131873.7,-
chr15,101277450,SELENOS,ENSG00000131871.15,-
chr15,101277314,SELENOS,ENSG00000131871.15,-
chr15,101277485,SELENOS,ENSG00000131871.15,-
chr15,101295248,SNRPA1,ENSG00000131876.18,-
chr15,101489707,PCSK6,ENSG00000140479.18,-
chr15,101489744,PCSK6,ENSG00000140479.18,-
chr15,101334254,PCSK6,ENSG00000140479.18,-
chr15,101489744,PCSK6,ENSG00000140479.18,-
chr15,101489697,PCSK6,ENSG00000140479.18,-
chr15,101489697,PCSK6,ENSG00000140479.18,-
chr15,101489744,PCSK6,ENSG00000140479.18,-
chr15,101489984,PCSK6,ENSG00000140479.18,-
chr15,101652376,TM2D3,ENSG00000184277.13,-
chr15,101652391,TM2D3,ENSG00000184277.13,-
chr15,101652381,TM2D3,ENSG00000184277.13,-
chr15,101650692,TM2D3,ENSG00000184277.13,-
chr15,101724473,TARS3,ENSG00000185418.16,-
chr15,101724442,TARS3,ENSG00000185418.16,-
chr15,101923113,OR4F4,ENSG00000177693.5,-
chr16,53827,SNRNP25,ENSG00000161981.11,+
chr16,77018,MPG,ENSG00000103152.12,+
chr16,78224,MPG,ENSG00000103152.12,+
chr16,78256,MPG,ENSG00000103152.12,+
chr16,152643,HBZ,ENSG00000130656.6,+
chr16,165977,HBM,ENSG00000206177.7,+
chr16,172875,HBA2,ENSG00000188536.13,+
chr16,172889,HBA2,ENSG00000188536.13,+
chr16,176679,HBA1,ENSG00000206172.8,+
chr16,176703,HBA1,ENSG00000206172.8,+
chr16,180458,HBQ1,ENSG00000086506.3,+
chr16,234520,FAM234A,ENSG00000167930.17,+
chr16,234820,FAM234A,ENSG00000167930.17,+
chr16,234845,FAM234A,ENSG00000167930.17,+
chr16,280590,ARHGDIG,ENSG00000242173.10,+
chr16,283163,PDIA2,ENSG00000185615.16,+
chr16,283164,PDIA2,ENSG00000185615.16,+
chr16,396724,NME4,ENSG00000103202.13,+
chr16,397191,NME4,ENSG00000103202.13,+
chr16,397198,NME4,ENSG00000103202.13,+
chr16,397208,NME4,ENSG00000103202.13,+
chr16,397741,NME4,ENSG00000103202.13,+
chr16,401857,DECR2,ENSG00000242612.7,+
chr16,401881,DECR2,ENSG00000242612.7,+
chr16,401884,DECR2,ENSG00000242612.7,+
chr16,425648,RAB11FIP3,ENSG00000090565.17,+
chr16,426006,RAB11FIP3,ENSG00000090565.17,+
chr16,474849,RAB11FIP3,ENSG00000090565.17,+
chr16,527711,CAPN15,ENSG00000103326.12,+
chr16,560393,PRR35,ENSG00000161992.6,+
chr16,567008,PIGQ,ENSG00000007541.17,+
chr16,569967,PIGQ,ENSG00000007541.17,+
chr16,569975,PIGQ,ENSG00000007541.17,+
chr16,570017,PIGQ,ENSG00000007541.17,+
chr16,570061,PIGQ,ENSG00000007541.17,+
chr16,567004,NHLRC4,ENSG00000257108.2,+
chr16,589356,RAB40C,ENSG00000197562.10,+
chr16,589668,RAB40C,ENSG00000197562.10,+
chr16,590065,RAB40C,ENSG00000197562.10,+
chr16,590076,RAB40C,ENSG00000197562.10,+
chr16,630984,WFIKKN1,ENSG00000127578.7,+
chr16,641827,MCRIP2,ENSG00000172366.20,+
chr16,641848,MCRIP2,ENSG00000172366.20,+
chr16,649324,WDR90,ENSG00000161996.19,+
chr16,649364,WDR90,ENSG00000161996.19,+
chr16,665183,WDR90,ENSG00000161996.19,+
chr16,665257,WDR90,ENSG00000161996.19,+
chr16,668099,RHOT2,ENSG00000140983.15,+
chr16,668131,RHOT2,ENSG00000140983.15,+
chr16,675670,RHBDL1,ENSG00000103269.14,+
chr16,676074,RHBDL1,ENSG00000103269.14,+
chr16,680223,STUB1,ENSG00000103266.11,+
chr16,680409,STUB1,ENSG00000103266.11,+
chr16,681036,STUB1,ENSG00000103266.11,+
chr16,715117,METRN,ENSG00000103260.9,+
chr16,716573,METRN,ENSG00000103260.9,+
chr16,721096,ANTKMT,ENSG00000103254.10,+
chr16,721141,ANTKMT,ENSG00000103254.10,+
chr16,721145,ANTKMT,ENSG00000103254.10,+
chr16,726935,HAGHL,ENSG00000103253.19,+
chr16,726957,HAGHL,ENSG00000103253.19,+
chr16,727105,HAGHL,ENSG00000103253.19,+
chr16,727245,HAGHL,ENSG00000103253.19,+
chr16,727261,HAGHL,ENSG00000103253.19,+
chr16,760733,MSLN,ENSG00000102854.16,+
chr16,760761,MSLN,ENSG00000102854.16,+
chr16,760766,MSLN,ENSG00000102854.16,+
chr16,761088,MSLN,ENSG00000102854.16,+
chr16,788045,CHTF18,ENSG00000127586.17,+
chr16,788619,CHTF18,ENSG00000127586.17,+
chr16,788623,CHTF18,ENSG00000127586.17,+
chr16,788624,CHTF18,ENSG00000127586.17,+
chr16,981769,SOX8,ENSG00000005513.10,+
chr16,1072746,SSTR5,ENSG00000162009.9,+
chr16,1078825,SSTR5,ENSG00000162009.9,+
chr16,1153105,CACNA1H,ENSG00000196557.13,+
chr16,1153240,CACNA1H,ENSG00000196557.13,+
chr16,1153737,CACNA1H,ENSG00000196557.13,+
chr16,1240378,TPSAB1,ENSG00000172236.18,+
chr16,1240704,TPSAB1,ENSG00000172236.18,+
chr16,1240723,TPSAB1,ENSG00000172236.18,+
chr16,1256058,TPSD1,ENSG00000095917.14,+
chr16,1256068,TPSD1,ENSG00000095917.14,+
chr16,1308879,UBE2I,ENSG00000103275.21,+
chr16,1309152,UBE2I,ENSG00000103275.21,+
chr16,1309634,UBE2I,ENSG00000103275.21,+
chr16,1309635,UBE2I,ENSG00000103275.21,+
chr16,1309655,UBE2I,ENSG00000103275.21,+
chr16,1309677,UBE2I,ENSG00000103275.21,+
chr16,1309802,UBE2I,ENSG00000103275.21,+
chr16,1311870,UBE2I,ENSG00000103275.21,+
chr16,1312184,UBE2I,ENSG00000103275.21,+
chr16,1313559,UBE2I,ENSG00000103275.21,+
chr16,1313994,UBE2I,ENSG00000103275.21,+
chr16,1333642,BAIAP3,ENSG00000007516.15,+
chr16,1333644,BAIAP3,ENSG00000007516.15,+
chr16,1333659,BAIAP3,ENSG00000007516.15,+
chr16,1334503,BAIAP3,ENSG00000007516.15,+
chr16,1336196,BAIAP3,ENSG00000007516.15,+
chr16,1343343,BAIAP3,ENSG00000007516.15,+
chr16,1343351,BAIAP3,ENSG00000007516.15,+
chr16,1343370,BAIAP3,ENSG00000007516.15,+
chr16,1351930,GNPTG,ENSG00000090581.11,+
chr16,1351950,GNPTG,ENSG00000090581.11,+
chr16,1351954,GNPTG,ENSG00000090581.11,+
chr16,1351965,GNPTG,ENSG00000090581.11,+
chr16,1431077,PERCC1,ENSG00000284395.2,+
chr16,1493359,TELO2,ENSG00000100726.15,+
chr16,1528687,TMEM204,ENSG00000131634.14,+
chr16,1533665,TMEM204,ENSG00000131634.14,+
chr16,1612359,CRAMP1,ENSG00000007545.16,+
chr16,1614639,CRAMP1,ENSG00000007545.16,+
chr16,1632258,ENSG00000261732,ENSG00000261732.1,+
chr16,1678276,JPT2,ENSG00000206053.13,+
chr16,1678278,JPT2,ENSG00000206053.13,+
chr16,1678279,JPT2,ENSG00000206053.13,+
chr16,1678312,JPT2,ENSG00000206053.13,+
chr16,1680336,JPT2,ENSG00000206053.13,+
chr16,1706182,MAPK8IP3,ENSG00000138834.15,+
chr16,1706192,MAPK8IP3,ENSG00000138834.15,+
chr16,1706194,MAPK8IP3,ENSG00000138834.15,+
chr16,1772809,EME2,ENSG00000197774.14,+
chr16,1782959,NUBP2,ENSG00000095906.17,+
chr16,1782989,NUBP2,ENSG00000095906.17,+
chr16,1783006,NUBP2,ENSG00000095906.17,+
chr16,1784009,NUBP2,ENSG00000095906.17,+
chr16,1826966,FAHD1,ENSG00000180185.13,+
chr16,1827205,FAHD1,ENSG00000180185.13,+
chr16,1959537,NDUFB10,ENSG00000140990.15,+
chr16,1959542,NDUFB10,ENSG00000140990.15,+
chr16,1959551,NDUFB10,ENSG00000140990.15,+
chr16,1966822,RNF151,ENSG00000179580.10,+
chr16,1966855,RNF151,ENSG00000179580.10,+
chr16,1967272,RNF151,ENSG00000179580.10,+
chr16,1972052,TBL3,ENSG00000183751.16,+
chr16,1984192,GFER,ENSG00000127554.13,+
chr16,1984206,GFER,ENSG00000127554.13,+
chr16,1984657,GFER,ENSG00000127554.13,+
chr16,1989969,SYNGR3,ENSG00000127561.16,+
chr16,1991123,SYNGR3,ENSG00000127561.16,+
chr16,2019784,NPW,ENSG00000183971.10,+
chr16,2026901,NHERF2,ENSG00000065054.14,+
chr16,2026927,NHERF2,ENSG00000065054.14,+
chr16,2029526,NHERF2,ENSG00000065054.14,+
chr16,2033270,NHERF2,ENSG00000065054.14,+
chr16,2047976,TSC2,ENSG00000103197.19,+
chr16,2047978,TSC2,ENSG00000103197.19,+
chr16,2047979,TSC2,ENSG00000103197.19,+
chr16,2047984,TSC2,ENSG00000103197.19,+
chr16,2047985,TSC2,ENSG00000103197.19,+
chr16,2047988,TSC2,ENSG00000103197.19,+
chr16,2047994,TSC2,ENSG00000103197.19,+
chr16,2048008,TSC2,ENSG00000103197.19,+
chr16,2048013,TSC2,ENSG00000103197.19,+
chr16,2048019,TSC2,ENSG00000103197.19,+
chr16,2048023,TSC2,ENSG00000103197.19,+
chr16,2048032,TSC2,ENSG00000103197.19,+
chr16,2048040,TSC2,ENSG00000103197.19,+
chr16,2048042,TSC2,ENSG00000103197.19,+
chr16,2048201,TSC2,ENSG00000103197.19,+
chr16,2148143,RAB26,ENSG00000167964.13,+
chr16,2148624,RAB26,ENSG00000167964.13,+
chr16,2155697,TRAF7,ENSG00000131653.14,+
chr16,2155781,TRAF7,ENSG00000131653.14,+
chr16,2155803,TRAF7,ENSG00000131653.14,+
chr16,2205176,MLST8,ENSG00000167965.18,+
chr16,2205203,MLST8,ENSG00000167965.18,+
chr16,2205453,MLST8,ENSG00000167965.18,+
chr16,2205493,MLST8,ENSG00000167965.18,+
chr16,2205740,MLST8,ENSG00000167965.18,+
chr16,2205768,MLST8,ENSG00000167965.18,+
chr16,2223579,E4F1,ENSG00000167967.16,+
chr16,2223590,E4F1,ENSG00000167967.16,+
chr16,2223593,E4F1,ENSG00000167967.16,+
chr16,2235815,DNASE1L2,ENSG00000167968.13,+
chr16,2236443,DNASE1L2,ENSG00000167968.13,+
chr16,2236466,DNASE1L2,ENSG00000167968.13,+
chr16,2236468,DNASE1L2,ENSG00000167968.13,+
chr16,2236724,DNASE1L2,ENSG00000167968.13,+
chr16,2429446,CCNF,ENSG00000162063.13,+
chr16,2460085,TEDC2,ENSG00000162062.15,+
chr16,2460108,TEDC2,ENSG00000162062.15,+
chr16,2460133,TEDC2,ENSG00000162062.15,+
chr16,2460144,TEDC2,ENSG00000162062.15,+
chr16,2471296,NTN3,ENSG00000162068.2,+
chr16,2475050,TBC1D24,ENSG00000162065.14,+
chr16,2475126,TBC1D24,ENSG00000162065.14,+
chr16,2493596,TBC1D24,ENSG00000162065.14,+
chr16,2496031,ENSG00000260272,ENSG00000260272.1,+
chr16,2513951,ATP6V0C,ENSG00000185883.12,+
chr16,2513975,ATP6V0C,ENSG00000185883.12,+
chr16,2514293,ATP6V0C,ENSG00000185883.12,+
chr16,2518998,ATP6V0C,ENSG00000185883.12,+
chr16,2513964,ENSG00000259784,ENSG00000259784.1,+
chr16,2520364,AMDHD2,ENSG00000162066.16,+
chr16,2520370,AMDHD2,ENSG00000162066.16,+
chr16,2520389,AMDHD2,ENSG00000162066.16,+
chr16,2520396,AMDHD2,ENSG00000162066.16,+
chr16,2537996,PDPK1,ENSG00000140992.19,+
chr16,2538002,PDPK1,ENSG00000140992.19,+
chr16,2538020,PDPK1,ENSG00000140992.19,+
chr16,2538163,PDPK1,ENSG00000140992.19,+
chr16,2682522,KCTD5,ENSG00000167977.9,+
chr16,2682539,KCTD5,ENSG00000167977.9,+
chr16,2752625,SRRM2,ENSG00000167978.19,+
chr16,2752637,SRRM2,ENSG00000167978.19,+
chr16,2757475,SRRM2,ENSG00000167978.19,+
chr16,2798469,PRSS41,ENSG00000215148.11,+
chr16,2817179,PRSS21,ENSG00000007038.11,+
chr16,2817236,PRSS21,ENSG00000007038.11,+
chr16,2830252,ZG16B,ENSG00000162078.12,+
chr16,2830302,ZG16B,ENSG00000162078.12,+
chr16,2830305,ZG16B,ENSG00000162078.12,+
chr16,2830367,ZG16B,ENSG00000162078.12,+
chr16,2883212,FLYWCH2,ENSG00000162076.13,+
chr16,2883214,FLYWCH2,ENSG00000162076.13,+
chr16,2883258,FLYWCH2,ENSG00000162076.13,+
chr16,2911930,FLYWCH1,ENSG00000059122.17,+
chr16,2911998,FLYWCH1,ENSG00000059122.17,+
chr16,2964215,KREMEN2,ENSG00000131650.15,+
chr16,2964274,KREMEN2,ENSG00000131650.15,+
chr16,2964520,KREMEN2,ENSG00000131650.15,+
chr16,2969269,PAQR4,ENSG00000162073.14,+
chr16,2969340,PAQR4,ENSG00000162073.14,+
chr16,2969347,PAQR4,ENSG00000162073.14,+
chr16,2969557,PAQR4,ENSG00000162073.14,+
chr16,2970977,PAQR4,ENSG00000162073.14,+
chr16,2988255,GREP1,ENSG00000262152.7,+
chr16,3004131,ENSG00000289281,ENSG00000289281.1,+
chr16,3012922,CLDN9,ENSG00000213937.4,+
chr16,3018444,TNFRSF12A,ENSG00000006327.14,+
chr16,3020358,TNFRSF12A,ENSG00000006327.14,+
chr16,3020367,TNFRSF12A,ENSG00000006327.14,+
chr16,3020374,TNFRSF12A,ENSG00000006327.14,+
chr16,3024034,THOC6,ENSG00000131652.14,+
chr16,3024040,THOC6,ENSG00000131652.14,+
chr16,3024053,THOC6,ENSG00000131652.14,+
chr16,3024063,THOC6,ENSG00000131652.14,+
chr16,3046560,MMP25,ENSG00000008516.18,+
chr16,3065296,IL32,ENSG00000008517.19,+
chr16,3065311,IL32,ENSG00000008517.19,+
chr16,3065321,IL32,ENSG00000008517.19,+
chr16,3065357,IL32,ENSG00000008517.19,+
chr16,3065368,IL32,ENSG00000008517.19,+
chr16,3065376,IL32,ENSG00000008517.19,+
chr16,3065379,IL32,ENSG00000008517.19,+
chr16,3065403,IL32,ENSG00000008517.19,+
chr16,3065609,IL32,ENSG00000008517.19,+
