,delta mean,delta std,path,wt,context,cell line
4322,-0.3247,0.882,../results/context_dependence_test_10/borzoi/FBXO46_chr19_45730896_-.pickle,9.484,silencing,"GM12878 ENCODE, biol_"
2287,-0.338,0.4456,../results/context_dependence_test_10/borzoi/RBAK-RBAKDN_chr7_5045910_+.pickle,16.3,silencing,"GM12878 ENCODE, biol_"
4236,-0.4639,0.607,../results/context_dependence_test_10/borzoi/TMEM223_chr11_62791997_-.pickle,15.06,silencing,"GM12878 ENCODE, biol_"
6116,-0.525,1.167,../results/context_dependence_test_10/borzoi/MED7_chr5_157142865_-.pickle,17.44,silencing,"GM12878 ENCODE, biol_"
8464,-0.4233,0.7085,../results/context_dependence_test_10/borzoi/HEATR1_chr1_236604504_-.pickle,21.05,silencing,"GM12878 ENCODE, biol_"
5643,-0.3955,1.047,../results/context_dependence_test_10/borzoi/INIP_chr9_112718107_-.pickle,23.83,silencing,"GM12878 ENCODE, biol_"
3280,-1.944,3.703,../results/context_dependence_test_10/borzoi/CARD16_chr11_105045335_-.pickle,11.54,silencing,"GM12878 ENCODE, biol_"
1880,-0.732,1.015,../results/context_dependence_test_10/borzoi/IL1R1_chr2_102104562_+.pickle,4.6,silencing,"GM12878 ENCODE, biol_"
3910,-0.332,0.3623,../results/context_dependence_test_10/borzoi/ZNF560_chr19_9498616_-.pickle,0.543,silencing,"GM12878 ENCODE, biol_"
243,-0.824,1.475,../results/context_dependence_test_10/borzoi/C19orf38_chr19_10848414_+.pickle,4.594,silencing,"GM12878 ENCODE, biol_"
9531,-0.5005,0.938,../results/context_dependence_test_10/borzoi/PNISR_chr6_99425292_-.pickle,24.28,silencing,"GM12878 ENCODE, biol_"
7465,-0.65,1.035,../results/context_dependence_test_10/borzoi/CHD8_chr14_21456123_-.pickle,19.61,silencing,"GM12878 ENCODE, biol_"
7562,-0.4097,1.282,../results/context_dependence_test_10/borzoi/GRN_chr17_44345301_+.pickle,20.42,silencing,"GM12878 ENCODE, biol_"
5320,-1.304,1.214,../results/context_dependence_test_10/borzoi/ZNF726_chr19_23914876_+.pickle,9.15,silencing,"GM12878 ENCODE, biol_"
5698,-0.751,1.133,../results/context_dependence_test_10/borzoi/SNAPC5_chr15_66497762_-.pickle,20.4,silencing,"GM12878 ENCODE, biol_"
7727,-0.4888,1.645,../results/context_dependence_test_10/borzoi/GPS2_chr17_7315343_-.pickle,29.25,silencing,"GM12878 ENCODE, biol_"
483,-0.9565,1.111,../results/context_dependence_test_10/borzoi/PDE4DIP_chr1_148844427_+.pickle,3.326,silencing,"GM12878 ENCODE, biol_"
3973,-0.4817,0.9683,../results/context_dependence_test_10/borzoi/PHB1_chr17_49414802_-.pickle,15.69,silencing,"GM12878 ENCODE, biol_"
4031,-0.4565,0.995,../results/context_dependence_test_10/borzoi/USE1_chr19_17215356_+.pickle,19.58,silencing,"GM12878 ENCODE, biol_"
6214,-0.4316,1.294,../results/context_dependence_test_10/borzoi/COG8_chr16_69339583_-.pickle,20.42,silencing,"GM12878 ENCODE, biol_"
3476,-0.3767,0.5825,../results/context_dependence_test_10/borzoi/VPS18_chr15_40894449_+.pickle,15.66,silencing,"GM12878 ENCODE, biol_"
713,-0.4248,1.093,../results/context_dependence_test_10/borzoi/EFNB1_chrX_68829020_+.pickle,11.1,silencing,"GM12878 ENCODE, biol_"
43,-0.9136,1.338,../results/context_dependence_test_10/borzoi/ABCB1_chr7_87600884_-.pickle,6.902,silencing,"GM12878 ENCODE, biol_"
2707,-0.776,2.002,../results/context_dependence_test_10/borzoi/ACTN1_chr14_68979302_-.pickle,24.95,silencing,"GM12878 ENCODE, biol_"
3451,-0.5645,1.2,../results/context_dependence_test_10/borzoi/TIMM29_chr19_10928810_+.pickle,14.69,silencing,"GM12878 ENCODE, biol_"
968,-0.49,0.3906,../results/context_dependence_test_10/borzoi/TMEM229B_chr14_67488721_-.pickle,4.742,silencing,"GM12878 ENCODE, biol_"
1409,-0.5864,1.28,../results/context_dependence_test_10/borzoi/RND3_chr2_150487667_-.pickle,7.156,silencing,"GM12878 ENCODE, biol_"
4932,-2.752,2.34,../results/context_dependence_test_10/borzoi/SLX1B_chr16_29454561_+.pickle,0.2446,silencing,"GM12878 ENCODE, biol_"
5527,-0.4753,0.512,../results/context_dependence_test_10/borzoi/ZNF841_chr19_52095765_-.pickle,12.6,silencing,"GM12878 ENCODE, biol_"
3418,-0.4421,0.8247,../results/context_dependence_test_10/borzoi/ERV3-1_chr7_65006687_-.pickle,16.75,silencing,"GM12878 ENCODE, biol_"
2578,-0.555,0.609,../results/context_dependence_test_10/borzoi/ZNF773_chr19_57499934_+.pickle,11.72,silencing,"GM12878 ENCODE, biol_"
4151,-0.31,0.8994,../results/context_dependence_test_10/borzoi/PIGO_chr9_35096619_-.pickle,15.484,silencing,"GM12878 ENCODE, biol_"
9594,-0.4539,0.5586,../results/context_dependence_test_10/borzoi/SERF2_chr15_43792319_+.pickle,26.81,silencing,"GM12878 ENCODE, biol_"
6047,-0.3538,0.8457,../results/context_dependence_test_10/borzoi/MED17_chr11_93784306_+.pickle,26.31,silencing,"GM12878 ENCODE, biol_"
578,-0.3572,0.846,../results/context_dependence_test_10/borzoi/METTL7A_chr12_50925014_+.pickle,5.582,silencing,"GM12878 ENCODE, biol_"
2279,-0.475,0.47,../results/context_dependence_test_10/borzoi/ZNF416_chr19_57578911_-.pickle,9.45,silencing,"GM12878 ENCODE, biol_"
2950,-0.486,1.404,../results/context_dependence_test_10/borzoi/IL1A_chr2_112784493_-.pickle,2.758,silencing,"GM12878 ENCODE, biol_"
2838,-0.724,0.832,../results/context_dependence_test_10/borzoi/ZNF226_chr19_44165102_+.pickle,12.336,silencing,"GM12878 ENCODE, biol_"
3414,-0.506,1.318,../results/context_dependence_test_10/borzoi/DMAP1_chr1_44213487_+.pickle,14.07,silencing,"GM12878 ENCODE, biol_"
77,-0.508,1.364,../results/context_dependence_test_10/borzoi/CAV2_chr7_116499739_+.pickle,10.16,silencing,"GM12878 ENCODE, biol_"
7103,-0.4634,1.411,../results/context_dependence_test_10/borzoi/SHKBP1_chr19_40576872_+.pickle,17.4,silencing,"GM12878 ENCODE, biol_"
2920,-1.09,1.552,../results/context_dependence_test_10/borzoi/DBT_chr1_100249833_-.pickle,14.305,silencing,"GM12878 ENCODE, biol_"
7224,-0.889,1.586,../results/context_dependence_test_10/borzoi/GTF2B_chr1_88891567_-.pickle,20.83,silencing,"GM12878 ENCODE, biol_"
2010,-0.622,0.8857,../results/context_dependence_test_10/borzoi/OPHN1_chrX_68433495_-.pickle,2.816,silencing,"GM12878 ENCODE, biol_"
5556,-0.3945,0.9946,../results/context_dependence_test_10/borzoi/BPGM_chr7_134646830_+.pickle,18.25,silencing,"GM12878 ENCODE, biol_"
8161,-0.3005,0.816,../results/context_dependence_test_10/borzoi/RPS27_chr1_153990761_+.pickle,21.66,silencing,"GM12878 ENCODE, biol_"
8116,-0.3987,1.022,../results/context_dependence_test_10/borzoi/RPL13A_chr19_49487607_+.pickle,17.95,silencing,"GM12878 ENCODE, biol_"
9017,-0.3804,0.7896,../results/context_dependence_test_10/borzoi/UQCC1_chr20_35411974_-.pickle,17.42,silencing,"GM12878 ENCODE, biol_"
5944,-0.581,0.6367,../results/context_dependence_test_10/borzoi/RNF40_chr16_30762321_+.pickle,16.89,silencing,"GM12878 ENCODE, biol_"
9172,-0.618,1.255,../results/context_dependence_test_10/borzoi/COX6A1_chr12_120438112_+.pickle,20.16,silencing,"GM12878 ENCODE, biol_"
1516,-0.695,0.4006,../results/context_dependence_test_10/borzoi/ZNF551_chr19_57682034_+.pickle,11.31,silencing,"GM12878 ENCODE, biol_"
6787,-0.382,1.3955,../results/context_dependence_test_10/borzoi/DPP8_chr15_65517680_-.pickle,21.05,silencing,"GM12878 ENCODE, biol_"
