,Chromosome,Start,gene_name,gene_id,Strand,PC-3
9879,chr3,130894083,ATP2C1,ENSG00000017260.20,+,48.84375
15161,chr5,154858538,CNOT8,ENSG00000155508.14,+,48.84375
41586,chr17,48892786,ATP5MC1,ENSG00000159199.14,+,48.875
7249,chr2,37084372,HEATR5B,ENSG00000008869.12,-,48.875
40051,chr16,23596316,NDUFAB1,ENSG00000004779.10,-,48.875
52289,chrX,111681188,ALG13,ENSG00000101901.13,+,48.90625
23341,chr8,102864192,AZIN1,ENSG00000155096.15,-,48.90625
4666,chr1,181022870,STX6,ENSG00000135823.14,-,48.90625
19483,chr7,44044639,DBNL,ENSG00000136279.21,+,48.90625
17014,chr6,33200886,SLC39A7,ENSG00000112473.19,+,48.90625
13954,chr4,154550397,PLRG1,ENSG00000171566.12,-,48.90625
10394,chr3,197950189,RPL35A,ENSG00000182899.17,+,48.9375
49840,chr21,29024667,USP16,ENSG00000156256.15,+,48.9375
49490,chr20,35147319,EDEM2,ENSG00000088298.13,-,48.9375
5546,chr2,60881573,REL,ENSG00000162924.16,+,48.9375
14779,chr5,131264052,CDC42SE2,ENSG00000158985.14,+,48.9375
12348,chr4,55395956,TMEM165,ENSG00000134851.13,+,48.9375
37751,chr15,49046446,SECISBP2L,ENSG00000138593.9,-,48.96875
38195,chr15,83067252,BTBD1,ENSG00000064726.10,-,48.96875
18561,chr6,75206053,COL12A1,ENSG00000111799.22,-,48.96875
6412,chr2,189661520,ASDURF,ENSG00000286053.2,+,48.96875
1885,chr1,156591765,NAXE,ENSG00000163382.13,+,48.96875
50683,chr22,35400139,MCM5,ENSG00000100297.16,+,49.0
47069,chr19,9827816,FBXL12,ENSG00000127452.9,-,49.0
46589,chr19,55385935,RPL28,ENSG00000108107.15,+,49.0
9035,chr3,37243244,GOLGA4,ENSG00000144674.19,+,49.03125
50437,chr22,20917406,CRKL,ENSG00000099942.13,+,49.03125
43257,chr17,47189295,CDC27,ENSG00000004897.12,-,49.03125
43033,chr17,41836232,NT5C3B,ENSG00000141698.17,-,49.03125
36825,chr15,41417094,RTF1,ENSG00000137815.15,+,49.03125
53551,chrX,136880725,RBMX,ENSG00000147274.14,-,49.03125
15892,chr5,98929007,CHD1,ENSG00000153922.12,-,49.0625
18943,chr6,136250311,MTFR2,ENSG00000146410.12,-,49.0625
9577,chr3,99817861,CMSS1,ENSG00000184220.12,+,49.0625
37775,chr15,50765706,SPPL2A,ENSG00000138600.11,-,49.09375
2660,chr1,228082788,ARF1,ENSG00000143761.17,+,49.09375
26418,chr10,103967139,SLK,ENSG00000065613.15,+,49.09375
15219,chr5,163437594,CCNG1,ENSG00000113328.20,+,49.09375
32274,chr12,109477401,UBE3B,ENSG00000151148.14,+,49.125
28693,chr11,67583741,GSTP1,ENSG00000084207.18,+,49.125
35781,chr14,103562962,COA8,ENSG00000256053.9,+,49.125
8977,chr3,28241618,CMC1,ENSG00000187118.14,+,49.125
22456,chr8,123416725,NTAQ1,ENSG00000156795.8,+,49.125
29178,chr11,118359599,UBE4A,ENSG00000110344.10,+,49.125
49950,chr21,38805928,ETS2,ENSG00000157557.13,+,49.125
42291,chr17,2711764,CLUH,ENSG00000132361.18,-,49.125
34629,chr13,49691457,EBPL,ENSG00000123179.14,-,49.15625
32190,chr12,101877682,DRAM1,ENSG00000136048.14,+,49.15625
6433,chr2,190880820,GLS,ENSG00000115419.14,+,49.1875
49891,chr21,33543049,SON,ENSG00000159140.23,+,49.1875
17879,chr6,169751637,ERMARD,ENSG00000130023.16,+,49.1875
45738,chr19,35745677,ENSG00000188223,ENSG00000188223.9,+,49.21875
13119,chr4,2963406,NOP14,ENSG00000087269.16,-,49.21875
25393,chr9,128322447,TRUB2,ENSG00000167112.10,-,49.25
22514,chr8,140511321,CHRAC1,ENSG00000104472.10,+,49.25
21474,chr7,138002086,CREB3L2,ENSG00000182158.16,-,49.25
7511,chr2,70248610,TIA1,ENSG00000116001.17,-,49.25
42133,chr17,81703370,ENSG00000262660,ENSG00000262660.1,+,49.25
25343,chr9,125241368,HSPA5,ENSG00000044574.9,-,49.25
45272,chr19,13118263,NACC1,ENSG00000160877.7,+,49.25
13358,chr4,67545503,CENPC,ENSG00000145241.11,-,49.25
32030,chr12,70243432,CNOT2,ENSG00000111596.14,+,49.25
44552,chr18,46917503,PIAS2,ENSG00000078043.16,-,49.25
37657,chr15,41972557,EHD4,ENSG00000103966.11,-,49.28125
2032,chr1,161766308,ATF6,ENSG00000118217.7,+,49.28125
25836,chr10,43138444,CSGALNACT2,ENSG00000169826.8,+,49.28125
22462,chr8,123768455,FAM91A1,ENSG00000176853.16,+,49.28125
35221,chr14,58200148,ACTR10,ENSG00000131966.14,+,49.3125
7412,chr2,55617608,PPP4R3B,ENSG00000275052.5,-,49.3125
19716,chr7,77798804,PHTF2,ENSG00000006576.17,+,49.3125
6411,chr2,189661458,ASNSD1,ENSG00000138381.10,+,49.3125
30675,chr11,90223059,CHORDC1,ENSG00000110172.12,-,49.3125
14057,chr4,183659185,RWDD4,ENSG00000182552.15,-,49.3125
21134,chr7,99466164,ATP5MF-PTCD1,ENSG00000248919.7,-,49.3125
11599,chr3,154324460,DHX36,ENSG00000174953.14,-,49.3125
28735,chr11,70270689,PPFIA1,ENSG00000131626.19,+,49.3125
40678,chr17,1830004,RPA1,ENSG00000132383.12,+,49.34375
22435,chr8,117520832,MED30,ENSG00000164758.7,+,49.34375
19202,chr7,2631985,TTYH3,ENSG00000136295.16,+,49.34375
6742,chr2,222861035,ACSL3,ENSG00000123983.15,+,49.34375
34294,chr13,100089014,PCCA,ENSG00000175198.17,+,49.34375
33804,chr12,118061179,WSB2,ENSG00000176871.9,-,49.34375
10015,chr3,141487026,RASA2,ENSG00000155903.14,+,49.34375
17639,chr6,132814568,RPS12,ENSG00000112306.8,+,49.34375
40875,chr17,7583851,MPDU1,ENSG00000129255.16,+,49.375
3640,chr1,54053204,TMEM59,ENSG00000116209.12,-,49.375
27444,chr10,117005187,SHTN1,ENSG00000187164.20,-,49.375
5391,chr2,32277903,YIPF4,ENSG00000119820.11,+,49.375
40947,chr17,14069495,COX10,ENSG00000006695.12,+,49.375
19010,chr6,149546043,PPIL4,ENSG00000131013.4,-,49.375
51780,chrX,47218680,CDK16,ENSG00000102225.17,+,49.375
36406,chr14,75660876,ERG28,ENSG00000133935.7,-,49.40625
48964,chr20,45363138,SYS1,ENSG00000204070.10,+,49.40625
31960,chr12,64759483,TBC1D30,ENSG00000111490.15,+,49.40625
12679,chr4,112637125,LARP7,ENSG00000174720.18,+,49.4375
33726,chr12,110502078,VPS29,ENSG00000111237.19,-,49.4375
8737,chr3,4979436,BHLHE40,ENSG00000134107.5,+,49.4375
19565,chr7,56064288,SUMF2,ENSG00000129103.19,+,49.46875
27289,chr10,99732112,ENSG00000285932,ENSG00000285932.1,-,49.46875
33685,chr12,108731518,CORO1C,ENSG00000110880.11,-,49.46875
3486,chr1,43368011,ELOVL1,ENSG00000066322.15,-,49.46875
10821,chr3,49120812,USP19,ENSG00000172046.21,-,49.46875
24664,chr9,7799778,DMAC1,ENSG00000137038.8,-,49.46875
7486,chr2,68252532,PPP3R1,ENSG00000221823.11,-,49.5
10189,chr3,172750725,ECT2,ENSG00000114346.14,+,49.5
27191,chr10,89251775,LIPA,ENSG00000107798.18,-,49.5
4664,chr1,180502577,ACBD6,ENSG00000230124.8,-,49.5
17887,chr6,693139,EXOC2,ENSG00000112685.14,-,49.5
21833,chr8,22275336,PIWIL2,ENSG00000197181.12,+,49.5
38479,chr16,2155803,TRAF7,ENSG00000131653.14,+,49.53125
43637,chr17,75182956,SUMO2,ENSG00000188612.12,-,49.53125
47564,chr19,36114875,POLR2I,ENSG00000105258.9,-,49.53125
38548,chr16,3020374,TNFRSF12A,ENSG00000006327.14,+,49.53125
3480,chr1,42958859,SLC2A1,ENSG00000117394.24,-,49.53125
27217,chr10,94362939,NOC3L,ENSG00000173145.11,-,49.5625
12609,chr4,102501358,NFKB1,ENSG00000109320.14,+,49.5625
23693,chr9,5629024,RIC1,ENSG00000107036.12,+,49.5625
2453,chr1,206684943,MAPKAPK2,ENSG00000162889.11,+,49.59375
38970,chr16,29962103,TMEM219,ENSG00000149932.17,+,49.59375
47480,chr19,29213151,UQCRFS1,ENSG00000169021.6,-,49.59375
52403,chrX,134373372,PHF6,ENSG00000156531.18,+,49.59375
23763,chr9,33290544,NFX1,ENSG00000086102.19,+,49.59375
4970,chr1,226186741,ACBD3,ENSG00000182827.9,-,49.59375
8636,chr2,240025342,NDUFA10,ENSG00000130414.13,-,49.625
35255,chr14,60249220,PPM1A,ENSG00000100614.18,+,49.625
36793,chr15,40695128,RAD51,ENSG00000051180.17,+,49.625
47888,chr19,45691917,SNRPD2,ENSG00000125743.11,-,49.625
36495,chr14,92121706,NDUFB1,ENSG00000183648.11,-,49.625
50109,chr21,46635680,PRMT2,ENSG00000160310.19,+,49.625
34796,chr13,113208715,PCID2,ENSG00000126226.22,-,49.625
45984,chr19,41310171,CCDC97,ENSG00000142039.4,+,49.625
28941,chr11,86800520,PRSS23,ENSG00000150687.12,+,49.625
33038,chr12,47706026,RPAP3,ENSG00000005175.10,-,49.625
49210,chr20,63708038,ZGPAT,ENSG00000197114.12,+,49.625
3987,chr1,112956196,SLC16A1,ENSG00000155380.13,-,49.65625
34686,chr13,72781925,DIS3,ENSG00000083520.15,-,49.65625
23282,chr8,99893697,COX6C,ENSG00000164919.11,-,49.65625
36131,chr14,49586376,RPS29,ENSG00000213741.11,-,49.65625
18583,chr6,79078254,PHIP,ENSG00000146247.15,-,49.65625
14915,chr5,140664903,WDR55,ENSG00000120314.19,+,49.65625
49071,chr20,57351222,RAE1,ENSG00000101146.13,+,49.65625
43332,chr17,50373184,MRPL27,ENSG00000108826.16,-,49.65625
42480,chr17,7484263,ZBTB4,ENSG00000174282.12,-,49.65625
32316,chr12,111842012,MAPKAPK5,ENSG00000089022.15,+,49.6875
23356,chr8,108248730,EIF3E,ENSG00000104408.11,-,49.6875
41464,chr17,44345301,GRN,ENSG00000030582.19,+,49.6875
20513,chr7,2242205,MRM2,ENSG00000122687.19,-,49.6875
9461,chr3,62319021,C3orf14,ENSG00000114405.11,+,49.71875
50052,chr21,44012318,TRAPPC10,ENSG00000160218.13,+,49.71875
49456,chr20,31952046,PDRG1,ENSG00000088356.6,-,49.71875
31959,chr12,64610494,RASSF3,ENSG00000153179.14,+,49.71875
14591,chr5,87267882,RASA1,ENSG00000145715.15,+,49.75
46809,chr19,1592801,MBD3,ENSG00000071655.18,-,49.75
284,chr1,15409887,EFHD2,ENSG00000142634.13,+,49.75
45379,chr19,17305871,MRPL34,ENSG00000130312.7,+,49.78125
24304,chr9,127786033,CDK9,ENSG00000136807.14,+,49.78125
15694,chr5,62403905,DIMT1,ENSG00000086189.11,-,49.78125
13594,chr4,87391188,HSD17B11,ENSG00000198189.11,-,49.78125
20697,chr7,30504829,GGCT,ENSG00000006625.18,-,49.78125
27885,chr11,13668667,FAR1,ENSG00000197601.14,+,49.8125
37507,chr15,22980368,CYFIP1,ENSG00000273749.5,-,49.8125
6413,chr2,189661518,ENSG00000286165,ENSG00000286165.1,+,49.8125
28423,chr11,62880895,SLC3A2,ENSG00000168003.19,+,49.8125
21493,chr7,139777998,HIPK2,ENSG00000064393.16,-,49.8125
14241,chr5,37379284,WDR70,ENSG00000082068.9,+,49.84375
46838,chr19,2236326,PLEKHJ1,ENSG00000104886.12,-,49.84375
36762,chr15,39581078,THBS1,ENSG00000137801.11,+,49.84375
8909,chr3,14402605,SLC6A6,ENSG00000131389.18,+,49.84375
14418,chr5,69234911,CDK7,ENSG00000134058.12,+,49.84375
40768,chr17,5420181,RPAIN,ENSG00000129197.15,+,49.84375
31124,chr12,2812667,ITFG2,ENSG00000111203.13,+,49.875
14665,chr5,110739006,SLC25A46,ENSG00000164209.17,+,49.875
30406,chr11,68271947,C11orf24,ENSG00000171067.11,-,49.875
48920,chr20,43590936,IFT52,ENSG00000101052.13,+,49.875
25609,chr10,3067547,PFKP,ENSG00000067057.19,+,49.875
27287,chr10,99430624,GOT1,ENSG00000120053.12,-,49.875
34789,chr13,110706116,CARS2,ENSG00000134905.17,-,49.875
19609,chr7,66921224,TMEM248,ENSG00000106609.16,+,49.875
44069,chr18,24426669,IMPACT,ENSG00000154059.11,+,49.875
31031,chr11,128522310,ETS1,ENSG00000134954.14,-,49.90625
705,chr1,36224442,THRAP3,ENSG00000054118.15,+,49.90625
12291,chr4,44678419,GUF1,ENSG00000151806.14,+,49.90625
49914,chr21,36070034,CBR1,ENSG00000159228.13,+,49.90625
42264,chr17,1516612,INPP5K,ENSG00000132376.20,-,49.9375
39851,chr16,4351265,PAM16,ENSG00000217930.8,-,49.9375
6448,chr2,197453551,COQ10B,ENSG00000115520.9,+,49.9375
9278,chr3,48918835,ARIH2,ENSG00000177479.20,+,49.9375
41408,chr17,42833470,PSME3,ENSG00000131467.12,+,49.96875
31904,chr12,57591202,PIP4K2C,ENSG00000166908.18,+,49.96875
461,chr1,25338333,TMEM50A,ENSG00000183726.11,+,49.96875
2883,chr1,1574863,SSU72,ENSG00000160075.12,-,50.0
23144,chr8,77000078,PEX2,ENSG00000164751.15,-,50.0
17160,chr6,42929479,CNPY3,ENSG00000137161.18,+,50.0
44000,chr18,12703022,PSMG2,ENSG00000128789.22,+,50.0
52723,chrX,7927413,PNPLA4,ENSG00000006757.12,-,50.0
27900,chr11,17276740,NUCB2,ENSG00000070081.18,+,50.0
36438,chr14,81220959,GTF2A1,ENSG00000165417.12,-,50.03125
21352,chr7,121396308,FAM3C,ENSG00000196937.11,-,50.03125
41981,chr17,75979251,TEN1-CDK3,ENSG00000261408.7,+,50.03125
44222,chr18,51030218,SMAD4,ENSG00000141646.16,+,50.03125
36069,chr14,34462240,SPTSSA,ENSG00000165389.7,-,50.03125
10519,chr3,15601569,HACL1,ENSG00000131373.15,-,50.03125
17276,chr6,52671112,TMEM14A,ENSG00000096092.6,+,50.03125
21155,chr7,99919493,TRIM4,ENSG00000146833.16,-,50.03125
27867,chr11,11841971,USP47,ENSG00000170242.19,+,50.0625
3768,chr1,84574440,CTBS,ENSG00000117151.13,-,50.0625
48738,chr20,32207879,POFUT1,ENSG00000101346.15,+,50.0625
50036,chr21,43659559,RRP1B,ENSG00000160208.13,+,50.0625
3359,chr1,34859717,SMIM12,ENSG00000163866.9,-,50.0625
25232,chr9,113275572,CDC26,ENSG00000176386.9,-,50.09375
31399,chr12,22046217,CMAS,ENSG00000111726.13,+,50.09375
31065,chr11,130916451,SNX19,ENSG00000120451.11,-,50.09375
51039,chr22,21867680,MAPK1,ENSG00000100030.15,-,50.09375
15096,chr5,150000738,HMGXB3,ENSG00000113716.13,+,50.125
49524,chr20,35954502,SCAND1,ENSG00000171222.11,-,50.125
46503,chr19,54115753,PRPF31,ENSG00000105618.14,+,50.125
36927,chr15,45023194,SORD,ENSG00000140263.15,+,50.125
3198,chr1,25232502,SYF2,ENSG00000117614.10,-,50.125
7914,chr2,135876443,MCM6,ENSG00000076003.5,-,50.125
45155,chr19,10252275,MRPL4,ENSG00000105364.14,+,50.125
17395,chr6,85450082,NT5E,ENSG00000135318.12,+,50.125
43533,chr17,64506289,DDX5,ENSG00000108654.16,-,50.15625
38367,chr16,680409,STUB1,ENSG00000103266.11,+,50.15625
1337,chr1,100896089,SLC30A7,ENSG00000162695.12,+,50.15625
18798,chr6,112087482,TUBE1,ENSG00000074935.14,-,50.15625
36164,chr14,50944483,PYGL,ENSG00000100504.17,-,50.1875
40271,chr16,56520003,BBS2,ENSG00000125124.14,-,50.1875
18271,chr6,34888071,TAF11,ENSG00000064995.19,-,50.1875
49033,chr20,49046311,CSE1L,ENSG00000124207.17,+,50.1875
11889,chr3,195543325,PPP1R2,ENSG00000184203.8,-,50.1875
48500,chr20,2652631,NOP56,ENSG00000101361.17,+,50.21875
2079,chr1,166839474,POGK,ENSG00000143157.12,+,50.21875
45855,chr19,38374690,PSMD8,ENSG00000099341.13,+,50.21875
23918,chr9,77177535,VPS13A,ENSG00000197969.14,+,50.21875
27581,chr11,236975,PSMD13,ENSG00000185627.19,+,50.25
43296,chr17,48944842,SNF8,ENSG00000159210.10,-,50.25
36627,chr14,104795748,AKT1,ENSG00000142208.18,-,50.25
3933,chr1,109426448,PSMA5,ENSG00000143106.13,-,50.25
605,chr1,31297031,ZCCHC17,ENSG00000121766.16,+,50.25
44090,chr18,32091873,RNF138,ENSG00000134758.14,+,50.25
29155,chr11,117144286,PAFAH1B2,ENSG00000168092.14,+,50.25
34136,chr13,46553199,LRCH1,ENSG00000136141.15,+,50.25
2770,chr1,244835657,COX20,ENSG00000203667.10,+,50.28125
14605,chr5,94618668,SLF1,ENSG00000133302.13,+,50.28125
33973,chr13,21140513,SAP18,ENSG00000150459.13,+,50.3125
32730,chr12,8949645,M6PR,ENSG00000003056.8,-,50.3125
11189,chr3,108222424,IFT57,ENSG00000114446.5,-,50.3125
19845,chr7,99374674,ARPC1B,ENSG00000130429.16,+,50.3125
3914,chr1,108963427,CLCC1,ENSG00000121940.17,-,50.3125
13188,chr4,15655382,FBXL5,ENSG00000118564.15,-,50.3125
33126,chr12,50025438,RACGAP1,ENSG00000161800.13,-,50.3125
24649,chr9,5437925,PLGRKT,ENSG00000107020.10,-,50.34375
498,chr1,26432320,DHDDS,ENSG00000117682.18,+,50.375
17167,chr6,43014248,KLHDC3,ENSG00000124702.19,+,50.375
9399,chr3,52536604,UQCC5,ENSG00000168273.8,+,50.375
11263,chr3,119677346,COX17,ENSG00000138495.7,-,50.375
32014,chr12,69585458,CCT2,ENSG00000166226.13,+,50.375
38298,chr15,101277485,SELENOS,ENSG00000131871.15,-,50.375
12427,chr4,70902368,MOB1B,ENSG00000173542.9,+,50.40625
50808,chr22,40857119,XPNPEP3,ENSG00000196236.13,+,50.40625
4982,chr1,228103325,C1orf35,ENSG00000143793.13,-,50.40625
20185,chr7,129611755,NRF1,ENSG00000106459.15,+,50.40625
42186,chr17,82519731,FOXK2,ENSG00000141568.21,+,50.40625
24033,chr9,94374568,MFSD14B,ENSG00000148110.17,+,50.40625
33880,chr12,122422632,CLIP1,ENSG00000130779.22,-,50.40625
4955,chr1,225428038,LBR,ENSG00000143815.15,-,50.4375
3965,chr1,111449256,WDR77,ENSG00000116455.14,-,50.4375
8092,chr2,169824905,METTL5,ENSG00000138382.15,-,50.4375
44521,chr18,36829002,TPGS2,ENSG00000134779.15,-,50.4375
24386,chr9,129111313,PTPA,ENSG00000119383.21,+,50.4375
8792,chr3,9890609,JAGN1,ENSG00000171135.15,+,50.46875
23461,chr8,130443674,ASAP1,ENSG00000153317.15,-,50.46875
43420,chr17,59155174,SKA2,ENSG00000182628.13,-,50.46875
6296,chr2,172427667,ITGA6,ENSG00000091409.16,+,50.46875
17177,chr6,43076341,PTK7,ENSG00000112655.16,+,50.46875
17505,chr6,110982037,RPF2,ENSG00000197498.13,+,50.5
25231,chr9,113221318,FKBP15,ENSG00000119321.10,-,50.5
18900,chr6,132513116,STX7,ENSG00000079950.14,-,50.5
23019,chr8,54022269,TCEA1,ENSG00000187735.16,-,50.5
50342,chr21,46228774,LSS,ENSG00000160285.15,-,50.5
36918,chr15,44711512,B2M,ENSG00000166710.23,+,50.53125
7462,chr2,61888671,CCT4,ENSG00000115484.15,-,50.53125
8738,chr3,5122291,ARL8B,ENSG00000134108.14,+,50.53125
5868,chr2,101697706,MAP4K4,ENSG00000071054.17,+,50.53125
25938,chr10,63521400,REEP3,ENSG00000165476.14,+,50.5625
10211,chr3,179562925,ACTL6A,ENSG00000136518.17,+,50.5625
50029,chr21,42893308,NDUFV3,ENSG00000160194.18,+,50.5625
24895,chr9,35815042,HINT2,ENSG00000137133.11,-,50.5625
10483,chr3,12841529,RPL32,ENSG00000144713.13,-,50.5625
34684,chr13,72727629,MZT1,ENSG00000204899.6,-,50.5625
43846,chr17,81927735,MAFG,ENSG00000197063.11,-,50.5625
47707,chr19,40465745,BLVRB,ENSG00000090013.11,-,50.59375
52830,chrX,20266909,RPS6KA3,ENSG00000177189.14,-,50.625
13349,chr4,57110385,IGFBP7,ENSG00000163453.11,-,50.625
49550,chr20,38033456,TTI1,ENSG00000101407.13,-,50.625
45300,chr19,14529593,TECR,ENSG00000099797.15,+,50.625
10212,chr3,179604786,NDUFB5,ENSG00000136521.13,+,50.65625
36072,chr14,34630109,SNX6,ENSG00000129515.20,-,50.65625
5647,chr2,71068618,NAGK,ENSG00000124357.13,+,50.65625
3263,chr1,28088610,EYA3,ENSG00000158161.16,-,50.65625
45736,chr19,35745618,PSENEN,ENSG00000205155.8,+,50.65625
21319,chr7,108526071,PNPLA8,ENSG00000135241.17,-,50.65625
15488,chr5,16465800,ZNF622,ENSG00000173545.5,-,50.65625
53580,chrX,149505280,IDS,ENSG00000010404.18,-,50.65625
17415,chr6,89080750,PNRC1,ENSG00000146278.11,+,50.65625
50639,chr22,31399603,DRG1,ENSG00000185721.13,+,50.65625
43961,chr18,9334772,TWSG1,ENSG00000128791.12,+,50.65625
43974,chr18,10526026,NAPG,ENSG00000134265.13,+,50.6875
29253,chr11,120336412,ARHGEF12,ENSG00000196914.9,+,50.71875
38960,chr16,29816151,PAGR1,ENSG00000280789.2,+,50.71875
22288,chr8,89902569,OSGIN2,ENSG00000164823.11,+,50.71875
31490,chr12,32679280,DNM1L,ENSG00000087470.21,+,50.71875
19829,chr7,97117697,SDHAF3,ENSG00000196636.8,+,50.71875
15460,chr5,1799895,MRPL36,ENSG00000171421.13,-,50.75
10884,chr3,50292429,IFRD2,ENSG00000214706.12,-,50.75
34587,chr13,46052759,ZC3H13,ENSG00000123200.17,-,50.75
14513,chr5,75337219,HMGCR,ENSG00000113161.17,+,50.75
29621,chr11,6603616,RRP8,ENSG00000132275.11,-,50.75
37754,chr15,49155661,COPS2,ENSG00000166200.15,-,50.75
53069,chrX,53684156,HUWE1,ENSG00000086758.17,-,50.78125
4811,chr1,204411817,PPP1R15B,ENSG00000158615.10,-,50.8125
50059,chr21,44300052,PFKL,ENSG00000141959.17,+,50.8125
49027,chr20,47501886,NCOA3,ENSG00000124151.19,+,50.84375
49064,chr20,56468626,RTF2,ENSG00000022277.13,+,50.84375
51377,chr22,43015149,PACSIN2,ENSG00000100266.19,-,50.84375
51370,chr22,42649384,CYB5R3,ENSG00000100243.22,-,50.84375
53238,chrX,77895435,MAGT1,ENSG00000102158.22,-,50.84375
3212,chr1,25906419,STMN1,ENSG00000117632.23,-,50.84375
44273,chr18,59139883,SEC11C,ENSG00000166562.9,+,50.875
31613,chr12,50085341,SMARCD1,ENSG00000066117.15,+,50.875
2526,chr1,212432919,NENF,ENSG00000117691.10,+,50.875
52641,chrX,154428676,ATP6AP1,ENSG00000071553.18,+,50.875
16285,chr5,150449696,RPS14,ENSG00000164587.13,-,50.875
52230,chrX,104166452,FAM199X,ENSG00000123575.9,+,50.875
18567,chr6,75243801,COX7A2,ENSG00000112695.13,-,50.90625
53301,chrX,101618001,ARMCX6,ENSG00000198960.11,-,50.90625
9582,chr3,100334756,NIT2,ENSG00000114021.12,+,50.90625
29674,chr11,8964442,TMEM9B,ENSG00000175348.11,-,50.90625
12031,chr4,2469139,RNF4,ENSG00000063978.17,+,50.90625
22583,chr8,144078647,EXOSC4,ENSG00000178896.9,+,50.90625
45253,chr19,12806583,RNASEH2A,ENSG00000104889.7,+,50.90625
33238,chr12,54280122,CBX5,ENSG00000094916.16,-,50.9375
35831,chr14,105419891,MTA1,ENSG00000182979.18,+,50.96875
25772,chr10,28532775,WAC,ENSG00000095787.26,+,50.96875
25686,chr10,14838305,MSANTD7,ENSG00000284024.4,+,50.96875
14084,chr4,185204028,CFAP97,ENSG00000164323.15,-,50.96875
17943,chr6,8102530,EEF1E1-BLOC1S5,ENSG00000265818.1,-,50.96875
17101,chr6,37353982,RNF8,ENSG00000112130.17,+,50.96875
2404,chr1,203861598,SNRPE,ENSG00000182004.13,+,50.96875
42910,chr17,38853737,RPL23,ENSG00000125691.14,-,50.96875
22066,chr8,42391879,VDAC3,ENSG00000078668.14,+,50.96875
9439,chr3,58008421,FLNB,ENSG00000136068.16,+,50.96875
10030,chr3,143001620,U2SURP,ENSG00000163714.18,+,51.0
16129,chr5,139198316,SIL1,ENSG00000120725.13,-,51.0
32773,chr12,10613591,MAGOHB,ENSG00000111196.10,-,51.0
37861,chr15,56733494,ZNF280D,ENSG00000137871.21,-,51.0
3006,chr1,10472488,DFFA,ENSG00000160049.12,-,51.0
19234,chr7,6374538,RAC1,ENSG00000136238.20,+,51.03125
12594,chr4,98995720,METAP1,ENSG00000164024.12,+,51.03125
18628,chr6,85593858,SNX14,ENSG00000135317.14,-,51.03125
16854,chr6,30571441,ABCF1,ENSG00000204574.14,+,51.03125
9842,chr3,129249605,COPG1,ENSG00000181789.14,+,51.03125
29205,chr11,118572423,ARCN1,ENSG00000095139.15,+,51.03125
25550,chr9,136866266,EDF1,ENSG00000107223.13,-,51.03125
20272,chr7,140696687,NDUFB2,ENSG00000090266.13,+,51.03125
5339,chr2,27771716,MRPL33,ENSG00000243147.8,+,51.03125
47834,chr19,43754962,SMG9,ENSG00000105771.14,-,51.03125
3697,chr1,64966552,JAK1,ENSG00000162434.14,-,51.03125
5004,chr1,229626122,TAF5L,ENSG00000135801.11,-,51.0625
11445,chr3,134250859,RYK,ENSG00000163785.14,-,51.0625
46761,chr19,58544472,TRIM28,ENSG00000130726.12,+,51.0625
52545,chrX,151397205,VMA21,ENSG00000160131.14,+,51.0625
41226,chr17,36534986,PIGW,ENSG00000277161.2,+,51.0625
22219,chr8,73976194,TMEM70,ENSG00000175606.11,+,51.09375
27875,chr11,12377570,PARVA,ENSG00000197702.14,+,51.09375
36879,chr15,43185402,CCNDBP1,ENSG00000166946.14,+,51.09375
12619,chr4,105708783,GSTCD,ENSG00000138780.15,+,51.09375
32674,chr12,6753141,MLF2,ENSG00000089693.11,-,51.09375
27092,chr10,73096850,P4HA1,ENSG00000122884.13,-,51.125
7693,chr2,88055783,KRCC1,ENSG00000172086.9,-,51.125
18034,chr6,26056470,H1-2,ENSG00000187837.4,-,51.125
27347,chr10,102502712,ACTR1A,ENSG00000138107.13,-,51.15625
2551,chr1,214603194,CENPF,ENSG00000117724.15,+,51.15625
35452,chr14,74763365,YLPM1,ENSG00000119596.18,+,51.15625
26239,chr10,91923769,BTAF1,ENSG00000095564.15,+,51.15625
51180,chr22,32412247,RTCB,ENSG00000100220.12,-,51.15625
40855,chr17,7484365,POLR2A,ENSG00000181222.19,+,51.1875
53697,chrX,155071136,MTCP1,ENSG00000214827.11,-,51.21875
34898,chr14,23095524,C14orf119,ENSG00000179933.6,+,51.25
34534,chr13,36999340,ALG5,ENSG00000120697.10,-,51.25
43893,chr17,82648444,WDR45B,ENSG00000141580.16,-,51.25
38263,chr15,90994525,PRC1,ENSG00000198901.14,-,51.25
28975,chr11,93784306,MED17,ENSG00000042429.12,+,51.28125
5764,chr2,85616185,USP39,ENSG00000168883.20,+,51.28125
43732,chr17,76737331,SRSF2,ENSG00000161547.17,-,51.28125
15030,chr5,141923854,DELE1,ENSG00000081791.9,+,51.3125
44412,chr18,12658045,SPIRE1,ENSG00000134278.16,-,51.3125
31446,chr12,27524205,PPFIBP1,ENSG00000110841.14,+,51.3125
17748,chr6,150865701,MTHFD1L,ENSG00000120254.16,+,51.3125
31617,chr12,50112203,COX14,ENSG00000178449.9,+,51.3125
32958,chr12,31326199,SINHCAF,ENSG00000139146.14,-,51.34375
39367,chr16,68311009,PRMT7,ENSG00000132600.18,+,51.34375
36870,chr15,42495633,SNAP23,ENSG00000092531.10,+,51.34375
49378,chr20,13784919,ESF1,ENSG00000089048.15,-,51.34375
