,Chromosome,Start,gene_name,gene_id,Strand,"K562 ENCODE, biol_"
46971,chr19,6424811,KHSRP,ENSG00000088247.19,-,90.25
39658,chr16,89873591,TCF25,ENSG00000141002.20,+,90.25
4781,chr1,202808481,KDM5B,ENSG00000117139.18,-,90.25
50888,chr22,45671833,ATXN10,ENSG00000130638.18,+,90.25
10385,chr3,196942673,NCBP2AS2,ENSG00000270170.2,+,90.25
30719,chr11,96389922,CCDC82,ENSG00000149231.16,-,90.25
29636,chr11,6683340,MRPL17,ENSG00000158042.9,-,90.3125
13775,chr4,118836126,SEC24D,ENSG00000150961.15,-,90.3125
24842,chr9,34637784,SIGMAR1,ENSG00000147955.18,-,90.3125
37144,chr15,67521130,C15orf61,ENSG00000189227.6,+,90.3125
7769,chr2,101308701,RNF149,ENSG00000163162.9,-,90.375
19182,chr7,2242258,NUDT1,ENSG00000106268.16,+,90.375
8750,chr3,9363053,THUMPD3,ENSG00000134077.16,+,90.375
39254,chr16,66552612,CKLF-CMTM1,ENSG00000254788.7,+,90.4375
47824,chr19,43575563,XRCC1,ENSG00000073050.12,-,90.4375
724,chr1,39026349,NDUFS5,ENSG00000168653.11,+,90.4375
34300,chr13,102596985,TPP2,ENSG00000134900.13,+,90.4375
48662,chr20,18567452,ENSG00000284776,ENSG00000284776.1,+,90.4375
29731,chr11,13463297,BTBD10,ENSG00000148925.11,-,90.4375
9125,chr3,41199504,CTNNB1,ENSG00000168036.18,+,90.4375
41982,chr17,75979239,TEN1,ENSG00000257949.7,+,90.5
9887,chr3,131026882,NEK11,ENSG00000114670.14,+,90.5
37896,chr15,62060448,VPS13C,ENSG00000129003.19,-,90.5
7914,chr2,135876443,MCM6,ENSG00000076003.5,-,90.5
10151,chr3,160399649,SMC4,ENSG00000113810.16,+,90.5
43533,chr17,64506289,DDX5,ENSG00000108654.16,-,90.5625
17849,chr6,166999362,CEP43,ENSG00000213066.14,+,90.5625
31229,chr12,6944121,C12orf57,ENSG00000111678.11,+,90.5625
41263,chr17,38752740,PSMB3,ENSG00000277791.5,+,90.5625
43556,chr17,67366577,PSMD12,ENSG00000197170.10,-,90.625
14690,chr5,112976797,DCP2,ENSG00000172795.17,+,90.625
40719,chr17,3723902,HASPIN,ENSG00000177602.5,+,90.625
53760,chrY,12904867,DDX3Y,ENSG00000067048.17,+,90.625
30683,chr11,93741495,TAF1D,ENSG00000166012.17,-,90.6875
34684,chr13,72727629,MZT1,ENSG00000204899.6,-,90.6875
14552,chr5,79612440,TENT2,ENSG00000164329.15,+,90.6875
6566,chr2,206159584,EEF1B2,ENSG00000114942.14,+,90.6875
7304,chr2,42361172,COX7A2L,ENSG00000115944.15,-,90.6875
13479,chr4,82429397,HNRNPDL,ENSG00000152795.18,-,90.6875
18067,chr6,27893185,H2AC17,ENSG00000278677.2,-,90.75
45604,chr19,33373708,CEBPG,ENSG00000153879.9,+,90.75
37169,chr15,69414292,KIF23,ENSG00000137807.16,+,90.75
41236,chr17,36948953,AATF,ENSG00000275700.6,+,90.75
44787,chr19,797424,PTBP1,ENSG00000011304.22,+,90.75
40005,chr16,19718227,KNOP1,ENSG00000103550.14,-,90.75
1268,chr1,93180362,CCDC18,ENSG00000122483.18,+,90.75
32496,chr12,123584551,TMED2,ENSG00000086598.11,+,90.8125
15782,chr5,78294692,AP3B1,ENSG00000132842.15,-,90.8125
29624,chr11,6612189,TAF10,ENSG00000166337.11,-,90.8125
10295,chr3,184363402,POLR2H,ENSG00000163882.10,+,90.8125
7562,chr2,74178879,MOB1A,ENSG00000114978.18,-,90.8125
34790,chr13,110915069,ANKRD10,ENSG00000088448.14,-,90.875
5231,chr2,15591845,DDX1,ENSG00000079785.16,+,90.875
13079,chr4,1249130,CTBP1,ENSG00000159692.18,-,90.875
47080,chr19,10194953,DNMT1,ENSG00000130816.17,-,90.875
32850,chr12,15882324,EPS8,ENSG00000151491.14,-,90.875
12517,chr4,83035182,COPS4,ENSG00000138663.9,+,90.9375
12352,chr4,55853738,EXOC1,ENSG00000090989.18,+,90.9375
30537,chr11,77637751,CLNS1A,ENSG00000074201.9,-,90.9375
36334,chr14,70359683,COX16,ENSG00000133983.16,-,91.0
38825,chr16,21953360,UQCRC2,ENSG00000140740.11,+,91.0
35283,chr14,64388307,MTHFD1,ENSG00000100714.18,+,91.0
53628,chrX,153724388,BCAP31,ENSG00000185825.17,-,91.0
8950,chr3,23805954,UBE2E1,ENSG00000170142.12,+,91.0
46812,chr19,1605462,UQCR11,ENSG00000127540.12,-,91.0
29214,chr11,119018765,TRAPPC4,ENSG00000196655.12,+,91.0
41393,chr17,42609640,TUBG1,ENSG00000131462.9,+,91.0
7060,chr2,3558333,RNASEH1,ENSG00000171865.10,-,91.0625
14192,chr5,32585587,SUB1,ENSG00000113387.12,+,91.0625
23185,chr8,85220384,RBIS,ENSG00000176731.12,-,91.0625
32904,chr12,24949101,BCAT1,ENSG00000060982.15,-,91.0625
21445,chr7,133082032,CHCHD3,ENSG00000106554.13,-,91.125
4152,chr1,150269016,APH1A,ENSG00000117362.13,-,91.125
41267,chr17,39200282,RPL19,ENSG00000108298.12,+,91.125
15480,chr5,10761234,DAP,ENSG00000112977.16,-,91.1875
33076,chr12,48716707,CCNT1,ENSG00000129315.12,-,91.1875
27349,chr10,102714397,ARL3,ENSG00000138175.9,-,91.1875
23761,chr9,33265048,CHMP5,ENSG00000086065.14,+,91.1875
32639,chr12,6493262,MRPL51,ENSG00000111639.8,-,91.25
23909,chr9,75088513,OSTF1,ENSG00000134996.12,+,91.25
33023,chr12,45990584,SCAF11,ENSG00000139218.18,-,91.3125
35387,chr14,73058548,RBM25,ENSG00000119707.14,+,91.3125
53647,chrX,153935015,NAA10,ENSG00000102030.16,-,91.375
34376,chr13,113584752,TFDP1,ENSG00000198176.13,+,91.375
31125,chr12,2877198,RHNO1,ENSG00000171792.11,+,91.375
39192,chr16,57245258,ARL2BP,ENSG00000102931.8,+,91.375
1089,chr1,65420651,LEPR,ENSG00000116678.20,+,91.4375
40921,chr17,8435893,NDEL1,ENSG00000166579.16,+,91.4375
4280,chr1,153670982,ILF2,ENSG00000143621.17,-,91.4375
904,chr1,45550782,AKR1A1,ENSG00000117448.14,+,91.4375
49550,chr20,38033456,TTI1,ENSG00000101407.13,-,91.5
20469,chr7,155297888,INSIG1,ENSG00000186480.13,+,91.5
47018,chr19,8005659,ELAVL1,ENSG00000066044.15,-,91.5
23835,chr9,37120573,ZCCHC7,ENSG00000147905.18,+,91.5625
10138,chr3,158802090,MFSD1,ENSG00000118855.21,+,91.5625
5035,chr1,235161250,RBM34,ENSG00000188739.15,-,91.5625
16178,chr5,141619000,DIAPH1,ENSG00000131504.18,-,91.625
3823,chr1,92298987,GLMN,ENSG00000174842.17,-,91.625
20536,chr7,5530627,ACTB,ENSG00000075624.17,-,91.625
43838,chr17,81891586,ALYREF,ENSG00000183684.8,-,91.625
23302,chr8,100721992,PABPC1,ENSG00000070756.17,-,91.625
19969,chr7,101815903,CUX1,ENSG00000257923.12,+,91.6875
7361,chr2,47176511,CALM2,ENSG00000143933.20,-,91.6875
37358,chr15,82986209,RAMAC,ENSG00000169612.4,+,91.6875
9901,chr3,132660328,UBA5,ENSG00000081307.15,+,91.6875
7355,chr2,47176511,ENSG00000273269,ENSG00000273269.3,-,91.6875
11690,chr3,167734930,PDCD10,ENSG00000114209.15,-,91.75
28364,chr11,61362373,TMEM138,ENSG00000149483.13,+,91.75
15699,chr5,64768691,SREK1IP1,ENSG00000153006.16,-,91.75
3723,chr1,70354734,ANKRD13C,ENSG00000118454.13,-,91.75
12251,chr4,39698162,UBE2K,ENSG00000078140.14,+,91.8125
34480,chr13,30465938,HMGB1,ENSG00000189403.15,-,91.875
39253,chr16,66552581,CKLF,ENSG00000217555.13,+,91.875
19649,chr7,74174355,EIF4H,ENSG00000106682.16,+,91.875
48537,chr20,3889386,PANK2,ENSG00000125779.24,+,91.875
40317,chr16,58734316,GOT2,ENSG00000125166.13,-,91.875
36794,chr15,40695171,RAD51,ENSG00000051180.17,+,91.875
38791,chr16,19718270,IQCK,ENSG00000174628.17,+,91.875
3599,chr1,51878727,NRDC,ENSG00000078618.23,-,91.875
11422,chr3,131026792,ASTE1,ENSG00000034533.12,-,91.875
20044,chr7,108569873,DNAJB9,ENSG00000128590.5,+,91.875
41650,chr17,50719564,LUC7L3,ENSG00000108848.16,+,91.875
2279,chr1,186375837,ODR4,ENSG00000157181.16,+,91.875
4233,chr1,151993859,S100A10,ENSG00000197747.9,-,91.875
43388,chr17,58352201,SUPT4H1,ENSG00000213246.7,-,91.9375
27394,chr10,109923511,XPNPEP1,ENSG00000108039.18,-,91.9375
46615,chr19,55675244,EPN1,ENSG00000063245.15,+,91.9375
38334,chr16,397198,NME4,ENSG00000103202.13,+,91.9375
38550,chr16,3024040,THOC6,ENSG00000131652.14,+,92.0
48716,chr20,31514441,HM13,ENSG00000101294.19,+,92.0
39857,chr16,4474622,NMRAL1,ENSG00000153406.14,-,92.0
28230,chr11,57668113,ZDHHC5,ENSG00000156599.11,+,92.0
39356,chr16,68023283,DUS2,ENSG00000167264.18,+,92.0
50671,chr22,32474810,FBXO7,ENSG00000100225.18,+,92.0625
35199,chr14,55051646,MAPK1IP1L,ENSG00000168175.16,+,92.125
7458,chr2,61538248,XPO1,ENSG00000082898.19,-,92.125
16712,chr6,26156328,H1-4,ENSG00000168298.7,+,92.1875
43148,chr17,44066671,LSM12,ENSG00000161654.10,-,92.1875
9340,chr3,50350844,CYB561D2,ENSG00000114395.11,+,92.25
15230,chr5,163505544,MAT2B,ENSG00000038274.18,+,92.25
15036,chr5,142108778,NDFIP1,ENSG00000131507.11,+,92.25
4594,chr1,167936040,MPC2,ENSG00000143158.11,-,92.25
41265,chr17,38870057,LASP1,ENSG00000002834.19,+,92.25
30175,chr11,62679055,UBXN1,ENSG00000162191.14,-,92.3125
6015,chr2,117814690,DDX18,ENSG00000088205.13,+,92.3125
12635,chr4,106316579,AIMP1,ENSG00000164022.18,+,92.3125
25491,chr9,133376099,SURF4,ENSG00000148248.14,-,92.3125
49378,chr20,13784919,ESF1,ENSG00000089048.15,-,92.3125
27073,chr10,71851251,PSAP,ENSG00000197746.15,-,92.375
27290,chr10,99732127,COX15,ENSG00000014919.13,-,92.375
40111,chr16,29863204,CDIPT,ENSG00000103502.14,-,92.375
24480,chr9,133348217,RPL7A,ENSG00000148303.17,+,92.4375
16216,chr5,144170659,YIPF5,ENSG00000145817.17,-,92.4375
6379,chr2,182716315,DNAJC10,ENSG00000077232.19,+,92.4375
25599,chr10,988433,GTPBP4,ENSG00000107937.19,+,92.5
51649,chrX,21940708,SMS,ENSG00000102172.16,+,92.5
29741,chr11,14499852,COPB1,ENSG00000129083.13,-,92.5
20168,chr7,128862903,ATP6V1F,ENSG00000128524.5,+,92.5
27095,chr10,73168071,ECD,ENSG00000122882.11,-,92.5
21119,chr7,97872436,ASNS,ENSG00000070669.17,-,92.5625
43732,chr17,76737331,SRSF2,ENSG00000161547.17,-,92.5625
9093,chr3,40457291,RPL14,ENSG00000188846.14,+,92.5625
5101,chr1,246566261,TFB2M,ENSG00000162851.8,-,92.625
42471,chr17,7315343,GPS2,ENSG00000132522.16,-,92.625
34523,chr13,36346394,SPART,ENSG00000133104.14,-,92.6875
23428,chr8,123396447,ATAD2,ENSG00000156802.13,-,92.6875
16556,chr6,2765431,WRNIP1,ENSG00000124535.16,+,92.75
26416,chr10,103396625,PDCD11,ENSG00000148843.15,+,92.75
49034,chr20,49219415,DDX27,ENSG00000124228.15,+,92.75
36937,chr15,45587351,BLOC1S6,ENSG00000104164.12,+,92.75
50217,chr21,33915804,ATP5PO,ENSG00000241837.7,-,92.75
44516,chr18,36129385,SLC39A6,ENSG00000141424.13,-,92.75
12647,chr4,107989895,HADH,ENSG00000138796.18,+,92.8125
17256,chr6,49463369,CENPQ,ENSG00000031691.7,+,92.8125
891,chr1,44775572,RPS8,ENSG00000142937.12,+,92.8125
18081,chr6,28923985,TRIM27,ENSG00000204713.11,-,92.8125
10661,chr3,41962130,ULK4,ENSG00000168038.11,-,92.8125
20831,chr7,47979553,HUS1,ENSG00000136273.13,-,92.875
44557,chr18,47176364,IER3IP1,ENSG00000134049.6,-,92.875
3741,chr1,74733050,CRYZ,ENSG00000116791.14,-,92.875
28234,chr11,57741490,SELENOH,ENSG00000211450.11,+,92.875
24174,chr9,114587751,ATP6V1G1,ENSG00000136888.8,+,92.9375
32003,chr12,69239599,CPSF6,ENSG00000111605.18,+,93.0
8945,chr3,19947096,RAB5A,ENSG00000144566.11,+,93.0
23306,chr8,100952020,YWHAZ,ENSG00000164924.18,-,93.0
37665,chr15,42273534,TMEM87A,ENSG00000103978.17,-,93.0
7218,chr2,27663614,SUPT7L,ENSG00000119760.16,-,93.0
21396,chr7,128343870,RBM28,ENSG00000106344.8,-,93.0
35557,chr14,88563036,ZC3H14,ENSG00000100722.20,+,93.0
35755,chr14,103334236,EIF5,ENSG00000100664.11,+,93.0625
13260,chr4,39977911,PDS5A,ENSG00000121892.15,-,93.0625
30487,chr11,73761074,RAB6A,ENSG00000175582.20,-,93.0625
7950,chr2,151828421,ARL5A,ENSG00000162980.17,-,93.125
49774,chr20,63216139,YTHDF1,ENSG00000149658.18,-,93.125
18946,chr6,136289829,BCLAF1,ENSG00000029363.17,-,93.125
16718,chr6,26204609,H4C5,ENSG00000276966.3,+,93.125
17046,chr6,34757524,SNRPC,ENSG00000124562.10,+,93.125
35525,chr14,77458092,AHSA1,ENSG00000100591.8,+,93.125
8344,chr2,202238576,SUMO1,ENSG00000116030.17,-,93.125
8138,chr2,175168203,ATF2,ENSG00000115966.18,-,93.1875
31797,chr12,55716045,BLOC1S1,ENSG00000135441.8,+,93.1875
40408,chr16,68310946,SLC7A6OS,ENSG00000103061.13,-,93.1875
30416,chr11,68903832,MRPL21,ENSG00000197345.13,-,93.1875
29347,chr11,126211723,FAM118B,ENSG00000197798.9,+,93.1875
6066,chr2,128091199,UGGT1,ENSG00000136731.13,+,93.1875
25421,chr9,129824136,TOR1A,ENSG00000136827.12,-,93.1875
27181,chr10,87818160,ATAD1,ENSG00000138138.14,-,93.1875
12520,chr4,83455982,MRPS18C,ENSG00000163319.11,+,93.25
18673,chr6,89352722,UBE2J1,ENSG00000198833.7,-,93.25
45011,chr19,6361530,CLPP,ENSG00000125656.11,+,93.25
14683,chr5,112861286,SRP19,ENSG00000153037.15,+,93.25
27395,chr10,110304920,SMNDC1,ENSG00000119953.14,-,93.25
2172,chr1,173824672,DARS2,ENSG00000117593.12,+,93.3125
10075,chr3,152268928,MBNL1,ENSG00000152601.18,+,93.3125
11129,chr3,81761645,GBE1,ENSG00000114480.13,-,93.3125
14154,chr5,10250340,CCT5,ENSG00000150753.12,+,93.3125
42594,chr17,13018021,ELAC2,ENSG00000006744.19,-,93.3125
19364,chr7,27740094,TAX1BP1,ENSG00000106052.14,+,93.3125
20236,chr7,135662513,STMP1,ENSG00000243317.8,+,93.3125
15191,chr5,160421854,PTTG1,ENSG00000164611.13,+,93.375
24802,chr9,33264708,BAG1,ENSG00000107262.26,-,93.375
15735,chr5,72320342,MRPS27,ENSG00000113048.19,-,93.375
51259,chr22,37849327,ANKRD54,ENSG00000100124.15,-,93.375
36110,chr14,39103235,SEC23A,ENSG00000100934.15,-,93.4375
13095,chr4,1712317,SLBP,ENSG00000163950.13,-,93.4375
16353,chr5,157859133,CLINT1,ENSG00000113282.14,-,93.5
18570,chr6,75284792,TMEM30A,ENSG00000112697.17,-,93.5
19944,chr7,100706120,POP7,ENSG00000172336.5,+,93.5625
5941,chr2,108719486,RANBP2,ENSG00000153201.17,+,93.5625
43412,chr17,59106826,TRIM37,ENSG00000108395.14,-,93.5625
34022,chr13,27621891,POLR1D,ENSG00000186184.20,+,93.5625
40004,chr16,19522098,GDE1,ENSG00000006007.12,-,93.5625
5446,chr2,42568631,MTA3,ENSG00000057935.14,+,93.5625
6620,chr2,215312090,ATIC,ENSG00000138363.15,+,93.5625
51608,chrX,16719611,SYAP1,ENSG00000169895.6,+,93.5625
25998,chr10,70404144,EIF4EBP2,ENSG00000148730.7,+,93.625
43833,chr17,81871376,ARHGDIA,ENSG00000141522.12,-,93.625
28480,chr11,64226273,NUDT22,ENSG00000149761.9,+,93.625
40961,chr17,15999823,TTC19,ENSG00000011295.16,+,93.625
2676,chr1,229271110,RAB4A,ENSG00000168118.12,+,93.6875
45257,chr19,12938608,CALR,ENSG00000179218.15,+,93.6875
33491,chr12,76559809,OSBPL8,ENSG00000091039.17,-,93.6875
15907,chr5,109409974,PJA2,ENSG00000198961.10,-,93.75
4194,chr1,151059622,CDC42SE1,ENSG00000197622.13,-,93.75
38263,chr15,90994525,PRC1,ENSG00000198901.14,-,93.75
17212,chr6,44127553,TMEM63B,ENSG00000137216.19,+,93.75
44556,chr18,47176281,ENSG00000267228,ENSG00000267228.7,-,93.8125
40808,chr17,7219937,ACADVL,ENSG00000072778.20,+,93.8125
871,chr1,43974950,ATP6V0B,ENSG00000117410.14,+,93.8125
2580,chr1,222712563,BROX,ENSG00000162819.12,+,93.8125
1892,chr1,156728468,METTL25B,ENSG00000143303.12,+,93.875
35111,chr14,39175229,PNN,ENSG00000100941.9,+,93.875
37193,chr15,72474329,ARIH1,ENSG00000166233.15,+,93.875
29797,chr11,18322198,HPS5,ENSG00000110756.18,-,93.875
43335,chr17,50397523,LRRC59,ENSG00000108829.10,-,93.875
47376,chr19,18323076,LSM4,ENSG00000130520.11,-,93.875
18054,chr6,27146855,H2BC12,ENSG00000197903.8,-,93.875
1470,chr1,112619831,CAPZA1,ENSG00000116489.13,+,93.9375
36944,chr15,45587350,ENSG00000260170,ENSG00000260170.1,+,93.9375
2075,chr1,165827613,UCK2,ENSG00000143179.16,+,94.0
3783,chr1,85276456,BCL10,ENSG00000142867.14,-,94.125
8916,chr3,14947582,NR2C2,ENSG00000177463.16,+,94.125
52328,chrX,119468443,SLC25A5,ENSG00000005022.6,+,94.125
50856,chr22,43955441,SAMM50,ENSG00000100347.15,+,94.125
34772,chr13,106568137,ARGLU1,ENSG00000134884.15,-,94.125
3017,chr1,11060018,SRM,ENSG00000116649.10,-,94.1875
53434,chrX,120630054,C1GALT1C1,ENSG00000171155.8,-,94.1875
10316,chr3,186570719,DNAJB11,ENSG00000090520.12,+,94.1875
38723,chr16,14632931,BFAR,ENSG00000103429.11,+,94.1875
10447,chr3,10321084,SEC13,ENSG00000157020.18,-,94.1875
11293,chr3,122564300,PARP9,ENSG00000138496.17,-,94.1875
49186,chr20,62938146,GID8,ENSG00000101193.8,+,94.1875
30374,chr11,67401793,PPP1CA,ENSG00000172531.16,-,94.25
27467,chr10,119872843,MCMBP,ENSG00000197771.13,-,94.25
16264,chr5,150000654,TIGD6,ENSG00000164296.7,-,94.25
9725,chr3,119498546,TIMMDC1,ENSG00000113845.10,+,94.3125
51633,chrX,19343962,PDHA1,ENSG00000131828.14,+,94.3125
52932,chrX,47144688,NDUFB11,ENSG00000147123.12,-,94.3125
6444,chr2,195657225,SLC39A10,ENSG00000196950.14,+,94.375
48754,chr20,32819953,MAPRE1,ENSG00000101367.9,+,94.375
24548,chr9,136410657,PMPCA,ENSG00000165688.14,+,94.375
11188,chr3,108091025,CD47,ENSG00000196776.17,-,94.375
36615,chr14,103921501,ATP5MJ,ENSG00000156411.10,-,94.375
25634,chr10,6089033,RBM17,ENSG00000134453.16,+,94.4375
11136,chr3,88059005,CGGBP1,ENSG00000163320.12,-,94.4375
38977,chr16,29996209,INO80E,ENSG00000169592.15,+,94.4375
52099,chrX,77899467,COX7B,ENSG00000131174.7,+,94.5
31981,chr12,67269357,CAND1,ENSG00000111530.13,+,94.5
50577,chr22,29603587,NF2,ENSG00000186575.19,+,94.5
809,chr1,42682417,YBX1,ENSG00000065978.19,+,94.5625
35808,chr14,104753146,SIVA1,ENSG00000184990.13,+,94.5625
6831,chr2,231708535,PTMA,ENSG00000187514.17,+,94.5625
49221,chr20,63865227,TPD52L2,ENSG00000101150.18,+,94.5625
43077,chr17,42388484,STAT3,ENSG00000168610.16,-,94.5625
30327,chr11,66002176,EIF1AD,ENSG00000175376.9,-,94.5625
2678,chr1,230067237,GALNT2,ENSG00000143641.10,+,94.625
17885,chr6,170554368,TBP,ENSG00000112592.15,+,94.625
35260,chr14,60981113,SLC38A6,ENSG00000139974.17,+,94.625
28539,chr11,65122310,MRPL49,ENSG00000149792.9,+,94.625
30384,chr11,67508162,CDK2AP2,ENSG00000167797.8,-,94.625
7172,chr2,26244632,HADHA,ENSG00000084754.12,-,94.6875
16289,chr5,150701023,RBM22,ENSG00000086589.12,-,94.6875
46772,chr19,663214,RNF126,ENSG00000070423.18,-,94.6875
4045,chr1,117929621,GDAP2,ENSG00000196505.11,-,94.6875
42278,chr17,1684837,PRPF8,ENSG00000174231.18,-,94.6875
34955,chr14,24136162,PSME1,ENSG00000092010.15,+,94.75
50253,chr21,39183488,PSMG1,ENSG00000183527.12,-,94.75
15701,chr5,65563168,CENPK,ENSG00000123219.13,-,94.75
32447,chr12,121888808,ENSG00000256950,ENSG00000256950.2,+,94.8125
27412,chr10,112446914,ZDHHC6,ENSG00000023041.12,-,94.8125
42280,chr17,1829902,SMYD4,ENSG00000186532.12,-,94.8125
29762,chr11,17077666,RPS13,ENSG00000110700.7,-,94.8125
30091,chr11,59669037,PATL1,ENSG00000166889.14,-,94.8125
12989,chr4,169620577,CLCN3,ENSG00000109572.16,+,94.9375
14545,chr5,78360610,SCAMP1,ENSG00000085365.18,+,95.0
15634,chr5,53109777,MOCS2,ENSG00000164172.20,-,95.0
18035,chr6,26123910,H2BC4,ENSG00000180596.9,-,95.0
19864,chr7,99558641,ZNF655,ENSG00000197343.11,+,95.0
14414,chr5,69217759,MRPS36,ENSG00000134056.12,+,95.0625
30238,chr11,64317559,TRMT112,ENSG00000173113.7,-,95.125
49883,chr21,33324934,IFNAR1,ENSG00000142166.15,+,95.125
24696,chr9,15510970,PSIP1,ENSG00000164985.15,-,95.125
47299,chr19,15332545,BRD4,ENSG00000141867.19,-,95.1875
33772,chr12,113185479,DDX54,ENSG00000123064.13,-,95.25
20632,chr7,22822849,TOMM7,ENSG00000196683.12,-,95.25
5905,chr2,105337539,C2orf49,ENSG00000135974.10,+,95.25
33757,chr12,111685956,BRAP,ENSG00000089234.16,-,95.25
25565,chr9,137188560,ANAPC2,ENSG00000176248.9,-,95.25
26243,chr10,92593129,KIF11,ENSG00000138160.7,+,95.25
39811,chr16,3023942,HCFC1R1,ENSG00000103145.11,-,95.25
48895,chr20,41028821,TOP1,ENSG00000198900.7,+,95.3125
37879,chr15,59657520,GTF2A2,ENSG00000140307.11,-,95.3125
15899,chr5,103120138,GIN1,ENSG00000145723.17,-,95.375
33734,chr12,110742891,PPP1CC,ENSG00000186298.12,-,95.375
13641,chr4,99088788,ADH5,ENSG00000197894.12,-,95.4375
34242,chr13,76992097,CLN5,ENSG00000102805.16,+,95.4375
37521,chr15,25439051,UBE3A,ENSG00000114062.22,-,95.4375
33898,chr12,123271856,CDK2AP1,ENSG00000111328.7,-,95.4375
36315,chr14,68979262,ACTN1,ENSG00000072110.16,-,95.5
25926,chr10,60778492,CDK1,ENSG00000170312.17,+,95.5
48615,chr20,16730025,SNRPB2,ENSG00000125870.11,+,95.5
20319,chr7,143263428,GSTK1,ENSG00000197448.14,+,95.5
3102,chr1,19485539,CAPZB,ENSG00000077549.19,-,95.5625
15329,chr5,176388750,HIGD2A,ENSG00000146066.3,+,95.5625
43686,chr17,75979166,ACOX1,ENSG00000161533.12,-,95.5625
36291,chr14,67359804,ATP6V1D,ENSG00000100554.12,-,95.5625
15868,chr5,94618597,KIAA0825,ENSG00000185261.16,-,95.5625
10691,chr3,44761619,KIAA1143,ENSG00000163807.6,-,95.5625
13798,chr4,121823883,CCNA2,ENSG00000145386.11,-,95.625
26240,chr10,92291166,MARCHF5,ENSG00000198060.10,+,95.625
35354,chr14,69767111,SRSF5,ENSG00000100650.16,+,95.625
18729,chr6,100881364,ASCC3,ENSG00000112249.14,-,95.625
11437,chr3,133661941,TOPBP1,ENSG00000163781.14,-,95.6875
12959,chr4,163494689,TMA16,ENSG00000198498.10,+,95.75
9771,chr3,122564337,DTX3L,ENSG00000163840.10,+,95.75
5862,chr2,101002228,RPL31,ENSG00000071082.11,+,95.75
40615,chr16,88706398,RNF166,ENSG00000158717.11,-,95.75
10057,chr3,150546684,EIF2A,ENSG00000144895.12,+,95.8125
1758,chr1,154272628,HAX1,ENSG00000143575.16,+,95.8125
26344,chr10,100347232,SCD,ENSG00000099194.6,+,95.8125
34032,chr13,28659129,POMP,ENSG00000132963.9,+,95.8125
12512,chr4,82430589,ENOPH1,ENSG00000145293.17,+,95.8125
46342,chr19,49851190,PTOV1,ENSG00000104960.15,+,95.875
1843,chr1,156054849,LAMTOR2,ENSG00000116586.12,+,95.9375
6702,chr2,219245454,STK16,ENSG00000115661.14,+,95.9375
20032,chr7,107563970,DUS4L,ENSG00000105865.11,+,96.0
28414,chr11,62761579,POLR2G,ENSG00000168002.12,+,96.0
28705,chr11,68030687,NDUFS8,ENSG00000110717.13,+,96.0
1456,chr1,111449463,ATP5PB,ENSG00000116459.11,+,96.0625
29323,chr11,125569476,EI24,ENSG00000149547.15,+,96.0625
8163,chr2,177392682,NFE2L2,ENSG00000116044.17,-,96.0625
48449,chr19,58554973,CHMP2A,ENSG00000130724.10,-,96.0625
24154,chr9,113275657,PRPF4,ENSG00000136875.13,+,96.125
506,chr1,26472439,HMGN2,ENSG00000198830.12,+,96.125
3870,chr1,101025792,DPH5,ENSG00000117543.22,-,96.125
20682,chr7,27662883,HIBADH,ENSG00000106049.9,-,96.125
16383,chr5,163460102,NUDCD2,ENSG00000170584.11,-,96.1875
5857,chr2,99337370,EIF5B,ENSG00000158417.11,+,96.25
8536,chr2,224585363,CUL3,ENSG00000036257.14,-,96.25
29144,chr11,114400681,ENSG00000255663,ENSG00000255663.1,+,96.3125
52022,chrX,71118628,MED12,ENSG00000184634.17,+,96.3125
52748,chrX,13734635,TRAPPC2,ENSG00000196459.15,-,96.3125
51812,chrX,48574483,RBM3,ENSG00000102317.18,+,96.3125
17017,chr6,33272074,RPS18,ENSG00000231500.7,+,96.3125
19318,chr7,23182047,NUP42,ENSG00000136243.18,+,96.375
50996,chr22,19479172,UFD1,ENSG00000070010.19,-,96.375
2850,chr1,1232001,SDF4,ENSG00000078808.20,-,96.4375
23457,chr8,129939754,CYRIB,ENSG00000153310.22,-,96.4375
40438,chr16,70289557,AARS1,ENSG00000090861.17,-,96.4375
18718,chr6,99568713,CCNC,ENSG00000112237.13,-,96.5
40215,chr16,46973674,DNAJA2,ENSG00000069345.12,-,96.5
12486,chr4,76949750,SEPTIN11,ENSG00000138758.12,+,96.5
43313,chr17,49678097,SPOP,ENSG00000121067.19,-,96.5625
10256,chr3,184174796,AP2M1,ENSG00000161203.14,+,96.5625
37842,chr15,55319161,PIGBOS1,ENSG00000225973.4,-,96.5625
20651,chr7,25125249,CYCS,ENSG00000172115.9,-,96.5625
19258,chr7,10973871,PHF14,ENSG00000106443.17,+,96.5625
720,chr1,38012733,UTP11,ENSG00000183520.12,+,96.625
18841,chr6,122471807,SERINC1,ENSG00000111897.7,-,96.625
33579,chr12,95073537,NR2C1,ENSG00000120798.17,-,96.625
22905,chr8,30727835,GSR,ENSG00000104687.14,-,96.625
49744,chr20,59032335,ATP5F1E,ENSG00000124172.10,-,96.625
13226,chr4,24584554,DHX15,ENSG00000109606.13,-,96.625
47202,chr19,12801800,PRDX2,ENSG00000167815.12,-,96.6875
5633,chr2,70087476,PCBP1,ENSG00000169564.7,+,96.6875
