,Chromosome,Start,gene_name,gene_id,Strand,"GM12878 ENCODE, biol_"
49960,chr21,39380331,GET1-SH3BGR,ENSG00000285815.1,+,180.875
23265,chr8,96261610,MTERF3,ENSG00000156469.9,-,180.875
8955,chr3,23917138,RPL15,ENSG00000174748.22,+,180.875
14801,chr5,132866629,UQCRQ,ENSG00000164405.11,+,180.875
28004,chr11,33257380,HIPK3,ENSG00000110422.12,+,181.0
2256,chr1,183472477,SMG7,ENSG00000116698.22,+,181.0
3212,chr1,25906419,STMN1,ENSG00000117632.23,-,181.0
33225,chr12,53676082,ATP5MC2,ENSG00000135390.21,-,181.0
42905,chr17,38825321,CWC25,ENSG00000273559.5,-,181.0
10498,chr3,15065278,MRPS25,ENSG00000131368.9,-,181.125
20909,chr7,73522278,BAZ1B,ENSG00000009954.11,-,181.125
2768,chr1,244653125,DESI2,ENSG00000121644.19,+,181.125
3841,chr1,93879206,DNTTIP2,ENSG00000067334.14,-,181.125
48881,chr20,38472815,RALGAPB,ENSG00000170471.15,+,181.25
42186,chr17,82519731,FOXK2,ENSG00000141568.21,+,181.25
47395,chr19,18919363,COPE,ENSG00000105669.14,-,181.25
10549,chr3,23916990,NKIRAS1,ENSG00000197885.11,-,181.25
6991,chr2,241315881,SEPTIN2,ENSG00000168385.18,+,181.25
42291,chr17,2711764,CLUH,ENSG00000132361.18,-,181.25
49166,chr20,62238520,OSBPL2,ENSG00000130703.17,+,181.25
20810,chr7,44582231,TMED4,ENSG00000158604.15,-,181.375
27914,chr11,18322566,GTF2H1,ENSG00000110768.12,+,181.375
14562,chr5,80654651,MSH3,ENSG00000113318.11,+,181.375
51780,chrX,47218680,CDK16,ENSG00000102225.17,+,181.5
51544,chrX,11111341,HCCS,ENSG00000004961.15,+,181.5
49340,chr20,3786740,CENPB,ENSG00000125817.8,-,181.5
41179,chr17,32444509,PSMD11,ENSG00000108671.11,+,181.5
50433,chr22,20507640,MED15,ENSG00000099917.17,+,181.5
3486,chr1,43368011,ELOVL1,ENSG00000066322.15,-,181.5
10048,chr3,148991511,GYG1,ENSG00000163754.18,+,181.5
14167,chr5,14664717,OTULIN,ENSG00000154124.6,+,181.5
52344,chrX,120250811,ZBTB33,ENSG00000177485.7,+,181.625
45738,chr19,35745677,ENSG00000188223,ENSG00000188223.9,+,181.625
34339,chr13,111153713,ARHGEF7,ENSG00000102606.20,+,181.625
13798,chr4,121823883,CCNA2,ENSG00000145386.11,-,181.625
29473,chr11,1763954,ENSG00000250644,ENSG00000250644.3,-,181.625
30591,chr11,82900430,PRCP,ENSG00000137509.12,-,181.625
16176,chr5,141320781,TAF7,ENSG00000178913.9,-,181.75
32274,chr12,109477401,UBE3B,ENSG00000151148.14,+,181.75
17824,chr6,159969081,IGF2R,ENSG00000197081.16,+,181.75
13118,chr4,2934834,MFSD10,ENSG00000109736.15,-,181.75
36505,chr14,93207065,GON7,ENSG00000170270.5,-,181.75
32010,chr12,69359742,YEATS4,ENSG00000127337.7,+,181.75
53772,chrY,20756107,RPS4Y2,ENSG00000280969.2,+,181.875
12348,chr4,55395956,TMEM165,ENSG00000134851.13,+,181.875
34287,chr13,99200853,UBAC2,ENSG00000134882.16,+,181.875
25970,chr10,69124151,VPS26A,ENSG00000122958.15,+,182.0
29837,chr11,27506769,LIN7C,ENSG00000148943.12,-,182.0
39743,chr16,1773134,MRPS34,ENSG00000074071.15,-,182.0
50059,chr21,44300052,PFKL,ENSG00000141959.17,+,182.0
12090,chr4,6640684,MRFAP1,ENSG00000179010.16,+,182.0
9035,chr3,37243244,GOLGA4,ENSG00000144674.19,+,182.0
26593,chr10,125719702,EDRF1,ENSG00000107938.18,+,182.0
40722,chr17,4143701,CYB5D2,ENSG00000167740.10,+,182.0
44595,chr18,50281523,MBD1,ENSG00000141644.19,-,182.0
40312,chr16,58629838,CNOT1,ENSG00000125107.19,-,182.0
31088,chr12,389347,CCDC77,ENSG00000120647.10,+,182.125
42319,chr17,3668679,TAX1BP3,ENSG00000213977.8,-,182.125
43805,chr17,81666605,OXLD1,ENSG00000204237.5,-,182.125
7648,chr2,85612032,C2orf68,ENSG00000168887.11,-,182.125
8597,chr2,232550557,TIGD1,ENSG00000221944.9,-,182.125
39466,chr16,72093846,DHX38,ENSG00000140829.12,+,182.125
44692,chr18,63367204,KDSR,ENSG00000119537.18,-,182.125
43774,chr17,80147128,EIF4A3,ENSG00000141543.12,-,182.125
27493,chr10,121975217,NSMCE4A,ENSG00000107672.15,-,182.25
27203,chr10,92574096,IDE,ENSG00000119912.18,-,182.25
20443,chr7,151232482,CHPF2,ENSG00000033100.17,+,182.375
15809,chr5,81751048,SSBP2,ENSG00000145687.17,-,182.375
33466,chr12,71663824,ZFC3H1,ENSG00000133858.17,-,182.375
5868,chr2,101697706,MAP4K4,ENSG00000071054.17,+,182.5
4392,chr1,156282825,SMG5,ENSG00000198952.8,-,182.5
36318,chr14,69153119,DCAF5,ENSG00000139990.18,-,182.5
8095,chr2,169824874,METTL5,ENSG00000138382.15,-,182.625
16107,chr5,138033085,FAM13B,ENSG00000031003.11,-,182.625
19563,chr7,56064283,SUMF2,ENSG00000129103.19,+,182.625
15858,chr5,90529584,LYSMD3,ENSG00000176018.13,-,182.625
48044,chr19,49451814,PIH1D1,ENSG00000104872.11,-,182.625
21798,chr8,19817415,INTS10,ENSG00000104613.12,+,182.625
43846,chr17,81927735,MAFG,ENSG00000197063.11,-,182.625
11423,chr3,131502971,MRPL3,ENSG00000114686.9,-,182.625
41224,chr17,36486680,ZNHIT3,ENSG00000273611.5,+,182.625
33631,chr12,102061991,WASHC3,ENSG00000120860.11,-,182.75
45253,chr19,12806583,RNASEH2A,ENSG00000104889.7,+,182.75
14849,chr5,136132846,SMAD5,ENSG00000113658.18,+,182.75
52641,chrX,154428676,ATP6AP1,ENSG00000071553.18,+,182.75
36881,chr15,43330673,ADAL,ENSG00000168803.16,+,182.75
44149,chr18,36129898,ELP2,ENSG00000134759.14,+,182.75
31960,chr12,64759483,TBC1D30,ENSG00000111490.15,+,182.75
722,chr1,38991287,AKIRIN1,ENSG00000174574.16,+,182.75
51024,chr22,20858811,PI4KA,ENSG00000241973.11,-,182.75
48510,chr20,2873480,PTPRA,ENSG00000132670.21,+,182.75
4188,chr1,150974835,CERS2,ENSG00000143418.20,-,182.875
28408,chr11,62665311,CSKMT,ENSG00000214756.8,+,182.875
52057,chrX,71366263,TAF1,ENSG00000147133.17,+,182.875
4315,chr1,154558662,UBE2Q1,ENSG00000160714.10,-,182.875
38691,chr16,9091643,HAPSTR1,ENSG00000182831.12,+,182.875
34258,chr13,79481239,NDFIP2,ENSG00000102471.16,+,182.875
29038,chr11,106077661,AASDHPPT,ENSG00000149313.11,+,182.875
40051,chr16,23596316,NDUFAB1,ENSG00000004779.10,-,182.875
10051,chr3,149129637,HPS3,ENSG00000163755.9,+,182.875
16129,chr5,139198316,SIL1,ENSG00000120725.13,-,183.0
48785,chr20,34363272,ITCH,ENSG00000078747.17,+,183.0
50750,chr22,38681956,TOMM22,ENSG00000100216.6,+,183.0
50620,chr22,30969264,TUG1,ENSG00000253352.10,+,183.0
47994,chr19,48619177,RPL18,ENSG00000063177.13,-,183.0
31579,chr12,49265080,TUBA1C,ENSG00000167553.17,+,183.0
825,chr1,43172329,CFAP57,ENSG00000243710.8,+,183.0
28546,chr11,65181927,CAPN1,ENSG00000014216.16,+,183.0
3560,chr1,46719136,EFCAB14,ENSG00000159658.15,-,183.125
32091,chr12,88035535,C12orf29,ENSG00000133641.18,+,183.125
52314,chrX,118346142,WDR44,ENSG00000131725.14,+,183.125
5339,chr2,27771716,MRPL33,ENSG00000243147.8,+,183.125
49136,chr20,58981255,NELFCD,ENSG00000101158.15,+,183.125
22092,chr8,47960940,MCM4,ENSG00000104738.19,+,183.125
35329,chr14,67360327,EIF2S1,ENSG00000134001.15,+,183.25
50104,chr21,46635614,PRMT2,ENSG00000160310.19,+,183.25
36269,chr14,64503838,ZBTB25,ENSG00000089775.12,-,183.25
21830,chr8,22245132,POLR3D,ENSG00000168495.13,+,183.25
45147,chr19,10106394,PPAN-P2RY11,ENSG00000243207.6,+,183.25
47189,chr19,12681771,DHPS,ENSG00000095059.17,-,183.25
35221,chr14,58200148,ACTR10,ENSG00000131966.14,+,183.25
2776,chr1,246566460,CNST,ENSG00000162852.14,+,183.25
46017,chr19,41883183,ARHGEF1,ENSG00000076928.20,+,183.25
25347,chr9,125707231,MAPKAP1,ENSG00000119487.17,-,183.25
32873,chr12,21501635,RECQL,ENSG00000004700.16,-,183.25
41824,chr17,63774169,DDX42,ENSG00000198231.14,+,183.25
36016,chr14,24271597,RABGGTA,ENSG00000100949.15,-,183.25
15850,chr5,90409756,CETN3,ENSG00000153140.9,-,183.25
39393,chr16,69311349,VPS4A,ENSG00000132612.16,+,183.375
17387,chr6,83193356,RWDD2A,ENSG00000013392.8,+,183.375
51658,chrX,23783172,SAT1,ENSG00000130066.17,+,183.375
15182,chr5,159263289,UBLCP1,ENSG00000164332.8,+,183.375
7812,chr2,110577101,RGPD6,ENSG00000183054.13,-,183.375
38869,chr16,25111741,LCMT1,ENSG00000205629.12,+,183.375
28069,chr11,43680794,HSD17B12,ENSG00000149084.13,+,183.5
38256,chr15,90233960,CIB1,ENSG00000185043.13,-,183.5
31613,chr12,50085341,SMARCD1,ENSG00000066117.15,+,183.5
49316,chr20,2840655,PCED1A,ENSG00000132635.17,-,183.5
51571,chrX,12791405,PRPS2,ENSG00000101911.13,+,183.5
2550,chr1,214281158,SMYD2,ENSG00000143499.14,+,183.5
31710,chr12,53299749,MYG1,ENSG00000139637.14,+,183.5
21134,chr7,99466164,ATP5MF-PTCD1,ENSG00000248919.7,-,183.625
36495,chr14,92121706,NDUFB1,ENSG00000183648.11,-,183.625
53316,chrX,103255155,TCEAL8,ENSG00000180964.17,-,183.625
18832,chr6,118935114,MCM9,ENSG00000111877.18,-,183.625
31628,chr12,50764100,ATF1,ENSG00000123268.9,+,183.625
45155,chr19,10252275,MRPL4,ENSG00000105364.14,+,183.625
6154,chr2,151409901,RIF1,ENSG00000080345.18,+,183.625
21784,chr8,17922987,PCM1,ENSG00000078674.20,+,183.75
11744,chr3,179071831,ZMAT3,ENSG00000172667.11,-,183.75
4666,chr1,181022870,STX6,ENSG00000135823.14,-,183.75
4322,chr1,154608170,ADAR,ENSG00000160710.18,-,183.75
30782,chr11,108222638,NPAT,ENSG00000149308.17,-,183.75
31300,chr12,10212927,GABARAPL1,ENSG00000139112.11,+,183.75
43373,chr17,57988254,VEZF1,ENSG00000136451.9,-,183.875
22359,chr8,100150635,POLR2K,ENSG00000147669.11,+,183.875
48620,chr20,17570074,DSTN,ENSG00000125868.16,+,183.875
4622,chr1,170074695,KIFAP3,ENSG00000075945.13,-,183.875
19234,chr7,6374538,RAC1,ENSG00000136238.20,+,183.875
47097,chr19,10380572,TYK2,ENSG00000105397.15,-,184.0
11186,chr3,105869012,CBLB,ENSG00000114423.23,-,184.0
33964,chr13,19633658,MPHOSPH8,ENSG00000196199.14,+,184.0
40417,chr16,69339564,COG8,ENSG00000213380.16,-,184.0
16820,chr6,29942531,HLA-A,ENSG00000206503.14,+,184.125
20809,chr7,44573925,DDX56,ENSG00000136271.11,-,184.125
50842,chr22,42079699,SMDT1,ENSG00000183172.9,+,184.125
50326,chr21,44920899,ITGB2,ENSG00000160255.19,-,184.25
14084,chr4,185204028,CFAP97,ENSG00000164323.15,-,184.25
52209,chrX,103585514,TCEAL4,ENSG00000133142.19,+,184.25
35351,chr14,69611595,SUSD6,ENSG00000100647.8,+,184.25
22514,chr8,140511321,CHRAC1,ENSG00000104472.10,+,184.25
48724,chr20,31739289,TPX2,ENSG00000088325.16,+,184.375
33475,chr12,75511609,KRR1,ENSG00000111615.14,-,184.375
19695,chr7,76302672,HSPB1,ENSG00000106211.10,+,184.375
17681,chr6,139135079,HECA,ENSG00000112406.5,+,184.375
7692,chr2,87825796,RGPD2,ENSG00000185304.16,-,184.375
46783,chr19,1021123,TMEM259,ENSG00000182087.14,-,184.375
51097,chr22,27919256,PITPNB,ENSG00000180957.19,-,184.375
25550,chr9,136866266,EDF1,ENSG00000107223.13,-,184.375
47184,chr19,12669397,ENSG00000269590,ENSG00000269590.1,-,184.375
9056,chr3,38165536,OXSR1,ENSG00000172939.9,+,184.375
46378,chr19,50476520,EMC10,ENSG00000161671.17,+,184.5
32649,chr12,6568325,NOP2,ENSG00000111641.13,-,184.5
34064,chr13,33818148,RFC3,ENSG00000133119.13,+,184.5
2079,chr1,166839474,POGK,ENSG00000143157.12,+,184.5
20641,chr7,23531981,TRA2A,ENSG00000164548.12,-,184.5
16979,chr6,31959174,SKIC2,ENSG00000204351.13,+,184.5
44321,chr18,74496306,CNDP2,ENSG00000133313.15,+,184.5
29963,chr11,46700619,ARHGAP1,ENSG00000175220.12,-,184.5
47564,chr19,36114875,POLR2I,ENSG00000105258.9,-,184.5
9428,chr3,57556275,PDE12,ENSG00000174840.9,+,184.5
6333,chr2,176269469,MTX2,ENSG00000128654.14,+,184.625
43952,chr18,8609436,RAB12,ENSG00000206418.5,+,184.625
39929,chr16,11742838,TXNDC11,ENSG00000153066.13,-,184.625
16574,chr6,3258951,PSMG4,ENSG00000180822.12,+,184.625
34717,chr13,94596152,TGDS,ENSG00000088451.11,-,184.625
11781,chr3,183099577,MCCC1,ENSG00000078070.14,-,184.75
51730,chrX,41085444,USP9X,ENSG00000124486.15,+,184.75
19609,chr7,66921224,TMEM248,ENSG00000106609.16,+,184.75
35646,chr14,95535049,GLRX5,ENSG00000182512.5,+,184.75
30692,chr11,94973556,CWC15,ENSG00000150316.12,-,184.75
9879,chr3,130894083,ATP2C1,ENSG00000017260.20,+,184.75
17946,chr6,8102559,EEF1E1,ENSG00000124802.12,-,184.75
25926,chr10,60778492,CDK1,ENSG00000170312.17,+,184.75
40213,chr16,46831180,C16orf87,ENSG00000155330.10,-,184.75
38960,chr16,29816151,PAGR1,ENSG00000280789.2,+,184.875
23918,chr9,77177535,VPS13A,ENSG00000197969.14,+,184.875
16592,chr6,7389807,RIOK1,ENSG00000124784.9,+,184.875
25276,chr9,120793367,FBXW2,ENSG00000119402.18,-,184.875
3853,chr1,97921034,DPYD,ENSG00000188641.14,-,184.875
10015,chr3,141487026,RASA2,ENSG00000155903.14,+,185.0
7148,chr2,24360508,ITSN2,ENSG00000198399.16,-,185.0
39303,chr16,67227119,TMEM208,ENSG00000168701.19,+,185.0
4980,chr1,227735411,JMJD4,ENSG00000081692.13,-,185.0
52376,chrX,129906120,UTP14A,ENSG00000156697.13,+,185.0
30368,chr11,67353518,POLD4,ENSG00000175482.9,-,185.0
48811,chr20,35542077,ERGIC3,ENSG00000125991.21,+,185.0
35143,chr14,49768152,KLHDC2,ENSG00000165516.11,+,185.0
37889,chr15,60479142,ICE2,ENSG00000128915.12,-,185.125
12756,chr4,127965405,ABHD18,ENSG00000164074.17,+,185.125
37075,chr15,63189605,RAB8B,ENSG00000166128.13,+,185.125
45855,chr19,38374690,PSMD8,ENSG00000099341.13,+,185.125
12427,chr4,70902368,MOB1B,ENSG00000173542.9,+,185.125
27054,chr10,70170514,SAR1A,ENSG00000079332.16,-,185.125
1895,chr1,156767534,PRCC,ENSG00000143294.15,+,185.25
17426,chr6,95577484,MANEA,ENSG00000172469.17,+,185.25
50512,chr22,24270897,SPECC1L-ADORA2A,ENSG00000258555.6,+,185.25
11989,chr4,932459,TMEM175,ENSG00000127419.17,+,185.25
49226,chr20,63895125,DNAJC5,ENSG00000101152.12,+,185.375
15517,chr5,32312938,MTMR12,ENSG00000150712.11,-,185.375
3260,chr1,27914575,RPA2,ENSG00000117748.10,-,185.375
40264,chr16,56451332,NUDT21,ENSG00000167005.14,-,185.375
14513,chr5,75337219,HMGCR,ENSG00000113161.17,+,185.375
50808,chr22,40857119,XPNPEP3,ENSG00000196236.13,+,185.5
39394,chr16,69339567,NIP7,ENSG00000132603.15,+,185.5
33370,chr12,57431005,R3HDM2,ENSG00000179912.21,-,185.5
21506,chr7,140924810,BRAF,ENSG00000157764.14,-,185.5
24589,chr9,137205705,NDOR1,ENSG00000188566.15,+,185.5
45149,chr19,10106418,PPAN,ENSG00000130810.20,+,185.5
36794,chr15,40695171,RAD51,ENSG00000051180.17,+,185.5
22076,chr8,43056322,FNTA,ENSG00000168522.13,+,185.5
17840,chr6,163414717,QKI,ENSG00000112531.17,+,185.625
13392,chr4,73069716,COX18,ENSG00000163626.17,-,185.625
37540,chr15,29269822,NSMCE3,ENSG00000185115.6,-,185.625
47208,chr19,12881466,DNASE2,ENSG00000105612.10,-,185.75
41280,chr17,39637152,STARD3,ENSG00000131748.16,+,185.75
26485,chr10,112447257,VTI1A,ENSG00000151532.15,+,185.75
35672,chr14,96797344,VRK1,ENSG00000100749.9,+,185.75
36173,chr14,52695705,ERO1A,ENSG00000197930.13,-,185.75
10382,chr3,196867855,SENP5,ENSG00000119231.11,+,185.75
13594,chr4,87391188,HSD17B11,ENSG00000198189.11,-,185.75
53653,chrX,154019902,IRAK1,ENSG00000184216.15,-,185.75
31863,chr12,56224400,NABP2,ENSG00000139579.13,+,185.875
11271,chr3,120349354,LRRC58,ENSG00000163428.4,-,185.875
35183,chr14,52730165,STYX,ENSG00000198252.12,+,185.875
13851,chr4,139084325,ELF2,ENSG00000109381.21,-,185.875
43981,chr18,11851412,CHMP1B,ENSG00000255112.3,+,185.875
43036,chr17,41918962,ACLY,ENSG00000131473.17,-,185.875
8907,chr3,14178816,LSM3,ENSG00000170860.4,+,185.875
47079,chr19,10119899,EIF3G,ENSG00000130811.12,-,185.875
2453,chr1,206684943,MAPKAPK2,ENSG00000162889.11,+,185.875
25393,chr9,128322447,TRUB2,ENSG00000167112.10,-,186.0
28345,chr11,60914157,TMEM109,ENSG00000110108.10,+,186.0
26373,chr10,101588308,DPCD,ENSG00000166171.13,+,186.0
6475,chr2,200811909,BZW1,ENSG00000082153.18,+,186.0
32512,chr12,123973211,ZNF664,ENSG00000179195.16,+,186.0
30187,chr11,62727457,HNRNPUL2,ENSG00000214753.4,-,186.125
36998,chr15,51829652,TMOD3,ENSG00000138594.14,+,186.125
17003,chr6,32844135,PSMB9,ENSG00000240065.8,+,186.125
39685,chr16,229449,LUC7L,ENSG00000007392.17,-,186.125
6455,chr2,197516046,MOB4,ENSG00000115540.15,+,186.125
13326,chr4,53366061,SCFD2,ENSG00000184178.17,-,186.125
26243,chr10,92593129,KIF11,ENSG00000138160.7,+,186.125
52723,chrX,7927413,PNPLA4,ENSG00000006757.12,-,186.25
15175,chr5,157266122,CYFIP2,ENSG00000055163.21,+,186.25
6290,chr2,171922460,HAT1,ENSG00000128708.13,+,186.25
34385,chr13,114234978,CDC16,ENSG00000130177.16,+,186.25
39761,chr16,1964826,RPS2,ENSG00000140988.16,-,186.25
28423,chr11,62880895,SLC3A2,ENSG00000168003.19,+,186.25
52174,chrX,101623150,ARMCX3,ENSG00000102401.20,+,186.375
19166,chr7,876553,GET4,ENSG00000239857.7,+,186.375
3359,chr1,34859717,SMIM12,ENSG00000163866.9,-,186.375
41198,chr17,34980511,LIG3,ENSG00000005156.12,+,186.375
12727,chr4,122152332,BLTP1,ENSG00000138688.17,+,186.375
498,chr1,26432320,DHDDS,ENSG00000117682.18,+,186.375
7391,chr2,53786953,ASB3,ENSG00000115239.24,-,186.5
31599,chr12,49741573,TMBIM6,ENSG00000139644.13,+,186.5
40405,chr16,68023232,DDX28,ENSG00000182810.7,-,186.5
35913,chr14,21511340,METTL3,ENSG00000165819.12,-,186.5
19149,chr6,170553307,PSMB1,ENSG00000008018.9,-,186.5
22288,chr8,89902569,OSGIN2,ENSG00000164823.11,+,186.5
9426,chr3,57227728,APPL1,ENSG00000157500.12,+,186.5
25819,chr10,35336508,CCNY,ENSG00000108100.18,+,186.5
42787,chr17,29930276,SSH2,ENSG00000141298.19,-,186.625
17947,chr6,8435545,SLC35B3,ENSG00000124786.13,-,186.625
22341,chr8,97775787,LAPTM4B,ENSG00000104341.17,+,186.625
36884,chr15,43371100,TUBGCP4,ENSG00000137822.13,+,186.75
34367,chr13,113208693,CUL4A,ENSG00000139842.15,+,186.75
35305,chr14,64914492,CHURC1-FNTB,ENSG00000125954.13,+,186.75
10841,chr3,49358323,GPX1,ENSG00000233276.9,-,186.75
49007,chr20,45891353,CTSA,ENSG00000064601.21,+,186.75
15803,chr5,80654674,DHFR,ENSG00000228716.7,-,186.75
1676,chr1,151399572,PSMB4,ENSG00000159377.11,+,186.875
42480,chr17,7484263,ZBTB4,ENSG00000174282.12,-,186.875
36090,chr14,35809226,RALGAPA1,ENSG00000174373.17,-,186.875
51263,chr22,37953669,C22orf23,ENSG00000128346.11,-,187.0
27259,chr10,97401283,RRP12,ENSG00000052749.14,-,187.0
36988,chr15,50424404,USP8,ENSG00000138592.14,+,187.0
38997,chr16,30183601,CORO1A,ENSG00000102879.17,+,187.0
21889,chr8,26291507,PPP2R2A,ENSG00000221914.11,+,187.0
9930,chr3,134486049,CEP63,ENSG00000182923.20,+,187.0
10394,chr3,197950189,RPL35A,ENSG00000182899.17,+,187.125
15516,chr5,32174319,GOLPH3,ENSG00000113384.14,-,187.125
21119,chr7,97872436,ASNS,ENSG00000070669.17,-,187.25
45736,chr19,35745618,PSENEN,ENSG00000205155.8,+,187.25
30317,chr11,65888531,FIBP,ENSG00000172500.13,-,187.25
26418,chr10,103967139,SLK,ENSG00000065613.15,+,187.25
1156,chr1,75724708,ACADM,ENSG00000117054.15,+,187.25
25918,chr10,58385409,TFAM,ENSG00000108064.11,+,187.25
35703,chr14,100239143,YY1,ENSG00000100811.15,+,187.375
11874,chr3,194487002,ATP13A3,ENSG00000133657.17,-,187.375
52230,chrX,104166452,FAM199X,ENSG00000123575.9,+,187.375
44266,chr18,58671531,MALT1,ENSG00000172175.16,+,187.375
49490,chr20,35147319,EDEM2,ENSG00000088298.13,-,187.375
28966,chr11,93661681,CEP295,ENSG00000166004.15,+,187.375
7395,chr2,53970993,PSME4,ENSG00000068878.15,-,187.375
174,chr1,10399063,PGD,ENSG00000142657.21,+,187.375
26035,chr10,73744371,SEC24C,ENSG00000176986.16,+,187.625
20513,chr7,2242205,MRM2,ENSG00000122687.19,-,187.625
29849,chr11,31509645,IMMP1L,ENSG00000148950.11,-,187.625
35994,chr14,24146646,PSME2,ENSG00000100911.16,-,187.625
4830,chr1,205631962,ELK4,ENSG00000158711.14,-,187.625
9399,chr3,52536604,UQCC5,ENSG00000168273.8,+,187.75
37384,chr15,85380602,AKAP13,ENSG00000170776.22,+,187.75
53682,chrX,154547572,G6PD,ENSG00000160211.20,-,187.75
42381,chr17,5420164,NUP88,ENSG00000108559.13,-,187.75
40875,chr17,7583851,MPDU1,ENSG00000129255.16,+,187.75
24310,chr9,128068231,SLC25A25,ENSG00000148339.13,+,187.75
53069,chrX,53684156,HUWE1,ENSG00000086758.17,-,187.75
27461,chr10,119542719,RGS10,ENSG00000148908.15,-,187.875
12288,chr4,41990529,SLC30A9,ENSG00000014824.14,+,187.875
49668,chr20,49713878,B4GALT5,ENSG00000158470.5,-,187.875
53164,chrX,70289945,PDZD11,ENSG00000120509.12,-,187.875
27322,chr10,101588270,POLL,ENSG00000166169.17,-,187.875
1246,chr1,89995109,ZNF326,ENSG00000162664.17,+,188.0
18962,chr6,137219449,IFNGR1,ENSG00000027697.16,-,188.0
36598,chr14,102362868,CINP,ENSG00000100865.15,-,188.0
45389,chr19,17511648,PGLS,ENSG00000130313.7,+,188.0
18924,chr6,135054819,HBS1L,ENSG00000112339.15,-,188.0
40059,chr16,23641321,PALB2,ENSG00000083093.11,-,188.0
40394,chr16,67936850,PSMB10,ENSG00000205220.12,-,188.125
36072,chr14,34630109,SNX6,ENSG00000129515.20,-,188.125
53174,chrX,71111571,ENSG00000285171,ENSG00000285171.1,-,188.125
9577,chr3,99817861,CMSS1,ENSG00000184220.12,+,188.25
18943,chr6,136250311,MTFR2,ENSG00000146410.12,-,188.25
9834,chr3,128879595,ACAD9,ENSG00000177646.20,+,188.25
47069,chr19,9827816,FBXL12,ENSG00000127452.9,-,188.25
19749,chr7,87152452,DMTF1,ENSG00000135164.19,+,188.25
7676,chr2,86563374,CHMP3,ENSG00000115561.16,-,188.25
7026,chr2,677406,TMEM18,ENSG00000151353.15,-,188.375
13441,chr4,76213824,SCARB2,ENSG00000138760.11,-,188.375
3101,chr1,19312144,AKR7A2,ENSG00000053371.13,-,188.375
43637,chr17,75182956,SUMO2,ENSG00000188612.12,-,188.5
41724,chr17,58692595,RAD51C,ENSG00000108384.16,+,188.5
9148,chr3,42590859,SS18L2,ENSG00000008324.12,+,188.5
36002,chr14,24213488,CHMP4A,ENSG00000254505.11,-,188.5
10468,chr3,12664095,RAF1,ENSG00000132155.14,-,188.625
41741,chr17,59565609,DHX40,ENSG00000108406.10,+,188.625
22065,chr8,42391863,VDAC3,ENSG00000078668.14,+,188.625
31490,chr12,32679280,DNM1L,ENSG00000087470.21,+,188.75
32674,chr12,6753141,MLF2,ENSG00000089693.11,-,188.75
41669,chr17,51260545,UTP18,ENSG00000011260.14,+,188.75
48673,chr20,20052531,CFAP61,ENSG00000089101.19,+,188.75
46523,chr19,54449198,LENG8,ENSG00000167615.18,+,188.75
47185,chr19,12681834,ENSG00000285589,ENSG00000285589.1,-,188.875
36074,chr14,34714593,CFL2,ENSG00000165410.15,-,188.875
49918,chr21,36320196,MORC3,ENSG00000159256.13,+,188.875
35744,chr14,102777475,TRAF3,ENSG00000131323.17,+,188.875
27282,chr10,98446920,ENSG00000289758,ENSG00000289758.1,-,188.875
2997,chr1,9823984,CLSTN1,ENSG00000171603.18,-,188.875
10994,chr3,53891859,SELENOK,ENSG00000113811.12,-,189.0
4026,chr1,114780685,SIKE1,ENSG00000052723.12,-,189.0
32041,chr12,71754862,RAB21,ENSG00000080371.6,+,189.0
23710,chr9,6757972,KDM4C,ENSG00000107077.19,+,189.125
4281,chr1,153922972,GATAD2B,ENSG00000143614.11,-,189.125
20272,chr7,140696687,NDUFB2,ENSG00000090266.13,+,189.125
49627,chr20,46089962,NCOA5,ENSG00000124160.12,-,189.125
44285,chr18,62187273,RELCH,ENSG00000134444.15,+,189.25
46761,chr19,58544472,TRIM28,ENSG00000130726.12,+,189.25
16053,chr5,133968625,C5orf15,ENSG00000113583.8,-,189.25
45241,chr19,12610917,ZNF791,ENSG00000173875.14,+,189.25
5072,chr1,241640369,OPN3,ENSG00000054277.14,-,189.25
5073,chr1,241640369,CHML,ENSG00000203668.3,-,189.25
21496,chr7,140062951,PARP12,ENSG00000059378.13,-,189.25
43778,chr17,80220338,SGSH,ENSG00000181523.13,-,189.25
27289,chr10,99732112,ENSG00000285932,ENSG00000285932.1,-,189.25
42462,chr17,7252081,CTDNEP1,ENSG00000175826.12,-,189.25
46336,chr19,49767000,AP2A1,ENSG00000196961.13,+,189.375
53414,chrX,119943751,NKAP,ENSG00000101882.10,-,189.375
8821,chr3,10141787,VHL,ENSG00000134086.9,+,189.375
15070,chr5,148383934,FBXO38,ENSG00000145868.17,+,189.375
14906,chr5,140401907,ANKHD1-EIF4EBP3,ENSG00000254996.5,+,189.375
29685,chr11,9265350,DENND5A,ENSG00000184014.9,-,189.375
8784,chr3,9793113,ARPC4-TTLL3,ENSG00000250151.9,+,189.375
7273,chr2,38602929,HNRNPLL,ENSG00000143889.16,-,189.375
50508,chr22,24270816,SPECC1L,ENSG00000100014.20,+,189.5
38737,chr16,14975122,PDXDC1,ENSG00000179889.20,+,189.5
28486,chr11,64234583,VEGFB,ENSG00000173511.10,+,189.5
39589,chr16,87392335,MAP1LC3B,ENSG00000140941.14,+,189.5
27228,chr10,95656711,ALDH18A1,ENSG00000059573.9,-,189.5
