,Chromosome,Start,gene_name,gene_id,Strand,K562
23757,chr9,33025272,DNAJA1,ENSG00000086061.16,+,267.87738037109375
28922,chr11,85628592,TMEM126B,ENSG00000171204.13,+,267.87799072265625
14057,chr4,183659185,RWDD4,ENSG00000182552.15,-,267.9272766113281
18424,chr6,43687791,MRPS18A,ENSG00000096080.12,-,268.0999755859375
47023,chr19,8321375,NDUFA7,ENSG00000267855.6,-,268.10040283203125
3594,chr1,51519247,EPS15,ENSG00000085832.18,-,268.18096923828125
4137,chr1,149887965,H2AC21,ENSG00000184270.6,-,268.2680358886719
7897,chr2,131093428,FAM168B,ENSG00000152102.18,-,268.2955017089844
33425,chr12,66169985,ENSG00000228144,ENSG00000228144.2,-,268.3490905761719
5654,chr2,71331781,ZNF638,ENSG00000075292.19,+,268.39373779296875
41891,chr17,73232232,C17orf80,ENSG00000141219.16,+,268.5058288574219
3263,chr1,28088610,EYA3,ENSG00000158161.16,-,268.5965881347656
51658,chrX,23783172,SAT1,ENSG00000130066.17,+,268.730224609375
42239,chr17,782279,GLOD4,ENSG00000167699.14,-,268.7380676269531
14341,chr5,62306205,KIF2A,ENSG00000068796.19,+,268.758056640625
4954,chr1,224434797,WDR26,ENSG00000162923.18,-,268.7758483886719
18984,chr6,143511720,FUCA2,ENSG00000001036.14,-,268.86712646484375
17650,chr6,133953223,TBPL1,ENSG00000028839.10,+,268.8922424316406
38127,chr15,78299591,SKIC8,ENSG00000140395.9,-,268.9408874511719
36937,chr15,45587351,BLOC1S6,ENSG00000104164.12,+,268.97637939453125
32492,chr12,123384131,KMT5A,ENSG00000183955.14,+,269.0208435058594
29619,chr11,6481434,ARFIP2,ENSG00000132254.13,-,269.1962890625
5819,chr2,96335795,NCAPH,ENSG00000121152.10,+,269.1974792480469
21722,chr8,9002896,ERI1,ENSG00000104626.15,+,269.2154541015625
47956,chr19,47515020,NAPA,ENSG00000105402.8,-,269.23089599609375
47302,chr19,15418988,AKAP8L,ENSG00000011243.19,-,269.2806091308594
50671,chr22,32474810,FBXO7,ENSG00000100225.18,+,269.28997802734375
3453,chr1,40097252,PPT1,ENSG00000131238.18,-,269.4907531738281
39388,chr16,69132648,UTP4,ENSG00000141076.18,+,269.595703125
24283,chr9,127451504,LRSAM1,ENSG00000148356.15,+,269.6024169921875
51347,chr22,42090772,NDUFA6,ENSG00000184983.11,-,269.61444091796875
37973,chr15,66504855,RPL4,ENSG00000174444.15,-,269.63787841796875
45620,chr19,34365195,GPI,ENSG00000105220.17,+,269.67919921875
48787,chr20,34363279,ITCH,ENSG00000078747.17,+,269.83819580078125
4408,chr1,156728435,ISG20L2,ENSG00000143319.17,-,269.8493957519531
31639,chr12,51048337,LETMD1,ENSG00000050426.16,+,269.8586730957031
5847,chr2,98608588,UNC50,ENSG00000115446.12,+,269.8824157714844
23346,chr8,103415107,SLC25A32,ENSG00000164933.13,-,269.95806884765625
35755,chr14,103334236,EIF5,ENSG00000100664.11,+,270.0239562988281
32369,chr12,113185525,RITA1,ENSG00000139405.16,+,270.0386047363281
661,chr1,32817441,S100PBP,ENSG00000116497.18,+,270.0928955078125
23580,chr8,143829320,PUF60,ENSG00000179950.15,-,270.1834716796875
14284,chr5,43603198,NNT,ENSG00000112992.18,+,270.321533203125
27054,chr10,70170514,SAR1A,ENSG00000079332.16,-,270.33709716796875
42291,chr17,2711764,CLUH,ENSG00000132361.18,-,270.44512939453125
44748,chr18,79988541,TXNL4A,ENSG00000141759.15,-,270.45556640625
43021,chr17,41528308,KRT19,ENSG00000171345.13,-,270.47113037109375
11799,chr3,184248962,ALG3,ENSG00000214160.10,-,270.7147521972656
28441,chr11,63681572,RTN3,ENSG00000133318.14,+,270.78094482421875
30729,chr11,102452765,TMEM123,ENSG00000152558.15,-,270.7854309082031
16121,chr5,138543229,ETF1,ENSG00000120705.13,-,270.80657958984375
37795,chr15,51971776,LEO1,ENSG00000166477.13,-,270.84503173828125
31686,chr12,53006455,EIF4B,ENSG00000063046.18,+,270.87548828125
29038,chr11,106077661,AASDHPPT,ENSG00000149313.11,+,270.9344482421875
3246,chr1,27490167,WASF2,ENSG00000158195.11,-,270.9915771484375
18158,chr6,31806966,LSM2,ENSG00000204392.11,-,271.00396728515625
51210,chr22,36387967,MYH9,ENSG00000100345.23,-,271.0419616699219
12288,chr4,41990529,SLC30A9,ENSG00000014824.14,+,271.21759033203125
46253,chr19,48619290,SPHK2,ENSG00000063176.16,+,271.2720031738281
7951,chr2,151828468,ARL5A,ENSG00000162980.17,-,271.5164794921875
36053,chr14,31026401,STRN3,ENSG00000196792.12,-,271.54400634765625
44558,chr18,47176362,IER3IP1,ENSG00000134049.6,-,271.5607604980469
10160,chr3,161221310,NMD3,ENSG00000169251.13,+,271.62042236328125
23905,chr9,73151864,ANXA1,ENSG00000135046.14,+,271.67218017578125
24441,chr9,131125595,NUP214,ENSG00000126883.19,+,271.6923522949219
48342,chr19,55407788,UBE2S,ENSG00000108106.14,-,271.7418518066406
27125,chr10,74150828,AP3M1,ENSG00000185009.13,-,271.90850830078125
38622,chr16,4425867,DNAJA3,ENSG00000103423.14,+,271.9530029296875
9268,chr3,48440256,TMA7,ENSG00000232112.3,+,272.01507568359375
28372,chr11,61430055,ENSG00000256591,ENSG00000256591.5,+,272.0725402832031
52336,chrX,119871831,NDUFA1,ENSG00000125356.7,+,272.07769775390625
17938,chr6,7910788,TXNDC5,ENSG00000239264.9,-,272.1099853515625
15950,chr5,115626036,TMED7,ENSG00000134970.14,-,272.2784423828125
1886,chr1,156591775,NAXE,ENSG00000163382.13,+,272.3175964355469
8110,chr2,174395712,CIR1,ENSG00000138433.16,-,272.3314514160156
38299,chr15,101295248,SNRPA1,ENSG00000131876.18,-,272.4007873535156
6455,chr2,197516046,MOB4,ENSG00000115540.15,+,272.4704895019531
22789,chr8,18084096,ASAH1,ENSG00000104763.20,-,272.5477600097656
1676,chr1,151399572,PSMB4,ENSG00000159377.11,+,272.56524658203125
48660,chr20,18567431,SMIM26,ENSG00000232388.5,+,272.57623291015625
7661,chr2,86106155,POLR1A,ENSG00000068654.17,-,272.64300537109375
25202,chr9,111484357,ECPAS,ENSG00000136813.15,-,272.718017578125
3325,chr1,32650549,ZBTB8OS,ENSG00000176261.16,-,272.8404541015625
13054,chr4,189940871,FRG1,ENSG00000109536.12,+,272.85955810546875
16443,chr5,177351647,LMAN2,ENSG00000169223.16,-,273.12567138671875
22591,chr8,144082633,GPAA1,ENSG00000197858.12,+,273.1986999511719
21324,chr7,108569750,THAP5,ENSG00000177683.14,-,273.2342529296875
3102,chr1,19485539,CAPZB,ENSG00000077549.19,-,273.24737548828125
47188,chr19,12681880,DHPS,ENSG00000095059.17,-,273.25946044921875
25481,chr9,133336188,SURF6,ENSG00000148296.7,-,273.4366760253906
24629,chr9,2844095,PUM3,ENSG00000080608.10,-,273.46429443359375
41940,chr17,75012669,MRPL58,ENSG00000167862.10,+,273.5118103027344
17685,chr6,142147262,VTA1,ENSG00000009844.16,+,273.628173828125
33734,chr12,110742891,PPP1CC,ENSG00000186298.12,-,273.64495849609375
13341,chr4,56435615,PPAT,ENSG00000128059.8,-,273.6495056152344
24605,chr9,137551878,MRPL41,ENSG00000182154.8,+,273.74066162109375
43148,chr17,44066671,LSM12,ENSG00000161654.10,-,273.806396484375
43297,chr17,48944810,SNF8,ENSG00000159210.10,-,273.87994384765625
28414,chr11,62761579,POLR2G,ENSG00000168002.12,+,274.00640869140625
7391,chr2,53786953,ASB3,ENSG00000115239.24,-,274.05523681640625
27220,chr10,95291003,PDLIM1,ENSG00000107438.9,-,274.1941223144531
5284,chr2,26346142,SELENOI,ENSG00000138018.19,+,274.265625
14579,chr5,83077497,XRCC4,ENSG00000152422.16,+,274.30999755859375
14118,chr5,218297,ENSG00000286001,ENSG00000286001.1,+,274.31683349609375
47968,chr19,48170344,LIG1,ENSG00000105486.15,-,274.3501892089844
23457,chr8,129939754,CYRIB,ENSG00000153310.22,-,274.4059753417969
20641,chr7,23531981,TRA2A,ENSG00000164548.12,-,274.42633056640625
27347,chr10,102502712,ACTR1A,ENSG00000138107.13,-,274.5362548828125
19841,chr7,99325878,ENSG00000284292,ENSG00000284292.1,+,274.63470458984375
15252,chr5,169583772,SPDL1,ENSG00000040275.17,+,274.6436767578125
14514,chr5,75337231,HMGCR,ENSG00000113161.17,+,274.69769287109375
26243,chr10,92593129,KIF11,ENSG00000138160.7,+,274.87542724609375
12645,chr4,107989853,HADH,ENSG00000138796.18,+,274.8997497558594
22295,chr8,91070343,OTUD6B,ENSG00000155100.11,+,275.0078430175781
44854,chr19,1383903,NDUFS7,ENSG00000115286.21,+,275.13568115234375
52348,chrX,120604100,MCTS1,ENSG00000232119.8,+,275.15631103515625
53141,chrX,65534776,LAS1L,ENSG00000001497.18,-,275.1844482421875
40435,chr16,70289506,AARS1,ENSG00000090861.17,-,275.2010192871094
32414,chr12,120534355,RNF10,ENSG00000022840.17,+,275.3556823730469
23022,chr8,54101947,LYPLA1,ENSG00000120992.18,-,275.3795166015625
38478,chr16,2155781,TRAF7,ENSG00000131653.14,+,275.4203796386719
6332,chr2,176269441,MTX2,ENSG00000128654.14,+,275.4478454589844
763,chr1,40691715,NFYC,ENSG00000066136.21,+,275.5143737792969
30200,chr11,62839581,WDR74,ENSG00000133316.16,-,275.5203857421875
43830,chr17,81860522,P4HB,ENSG00000185624.16,-,275.5511474609375
11757,chr3,179604638,MRPL47,ENSG00000136522.14,-,275.579345703125
39515,chr16,81007213,CENPN,ENSG00000166451.14,+,275.6230773925781
1128,chr1,67685200,GADD45A,ENSG00000116717.13,+,275.6614990234375
20482,chr7,157138925,UBE3C,ENSG00000009335.19,+,275.8409118652344
14904,chr5,140401853,ANKHD1,ENSG00000131503.21,+,275.9079895019531
20824,chr7,45111706,TBRG4,ENSG00000136270.14,-,275.9461975097656
45711,chr19,35545625,TMEM147,ENSG00000105677.12,+,276.16131591796875
14302,chr5,53560638,NDUFS4,ENSG00000164258.12,+,276.2138977050781
4200,chr1,151190197,VPS72,ENSG00000163159.15,-,276.313232421875
38940,chr16,29790750,KIF22,ENSG00000079616.14,+,276.32049560546875
52022,chrX,71118628,MED12,ENSG00000184634.17,+,276.3279724121094
28710,chr11,68460747,PPP6R3,ENSG00000110075.15,+,276.47052001953125
1323,chr1,100266248,RTCA,ENSG00000137996.13,+,276.504638671875
24366,chr9,128689221,SET,ENSG00000119335.18,+,276.536865234375
25703,chr10,17644150,STAM,ENSG00000136738.15,+,276.5824890136719
45212,chr19,11435634,PRKCSH,ENSG00000130175.10,+,276.7363586425781
1842,chr1,156054791,LAMTOR2,ENSG00000116586.12,+,276.75762939453125
336,chr1,19251804,MRTO4,ENSG00000053372.5,+,276.76800537109375
4157,chr1,150579610,MCL1,ENSG00000143384.14,-,276.79815673828125
33818,chr12,120201099,RPLP0,ENSG00000089157.16,-,276.8404846191406
8784,chr3,9793113,ARPC4-TTLL3,ENSG00000250151.9,+,276.86785888671875
45070,chr19,7680832,TRAPPC5,ENSG00000181029.9,+,277.20025634765625
16434,chr5,177303719,RAB24,ENSG00000169228.14,-,277.2360534667969
27559,chr10,133308878,TUBGCP2,ENSG00000130640.15,-,277.2673645019531
13494,chr4,82891153,SEC31A,ENSG00000138674.17,-,277.31048583984375
36123,chr14,45253202,MIS18BP1,ENSG00000129534.14,-,277.3452453613281
26791,chr10,22714578,PIP4K2A,ENSG00000150867.14,-,277.3920593261719
46858,chr19,2783273,SGTA,ENSG00000104969.11,-,277.474365234375
12068,chr4,4290250,ZBTB49,ENSG00000168826.16,+,277.51934814453125
28937,chr11,86302239,HIKESHI,ENSG00000149196.17,+,277.5341491699219
43257,chr17,47189295,CDC27,ENSG00000004897.12,-,277.8056335449219
24836,chr9,34620481,DCTN3,ENSG00000137100.16,-,277.82415771484375
16713,chr6,26158121,H2BC5,ENSG00000158373.9,+,277.8642578125
13016,chr4,183659266,TRAPPC11,ENSG00000168538.16,+,277.869140625
34203,chr13,52652835,SUGT1,ENSG00000165416.15,+,277.9226989746094
37814,chr15,52569030,ARPP19,ENSG00000128989.11,-,277.9278259277344
24914,chr9,37592469,ENSG00000256966,ENSG00000256966.6,-,277.9451904296875
30122,chr11,61430031,CPSF7,ENSG00000149532.16,-,277.9501953125
3741,chr1,74733050,CRYZ,ENSG00000116791.14,-,277.9663391113281
25959,chr10,68901314,DDX50,ENSG00000107625.14,+,278.22442626953125
8749,chr3,9363051,THUMPD3,ENSG00000134077.16,+,278.26898193359375
28526,chr11,65014181,ARL2-SNX15,ENSG00000273003.1,+,278.5286560058594
26656,chr10,133394156,MTG1,ENSG00000148824.19,+,278.56427001953125
37567,chr15,34101862,EMC7,ENSG00000134153.10,-,278.62017822265625
25491,chr9,133376099,SURF4,ENSG00000148248.14,-,278.6214599609375
50323,chr21,44873690,PTTG1IP,ENSG00000183255.12,-,278.7135009765625
7303,chr2,42361217,COX7A2L,ENSG00000115944.15,-,278.7215270996094
30936,chr11,119095465,H2AX,ENSG00000188486.4,-,278.78204345703125
23449,chr8,125091792,WASHC5,ENSG00000164961.16,-,278.8489990234375
11292,chr3,122514939,KPNA1,ENSG00000114030.13,-,278.8498229980469
52255,chrX,107628509,PRPS1,ENSG00000147224.13,+,278.9720458984375
46939,chr19,5622776,SAFB2,ENSG00000130254.12,-,279.06561279296875
49072,chr20,57351251,RAE1,ENSG00000101146.13,+,279.0829162597656
21969,chr8,33485181,MAK16,ENSG00000198042.11,+,279.39202880859375
10818,chr3,49104757,QARS1,ENSG00000172053.18,-,279.40167236328125
7206,chr2,27370338,EIF2B4,ENSG00000115211.17,-,279.4257507324219
41755,chr17,59707516,VMP1,ENSG00000062716.13,+,279.5440368652344
22473,chr8,125091843,NSMCE2,ENSG00000156831.8,+,279.60760498046875
40664,chr17,782352,MRM3,ENSG00000171861.11,+,279.70477294921875
2059,chr1,163321953,NUF2,ENSG00000143228.13,+,279.78533935546875
17598,chr6,125986478,TRMT11,ENSG00000066651.20,+,279.8606262207031
24054,chr9,97633820,NCBP1,ENSG00000136937.13,+,279.9666748046875
20913,chr7,73578579,TBL2,ENSG00000106638.18,-,279.9980773925781
41097,chr17,28319199,TMEM97,ENSG00000109084.14,+,280.0068359375
52073,chrX,72181675,PIN4,ENSG00000102309.15,+,280.0904541015625
25294,chr9,121370253,STOM,ENSG00000148175.13,-,280.3160400390625
47100,chr19,10403542,CDC37,ENSG00000105401.9,-,280.42413330078125
16285,chr5,150449696,RPS14,ENSG00000164587.13,-,280.45648193359375
28416,chr11,62787401,TMEM179B,ENSG00000185475.11,+,280.4803161621094
46739,chr19,58305376,ERVK3-1,ENSG00000142396.11,+,280.5308837890625
29089,chr11,112025425,DLAT,ENSG00000150768.17,+,280.54644775390625
49175,chr20,62302996,ADRM1,ENSG00000130706.13,+,280.55706787109375
9917,chr3,133805814,SRPRB,ENSG00000144867.13,+,280.58441162109375
9076,chr3,39406719,RPSA,ENSG00000168028.15,+,280.6507568359375
46848,chr19,2427586,TIMM13,ENSG00000099800.8,-,280.6859130859375
31179,chr12,6494101,NCAPD2,ENSG00000010292.13,+,280.6895446777344
48978,chr20,45416140,PIGT,ENSG00000124155.19,+,280.7273254394531
39948,chr16,14630238,PARN,ENSG00000140694.18,-,280.7577819824219
16719,chr6,26216920,H2AC8,ENSG00000277075.3,+,280.80010986328125
48077,chr19,49929475,NUP62,ENSG00000213024.13,-,280.80224609375
21684,chr8,6406624,MCPH1,ENSG00000147316.15,+,280.8389892578125
30494,chr11,73982830,UCP2,ENSG00000175567.11,-,280.858642578125
11390,chr3,128487916,GATA2,ENSG00000179348.13,-,280.88970947265625
48555,chr20,6006092,CRLS1,ENSG00000088766.12,+,281.0523376464844
41814,chr17,63550602,ENSG00000288894,ENSG00000288894.1,+,281.0686950683594
29999,chr11,47578956,KBTBD4,ENSG00000123444.14,-,281.19549560546875
13428,chr4,75990937,SDAD1,ENSG00000198301.12,-,281.35040283203125
7717,chr2,96208827,STARD7,ENSG00000084090.14,-,281.42437744140625
10017,chr3,141738296,RNF7,ENSG00000114125.14,+,281.503662109375
5707,chr2,74455087,INO80B-WBP1,ENSG00000274049.4,+,281.6948547363281
2532,chr1,212791827,TATDN3,ENSG00000203705.11,+,281.6962890625
746,chr1,40258235,ZMPSTE24,ENSG00000084073.10,+,281.71844482421875
50802,chr22,40346527,ADSL,ENSG00000239900.14,+,281.750244140625
41669,chr17,51260545,UTP18,ENSG00000011260.14,+,281.81658935546875
1777,chr1,154974682,CKS1B,ENSG00000173207.13,+,281.83697509765625
25069,chr9,92325350,NOL8,ENSG00000198000.12,-,281.96978759765625
25148,chr9,101398618,MRPL50,ENSG00000136897.8,-,282.0733642578125
33938,chr12,132687328,POLE,ENSG00000177084.19,-,282.22222900390625
937,chr1,47333869,CMPK1,ENSG00000162368.15,+,282.2907409667969
30491,chr11,73876843,COA4,ENSG00000181924.7,-,282.4466247558594
5941,chr2,108719486,RANBP2,ENSG00000153201.17,+,282.5308837890625
20917,chr7,73683453,DNAJC30,ENSG00000176410.8,-,282.540771484375
28718,chr11,68903862,IGHMBP2,ENSG00000132740.10,+,282.6484375
30316,chr11,65888471,FIBP,ENSG00000172500.13,-,282.6787414550781
42471,chr17,7315343,GPS2,ENSG00000132522.16,-,282.78765869140625
2905,chr1,1891076,GNB1,ENSG00000078369.19,-,282.8477783203125
6566,chr2,206159584,EEF1B2,ENSG00000114942.14,+,283.0206604003906
43797,chr17,81637112,NPLOC4,ENSG00000182446.15,-,283.17584228515625
51071,chr22,24555935,GUCD1,ENSG00000138867.17,-,283.4796447753906
18270,chr6,34888027,TAF11,ENSG00000064995.19,-,283.50518798828125
37982,chr15,68229718,ENSG00000260007,ENSG00000260007.3,-,283.6109924316406
43229,chr17,46361745,ARL17B,ENSG00000228696.11,-,283.7275085449219
50810,chr22,40951377,RBX1,ENSG00000100387.9,+,283.78765869140625
14870,chr5,138753424,CTNNA1,ENSG00000044115.21,+,283.80035400390625
14413,chr5,69189582,CENPH,ENSG00000153044.10,+,283.809326171875
506,chr1,26472439,HMGN2,ENSG00000198830.12,+,283.9554443359375
32421,chr12,120687148,MLEC,ENSG00000110917.8,+,284.0199890136719
19695,chr7,76302672,HSPB1,ENSG00000106211.10,+,284.0246276855469
29636,chr11,6683340,MRPL17,ENSG00000158042.9,-,284.029296875
12779,chr4,139301504,NAA15,ENSG00000164134.14,+,284.07147216796875
33475,chr12,75511609,KRR1,ENSG00000111615.14,-,284.108154296875
1605,chr1,149851060,H2AC19,ENSG00000288859.1,+,284.1754455566406
49418,chr20,23637955,CST3,ENSG00000101439.9,-,284.355712890625
3410,chr1,37595937,GNL2,ENSG00000134697.13,-,284.3972473144531
34139,chr13,48233202,ITM2B,ENSG00000136156.15,+,284.47479248046875
50832,chr22,41833104,SREBF2,ENSG00000198911.13,+,284.63543701171875
49371,chr20,10434214,MKKS,ENSG00000125863.20,-,284.67083740234375
26416,chr10,103396625,PDCD11,ENSG00000148843.15,+,284.69366455078125
53064,chrX,53422728,SMC1A,ENSG00000072501.19,-,284.70697021484375
27087,chr10,72626079,MICU1,ENSG00000107745.20,-,284.720458984375
20761,chr7,42932185,PSMA2,ENSG00000106588.12,-,284.7566833496094
52094,chrX,76173061,PBDC1,ENSG00000102390.11,+,284.78765869140625
32630,chr12,6342076,TNFRSF1A,ENSG00000067182.9,-,284.8002624511719
35329,chr14,67360327,EIF2S1,ENSG00000134001.15,+,284.8907775878906
27395,chr10,110304920,SMNDC1,ENSG00000119953.14,-,285.0627136230469
4689,chr1,183635757,ARPC5,ENSG00000162704.16,-,285.1630859375
14474,chr5,71587316,MCCC2,ENSG00000131844.17,+,285.1777648925781
8491,chr2,219253918,TUBA4A,ENSG00000127824.15,-,285.1811218261719
46238,chr19,48325580,EMP3,ENSG00000142227.11,+,285.2835998535156
36513,chr14,94081202,DDX24,ENSG00000089737.19,-,285.3822326660156
39542,chr16,83807988,HSBP1,ENSG00000230989.8,+,285.41546630859375
40148,chr16,30355308,CD2BP2,ENSG00000169217.9,-,285.43682861328125
5706,chr2,74455101,INO80B,ENSG00000115274.15,+,285.49517822265625
2883,chr1,1574863,SSU72,ENSG00000160075.12,-,285.58367919921875
50804,chr22,40346528,ENSG00000284431,ENSG00000284431.1,+,285.6098937988281
8163,chr2,177392682,NFE2L2,ENSG00000116044.17,-,285.6324462890625
16759,chr6,27865316,H2AC16,ENSG00000276903.2,+,285.95166015625
27457,chr10,118754970,CACUL1,ENSG00000151893.15,-,285.9643249511719
18841,chr6,122471807,SERINC1,ENSG00000111897.7,-,285.99151611328125
25218,chr9,112333578,PTBP3,ENSG00000119314.16,-,286.0200500488281
37511,chr15,23039572,TUBGCP5,ENSG00000275835.5,-,286.2753601074219
3599,chr1,51878727,NRDC,ENSG00000078618.23,-,286.3931884765625
53760,chrY,12904867,DDX3Y,ENSG00000067048.17,+,286.55682373046875
22140,chr8,58553253,SDCBP,ENSG00000137575.12,+,286.5916748046875
28536,chr11,65096213,VPS51,ENSG00000149823.10,+,286.71197509765625
38686,chr16,8797838,PMM2,ENSG00000140650.13,+,286.7431945800781
39399,chr16,69424617,CYB5B,ENSG00000103018.18,+,286.761474609375
3601,chr1,52055191,TXNDC12,ENSG00000117862.13,-,286.802490234375
33309,chr12,56315943,ENSG00000144785,ENSG00000144785.8,-,286.8070373535156
37276,chr15,76931754,RCN2,ENSG00000117906.14,+,286.82598876953125
1150,chr1,74733151,TYW3,ENSG00000162623.16,+,286.88397216796875
12031,chr4,2469139,RNF4,ENSG00000063978.17,+,286.9356384277344
47184,chr19,12669397,ENSG00000269590,ENSG00000269590.1,-,286.9851989746094
41325,chr17,40287878,CDC6,ENSG00000094804.12,+,286.9902648925781
52627,chrX,154379294,EMD,ENSG00000102119.12,+,287.05023193359375
46847,chr19,2328586,LSM7,ENSG00000130332.15,-,287.13653564453125
1057,chr1,62437048,USP1,ENSG00000162607.13,+,287.1766052246094
34923,chr14,23469702,NGDN,ENSG00000129460.17,+,287.2128601074219
13151,chr4,7068064,GRPEL1,ENSG00000109519.14,-,287.22442626953125
32956,chr12,31326116,SINHCAF,ENSG00000139146.14,-,287.2783203125
2100,chr1,168178961,TIPRL,ENSG00000143155.13,+,287.2893371582031
1806,chr1,155135849,SLC50A1,ENSG00000169241.19,+,287.3147277832031
40527,chr16,75647665,KARS1,ENSG00000065427.15,-,287.3663635253906
30435,chr11,71448393,DHCR7,ENSG00000172893.18,-,287.4205017089844
34795,chr13,113208669,PCID2,ENSG00000126226.22,-,287.51092529296875
50461,chr22,21666011,PPIL2,ENSG00000100023.20,+,287.732421875
45109,chr19,8444974,HNRNPM,ENSG00000099783.13,+,287.7391052246094
33624,chr12,101407753,ARL1,ENSG00000120805.14,-,287.80218505859375
13480,chr4,82429441,HNRNPDL,ENSG00000152795.18,-,287.8050842285156
45924,chr19,39971164,PSMC4,ENSG00000013275.8,+,287.8053283691406
41874,chr17,68512429,PRKAR1A,ENSG00000108946.17,+,287.95257568359375
15297,chr5,172983780,ATP6V0E1,ENSG00000113732.9,+,288.2025451660156
41343,chr17,41688884,EIF1,ENSG00000173812.11,+,288.29351806640625
53833,chrY,22182923,RBMY1F,ENSG00000169800.14,-,288.3799133300781
15361,chr5,177303798,PRELID1,ENSG00000169230.10,+,288.3815002441406
34691,chr13,75537841,COMMD6,ENSG00000188243.14,-,288.39019775390625
25561,chr9,137114733,DPP7,ENSG00000176978.15,-,288.4127197265625
16848,chr6,30345168,RPP21,ENSG00000241370.6,+,288.4317932128906
27097,chr10,73247255,DNAJC9,ENSG00000213551.7,-,288.6902770996094
1520,chr1,117929719,WDR3,ENSG00000065183.16,+,288.785888671875
46310,chr19,49487607,RPL13A,ENSG00000142541.18,+,288.8085632324219
37088,chr15,64095992,SNX1,ENSG00000028528.15,+,288.8194274902344
16603,chr6,10694971,PAK1IP1,ENSG00000111845.5,+,288.878173828125
44211,chr18,50879118,ME2,ENSG00000082212.13,+,288.9483642578125
51385,chr22,43187134,TTLL12,ENSG00000100304.13,-,288.9598388671875
28524,chr11,65014179,ARL2,ENSG00000213465.8,+,288.9671630859375
41628,chr17,50373219,EME1,ENSG00000154920.15,+,289.0047302246094
3425,chr1,38005514,FHL3,ENSG00000183386.10,-,289.139404296875
31207,chr12,6852149,USP5,ENSG00000111667.14,+,289.2408447265625
3657,chr1,54887195,DHCR24,ENSG00000116133.13,-,289.2793884277344
14120,chr5,218317,SDHA,ENSG00000073578.18,+,289.30389404296875
45340,chr19,16185422,FAM32A,ENSG00000105058.12,+,289.31256103515625
20235,chr7,135557916,NUP205,ENSG00000155561.15,+,289.33294677734375
34630,chr13,49691463,EBPL,ENSG00000123179.14,-,289.3544921875
29741,chr11,14499852,COPB1,ENSG00000129083.13,-,289.4887390136719
40563,chr16,82170197,MPHOSPH6,ENSG00000135698.10,-,289.5558166503906
2608,chr1,225777836,SRP9,ENSG00000143742.14,+,289.56707763671875
43238,chr17,46579661,ARL17A,ENSG00000185829.19,-,289.6100769042969
4791,chr1,202958312,ADIPOR1,ENSG00000159346.13,-,289.61346435546875
14684,chr5,112861304,SRP19,ENSG00000153037.15,+,289.63116455078125
33423,chr12,66130750,LLPH,ENSG00000139233.7,-,289.9568176269531
14713,chr5,119452508,HSD17B4,ENSG00000133835.18,+,289.99176025390625
27363,chr10,103396492,ATP5MK,ENSG00000173915.16,-,290.03729248046875
33089,chr12,48957477,ARF3,ENSG00000134287.10,-,290.0558776855469
24889,chr9,35732195,TLN1,ENSG00000137076.22,-,290.0762634277344
20274,chr7,140696707,NDUFB2,ENSG00000090266.13,+,290.18548583984375
28460,chr11,63986445,OTUB1,ENSG00000167770.13,+,290.3279113769531
41726,chr17,58692627,RAD51C,ENSG00000108384.16,+,290.344482421875
45369,chr19,17267442,BABAM1,ENSG00000105393.16,+,290.3948974609375
3486,chr1,43368011,ELOVL1,ENSG00000066322.15,-,290.48944091796875
14760,chr5,127517655,PRRC1,ENSG00000164244.21,+,290.49407958984375
48903,chr20,43457895,SRSF6,ENSG00000124193.16,+,290.69012451171875
1236,chr1,88684272,PKN2,ENSG00000065243.20,+,290.8369140625
27465,chr10,119596964,TIAL1,ENSG00000151923.18,-,291.000732421875
19830,chr7,97117722,SDHAF3,ENSG00000196636.8,+,291.0060729980469
32030,chr12,70243432,CNOT2,ENSG00000111596.14,+,291.007080078125
47022,chr19,8321379,ENSG00000167774,ENSG00000167774.2,-,291.02288818359375
3933,chr1,109426448,PSMA5,ENSG00000143106.13,-,291.1898498535156
15647,chr5,55307694,DHX29,ENSG00000067248.11,-,291.19744873046875
14654,chr5,103120300,PPIP5K2,ENSG00000145725.21,+,291.21881103515625
16383,chr5,163460102,NUDCD2,ENSG00000170584.11,-,291.52178955078125
39798,chr16,2777272,ELOB,ENSG00000103363.16,-,291.6900939941406
20373,chr7,148698902,CUL1,ENSG00000055130.18,+,291.7164306640625
22610,chr8,144291603,HSF1,ENSG00000185122.11,+,291.723876953125
42501,chr17,7931946,TRAPPC1,ENSG00000170043.12,-,292.04827880859375
7915,chr2,135985626,DARS1,ENSG00000115866.11,-,292.0738220214844
5729,chr2,75646793,MRPL19,ENSG00000115364.14,+,292.17132568359375
31843,chr12,56128266,ESYT1,ENSG00000139641.13,+,292.18524169921875
30376,chr11,67401871,PPP1CA,ENSG00000172531.16,-,292.24365234375
50750,chr22,38681956,TOMM22,ENSG00000100216.6,+,292.263427734375
30155,chr11,62601865,MTA2,ENSG00000149480.7,-,292.45098876953125
18418,chr6,43516926,YIPF3,ENSG00000137207.12,-,292.4913024902344
17085,chr6,36594361,SRSF3,ENSG00000112081.17,+,292.63360595703125
46835,chr19,2151557,AP3D1,ENSG00000065000.20,-,292.71728515625
