,Chromosome,Start,gene_name,gene_id,Strand,GM12878
15699,chr5,64768691,SREK1IP1,ENSG00000153006.16,-,321.2854919433594
624,chr1,32200632,CCDC28B,ENSG00000160050.16,+,321.2974853515625
47101,chr19,10503356,KEAP1,ENSG00000079999.14,-,321.30426025390625
700,chr1,36156159,MAP7D1,ENSG00000116871.16,+,321.3216247558594
40743,chr17,4796163,PSMB6,ENSG00000142507.10,+,321.3455505371094
336,chr1,19251804,MRTO4,ENSG00000053372.5,+,321.3997802734375
40539,chr16,81006886,ENSG00000286221,ENSG00000286221.1,-,321.42889404296875
12291,chr4,44678419,GUF1,ENSG00000151806.14,+,321.43096923828125
2720,chr1,235367429,TBCE,ENSG00000284770.2,+,321.48992919921875
21893,chr8,26383053,BNIP3L,ENSG00000104765.16,+,321.559814453125
27296,chr10,100229596,CHUK,ENSG00000213341.11,-,321.5772705078125
317,chr1,16440720,NECAP2,ENSG00000157191.20,+,321.6028137207031
13720,chr4,107720234,PAPSS1,ENSG00000138801.9,-,321.63543701171875
39658,chr16,89873591,TCF25,ENSG00000141002.20,+,321.63909912109375
16603,chr6,10694971,PAK1IP1,ENSG00000111845.5,+,321.6561279296875
23682,chr9,4792943,RCL1,ENSG00000120158.12,+,321.671142578125
49496,chr20,35284772,EIF6,ENSG00000242372.9,-,321.7110595703125
15156,chr5,154755376,LARP1,ENSG00000155506.19,+,321.73236083984375
19234,chr7,6374538,RAC1,ENSG00000136238.20,+,321.73699951171875
30599,chr11,83285978,CCDC90B,ENSG00000137500.10,-,321.8348388671875
8750,chr3,9363053,THUMPD3,ENSG00000134077.16,+,321.849853515625
50856,chr22,43955441,SAMM50,ENSG00000100347.15,+,321.8602294921875
27229,chr10,95656706,ALDH18A1,ENSG00000059573.9,-,321.8843994140625
3723,chr1,70354734,ANKRD13C,ENSG00000118454.13,-,321.933349609375
41302,chr17,39980806,PSMD3,ENSG00000108344.15,+,321.9870910644531
48817,chr20,35772014,PHF20,ENSG00000025293.17,+,322.1733093261719
24415,chr9,130053905,GPR107,ENSG00000148358.21,+,322.2304992675781
18243,chr6,33580276,BAK1,ENSG00000030110.14,-,322.24969482421875
31148,chr12,4649100,ENSG00000255639,ENSG00000255639.3,+,322.30877685546875
43421,chr17,59707430,PTRH2,ENSG00000141378.15,-,322.3149719238281
43902,chr18,158535,USP14,ENSG00000101557.15,+,322.3172607421875
13205,chr4,17810757,DCAF16,ENSG00000163257.11,-,322.36907958984375
36402,chr14,75127048,NEK9,ENSG00000119638.14,-,322.406494140625
25448,chr9,132669983,DDX31,ENSG00000125485.18,-,322.44146728515625
11256,chr3,119463615,TMEM39A,ENSG00000176142.13,-,322.4581298828125
23457,chr8,129939754,CYRIB,ENSG00000153310.22,-,322.4593811035156
8303,chr2,200889303,PPIL3,ENSG00000240344.10,-,322.64385986328125
4489,chr1,160523242,SLAMF6,ENSG00000162739.14,-,322.66558837890625
21409,chr7,129054883,TNPO3,ENSG00000064419.14,-,322.69232177734375
485,chr1,26169907,ZNF593,ENSG00000142684.9,+,322.82415771484375
19882,chr7,100015595,ZKSCAN1,ENSG00000106261.17,+,322.86151123046875
48876,chr20,38033745,RPRD1B,ENSG00000101413.12,+,322.9207458496094
14242,chr5,37379317,WDR70,ENSG00000082068.9,+,322.95440673828125
31145,chr12,4604943,ENSG00000272921,ENSG00000272921.1,+,323.0467529296875
16413,chr5,176361764,KIAA1191,ENSG00000122203.15,-,323.07952880859375
28373,chr11,61430104,SDHAF2,ENSG00000167985.7,+,323.091552734375
34456,chr13,27171811,USP12,ENSG00000152484.14,-,323.0948791503906
32118,chr12,95217806,VEZT,ENSG00000028203.19,+,323.1605224609375
36422,chr14,77457561,VIPAS39,ENSG00000151445.16,-,323.17401123046875
30549,chr11,77994670,INTS4,ENSG00000149262.19,-,323.19134521484375
7344,chr2,46617041,PIGF,ENSG00000151665.13,-,323.19866943359375
21001,chr7,87219732,TMEM243,ENSG00000135185.12,-,323.23223876953125
52767,chrX,14873059,FANCB,ENSG00000181544.16,-,323.23724365234375
40219,chr16,47461274,ITFG1,ENSG00000129636.13,-,323.2422790527344
26983,chr10,51699595,CSTF2T,ENSG00000177613.9,-,323.257568359375
22295,chr8,91070343,OTUD6B,ENSG00000155100.11,+,323.26251220703125
13348,chr4,56977606,NOA1,ENSG00000084092.7,-,323.27294921875
37323,chr15,80059675,ZFAND6,ENSG00000086666.19,+,323.42694091796875
31930,chr12,57782786,TSFM,ENSG00000123297.20,+,323.46624755859375
8909,chr3,14402605,SLC6A6,ENSG00000131389.18,+,323.4973449707031
25494,chr9,133418010,REXO4,ENSG00000148300.12,-,323.5635681152344
25342,chr9,125241343,HSPA5,ENSG00000044574.9,-,323.67218017578125
22326,chr8,95024988,NDUFAF6,ENSG00000156170.14,+,323.72113037109375
51777,chrX,47193828,UBA1,ENSG00000130985.17,+,323.72900390625
10841,chr3,49358323,GPX1,ENSG00000233276.9,-,323.786865234375
33500,chr12,79935097,PPP1R12A,ENSG00000058272.19,-,323.8039855957031
16681,chr6,24402953,MRS2,ENSG00000124532.15,+,323.8372497558594
24381,chr9,128947698,NUP188,ENSG00000095319.14,+,323.9498291015625
40405,chr16,68023232,DDX28,ENSG00000182810.7,-,324.00408935546875
10189,chr3,172750725,ECT2,ENSG00000114346.14,+,324.0340270996094
21054,chr7,93148354,SAMD9L,ENSG00000177409.12,-,324.1479187011719
25883,chr10,48684872,WDFY4,ENSG00000128815.20,+,324.1553039550781
49468,chr20,33401517,CDK5RAP1,ENSG00000101391.21,-,324.1617126464844
4664,chr1,180502577,ACBD6,ENSG00000230124.8,-,324.18011474609375
34143,chr13,48303750,RB1,ENSG00000139687.16,+,324.1952209472656
49507,chr20,35664886,CPNE1,ENSG00000214078.13,-,324.2024230957031
34558,chr13,40771190,MRPS31,ENSG00000102738.8,-,324.21429443359375
53422,chrX,120469297,LAMP2,ENSG00000005893.17,-,324.2156982421875
45622,chr19,34404398,PDCD2L,ENSG00000126249.8,+,324.216552734375
26646,chr10,133308913,ZNF511,ENSG00000198546.15,+,324.23333740234375
23252,chr8,94553469,VIRMA,ENSG00000164944.12,-,324.24676513671875
25626,chr10,5684837,TASOR2,ENSG00000108021.22,+,324.26409912109375
18155,chr6,31736530,CLIC1,ENSG00000213719.8,-,324.32318115234375
28524,chr11,65014179,ARL2,ENSG00000213465.8,+,324.4115295410156
8231,chr2,189784339,ORMDL1,ENSG00000128699.14,-,324.4602966308594
42044,chr17,78130770,TMC8,ENSG00000167895.16,+,324.5552673339844
43739,chr17,78187052,TK1,ENSG00000167900.12,-,324.62957763671875
26593,chr10,125719702,EDRF1,ENSG00000107938.18,+,324.71319580078125
51801,chrX,48476198,FTSJ1,ENSG00000068438.15,+,324.744384765625
17392,chr6,83859688,CYB5R4,ENSG00000065615.14,+,324.7587890625
34628,chr13,49691463,EBPL,ENSG00000123179.14,-,324.76483154296875
10460,chr3,11846885,TAMM41,ENSG00000144559.11,-,325.0029296875
23331,chr8,102238874,RRM2B,ENSG00000048392.13,-,325.1395263671875
16848,chr6,30345168,RPP21,ENSG00000241370.6,+,325.1700439453125
20744,chr7,38909191,VPS41,ENSG00000006715.16,-,325.24920654296875
39807,chr16,2980439,PKMYT1,ENSG00000127564.17,-,325.25030517578125
23877,chr9,69035761,FXN,ENSG00000165060.15,+,325.30908203125
21448,chr7,134459100,AKR1B1,ENSG00000085662.14,-,325.3538513183594
32216,chr12,104456970,CHST11,ENSG00000171310.11,+,325.3721923828125
44854,chr19,1383903,NDUFS7,ENSG00000115286.21,+,325.373046875
47640,chr19,38849986,HNRNPL,ENSG00000104824.18,-,325.4116516113281
31311,chr12,11649673,ETV6,ENSG00000139083.11,+,325.4189147949219
6447,chr2,197453492,COQ10B,ENSG00000115520.9,+,325.4268493652344
11718,chr3,170870195,RPL22L1,ENSG00000163584.18,-,325.5189208984375
8171,chr2,177392682,NFE2L2,ENSG00000116044.17,-,325.5260314941406
40066,chr16,27549913,GTF3C1,ENSG00000077235.18,-,325.5326232910156
52791,chrX,15854791,AP1S2,ENSG00000182287.15,-,325.541015625
28480,chr11,64226273,NUDT22,ENSG00000149761.9,+,325.5921630859375
29782,chr11,18106082,SAAL1,ENSG00000166788.10,-,325.65008544921875
18900,chr6,132513116,STX7,ENSG00000079950.14,-,325.66180419921875
5271,chr2,24793424,CENPO,ENSG00000138092.11,+,325.66986083984375
10447,chr3,10321084,SEC13,ENSG00000157020.18,-,325.7203674316406
39355,chr16,68023252,DUS2,ENSG00000167264.18,+,325.7449951171875
25481,chr9,133336188,SURF6,ENSG00000148296.7,-,325.8094787597656
32100,chr12,93467513,MRPL42,ENSG00000198015.14,+,325.8763122558594
53247,chrX,78139650,TAF9B,ENSG00000187325.5,-,326.0075988769531
33020,chr12,45990574,SCAF11,ENSG00000139218.18,-,326.02197265625
5842,chr2,98444857,INPP4A,ENSG00000040933.16,+,326.03363037109375
22591,chr8,144082633,GPAA1,ENSG00000197858.12,+,326.07373046875
1261,chr1,92299058,RPAP2,ENSG00000122484.9,+,326.09002685546875
50820,chr22,41469127,ACO2,ENSG00000100412.17,+,326.1108093261719
16290,chr5,150759017,DCTN4,ENSG00000132912.13,-,326.1341552734375
8236,chr2,190319826,HIBCH,ENSG00000198130.16,-,326.2512512207031
36190,chr14,54441357,CNIH1,ENSG00000100528.12,-,326.2884521484375
31843,chr12,56128266,ESYT1,ENSG00000139641.13,+,326.36407470703125
7560,chr2,74147912,BOLA3,ENSG00000163170.12,-,326.37725830078125
43964,chr18,9475512,RALBP1,ENSG00000017797.13,+,326.386474609375
29690,chr11,9314593,TMEM41B,ENSG00000166471.11,-,326.3970031738281
14922,chr5,140700446,ZMAT2,ENSG00000146007.11,+,326.4328308105469
41534,chr17,46923145,GOSR2,ENSG00000108433.17,+,326.44110107421875
43148,chr17,44066671,LSM12,ENSG00000161654.10,-,326.5567626953125
46372,chr19,50418937,SPIB,ENSG00000269404.7,+,326.5826416015625
49648,chr20,46689444,TP53RK,ENSG00000172315.6,-,326.6156311035156
15166,chr5,154941094,MRPL22,ENSG00000082515.18,+,326.6619873046875
35575,chr14,90397028,CALM1,ENSG00000198668.14,+,326.6683349609375
41114,chr17,28719984,RPL23A,ENSG00000198242.14,+,326.68560791015625
46014,chr19,41877278,CD79A,ENSG00000105369.10,+,326.7083740234375
22013,chr8,38901802,PLEKHA2,ENSG00000169499.15,+,326.7420654296875
18883,chr6,131063258,EPB41L2,ENSG00000079819.20,-,326.7685852050781
12227,chr4,37826685,PGM2,ENSG00000169299.14,+,326.856201171875
28672,chr11,67240046,KDM2A,ENSG00000173120.15,+,326.97509765625
7897,chr2,131093428,FAM168B,ENSG00000152102.18,-,327.03509521484375
11789,chr3,183884889,ENSG00000283765,ENSG00000283765.1,-,327.1031494140625
14740,chr5,123512259,CSNK1G3,ENSG00000151292.19,+,327.1462707519531
44205,chr18,50375045,SKA1,ENSG00000154839.10,+,327.18084716796875
14916,chr5,140691451,HARS2,ENSG00000112855.17,+,327.204345703125
32446,chr12,121888789,PSMD9,ENSG00000110801.14,+,327.24285888671875
38608,chr16,3458044,NAA60,ENSG00000122390.19,+,327.25152587890625
1839,chr1,155859566,SYT11,ENSG00000132718.9,+,327.3261413574219
24932,chr9,41189310,ZNG1F,ENSG00000215126.12,-,327.42657470703125
18841,chr6,122471807,SERINC1,ENSG00000111897.7,-,327.5088806152344
34566,chr13,41961109,VWA8,ENSG00000102763.18,-,327.5232238769531
3526,chr1,45521938,PRDX1,ENSG00000117450.15,-,327.6582336425781
44357,chr18,80034465,RBFA,ENSG00000101546.13,+,327.668701171875
52843,chrX,23743276,ACOT9,ENSG00000123130.17,-,327.7452392578125
40932,chr17,10697593,ADPRM,ENSG00000170222.12,+,327.82720947265625
49426,chr20,24992751,APMAP,ENSG00000101474.12,-,327.832275390625
28876,chr11,76445024,EMSY,ENSG00000158636.17,+,327.85284423828125
26287,chr10,95756162,ENTPD1,ENSG00000138185.20,+,327.87841796875
9962,chr3,136862207,NCK1,ENSG00000158092.7,+,328.0906066894531
33394,chr12,57752310,CDK4,ENSG00000135446.17,-,328.1566162109375
4506,chr1,161038944,ENSG00000270149,ENSG00000270149.5,-,328.203857421875
35329,chr14,67360327,EIF2S1,ENSG00000134001.15,+,328.20794677734375
3768,chr1,84574440,CTBS,ENSG00000117151.13,-,328.2351379394531
17002,chr6,32741390,HLA-DQA2,ENSG00000237541.4,+,328.2411804199219
23409,chr8,119832834,TAF2,ENSG00000064313.13,-,328.4844970703125
31437,chr12,27332853,BMAL2,ENSG00000029153.15,+,328.48883056640625
18165,chr6,31958971,NELFE,ENSG00000204356.14,-,328.55426025390625
42478,chr17,7404097,TMEM256-PLSCR3,ENSG00000262481.5,-,328.57257080078125
42479,chr17,7404097,TMEM256,ENSG00000205544.4,-,328.6024169921875
22614,chr8,144358556,SLC52A2,ENSG00000185803.12,+,328.72509765625
29963,chr11,46700619,ARHGAP1,ENSG00000175220.12,-,328.736328125
36141,chr14,50116572,VCPKMT,ENSG00000100483.14,-,328.82244873046875
27363,chr10,103396492,ATP5MK,ENSG00000173915.16,-,328.862548828125
5760,chr2,85595744,RNF181,ENSG00000168894.10,+,328.8985595703125
50831,chr22,41800678,CCDC134,ENSG00000100147.14,+,328.97418212890625
14692,chr5,113513708,YTHDC2,ENSG00000047188.16,+,328.996826171875
16434,chr5,177303719,RAB24,ENSG00000169228.14,-,329.0609130859375
11904,chr3,196287713,PCYT1A,ENSG00000161217.12,-,329.0809326171875
42129,chr17,81684010,HGS,ENSG00000185359.14,+,329.0845947265625
22564,chr8,143558345,GSDMD,ENSG00000104518.11,+,329.0885314941406
24707,chr9,19102904,HAUS6,ENSG00000147874.11,-,329.0920104980469
2098,chr1,167936682,DCAF6,ENSG00000143164.16,+,329.1383361816406
2030,chr1,161749785,DUSP12,ENSG00000081721.12,+,329.1632080078125
35992,chr14,24141570,EMC9,ENSG00000100908.14,-,329.193603515625
37880,chr15,59689320,BNIP2,ENSG00000140299.14,-,329.348876953125
17879,chr6,169751637,ERMARD,ENSG00000130023.16,+,329.3768310546875
48621,chr20,17570081,DSTN,ENSG00000125868.16,+,329.40130615234375
14605,chr5,94618668,SLF1,ENSG00000133302.13,+,329.4151306152344
42936,chr17,39927601,ORMDL3,ENSG00000172057.10,-,329.44293212890625
11022,chr3,57597344,ARF4,ENSG00000168374.11,-,329.4510192871094
3780,chr1,85259662,C1orf52,ENSG00000162642.14,-,329.5545349121094
11556,chr3,149086504,HLTF,ENSG00000071794.16,-,329.62982177734375
28441,chr11,63681572,RTN3,ENSG00000133318.14,+,329.7179260253906
39814,chr16,3024273,HCFC1R1,ENSG00000103145.11,-,329.75
4171,chr1,150697154,GOLPH3L,ENSG00000143457.11,-,329.84112548828125
10327,chr3,186783576,EIF4A2,ENSG00000156976.17,+,329.8701171875
34139,chr13,48233202,ITM2B,ENSG00000136156.15,+,329.87890625
22903,chr8,30658236,GTF2E2,ENSG00000197265.9,-,329.9427185058594
35703,chr14,100239143,YY1,ENSG00000100811.15,+,329.9903869628906
34011,chr13,27251582,RPL21,ENSG00000122026.11,+,329.99176025390625
11793,chr3,183884888,PARL,ENSG00000175193.14,-,330.0067138671875
7314,chr2,43596007,THADA,ENSG00000115970.19,-,330.0096740722656
22932,chr8,38176493,LSM1,ENSG00000175324.10,-,330.0184020996094
15764,chr5,75717398,POC5,ENSG00000152359.15,-,330.0555114746094
36291,chr14,67359804,ATP6V1D,ENSG00000100554.12,-,330.0616760253906
14750,chr5,126600946,PHAX,ENSG00000164902.14,+,330.0932312011719
20006,chr7,103297459,PMPCB,ENSG00000105819.15,+,330.1128845214844
39091,chr16,47461294,PHKB,ENSG00000102893.18,+,330.2575378417969
23858,chr9,65675927,ZNG1E,ENSG00000147996.17,+,330.3204345703125
49210,chr20,63708038,ZGPAT,ENSG00000197114.12,+,330.3222961425781
17249,chr6,47477788,CD2AP,ENSG00000198087.7,+,330.474853515625
49284,chr20,1393096,ENSG00000274322,ENSG00000274322.1,-,330.5030517578125
50751,chr22,38705943,GTPBP1,ENSG00000100226.16,+,330.56829833984375
53188,chrX,72277248,RPS4X,ENSG00000198034.11,-,330.6175231933594
5976,chr2,112645938,SLC20A1,ENSG00000144136.11,+,330.62384033203125
40646,chr16,89657693,CHMP1A,ENSG00000131165.16,-,330.6861877441406
619,chr1,32072938,TMEM39B,ENSG00000121775.18,+,330.695556640625
16320,chr5,154038910,FAM114A2,ENSG00000055147.19,-,330.7298889160156
22412,chr8,108443623,EMC2,ENSG00000104412.8,+,330.7822265625
19088,chr6,159789703,TCP1,ENSG00000120438.12,-,330.85595703125
25833,chr10,42782794,BMS1,ENSG00000165733.8,+,330.8666687011719
27265,chr10,97498384,MMS19,ENSG00000155229.21,-,331.000732421875
41891,chr17,73232232,C17orf80,ENSG00000141219.16,+,331.02996826171875
31551,chr12,47963608,TMEM106C,ENSG00000134291.12,+,331.0944519042969
17693,chr6,143450804,PEX3,ENSG00000034693.15,+,331.13323974609375
32556,chr12,132710838,PGAM5,ENSG00000247077.8,+,331.2657470703125
48537,chr20,3889386,PANK2,ENSG00000125779.24,+,331.3056945800781
53732,chrY,2841601,RPS4Y1,ENSG00000129824.16,+,331.31317138671875
4684,chr1,183590459,NCF2,ENSG00000116701.16,-,331.33599853515625
35907,chr14,21456123,CHD8,ENSG00000100888.15,-,331.3442687988281
49591,chr20,44960397,TOMM34,ENSG00000025772.8,-,331.3470458984375
1777,chr1,154974682,CKS1B,ENSG00000173207.13,+,331.3887634277344
32927,chr12,26833194,ITPR2,ENSG00000123104.12,-,331.391845703125
25703,chr10,17644150,STAM,ENSG00000136738.15,+,331.4853515625
51071,chr22,24555935,GUCD1,ENSG00000138867.17,-,331.4908447265625
35184,chr14,52730179,STYX,ENSG00000198252.12,+,331.6317138671875
22220,chr8,73976206,TMEM70,ENSG00000175606.11,+,331.678466796875
4920,chr1,220046505,EPRS1,ENSG00000136628.18,-,331.7418212890625
16441,chr5,177351668,LMAN2,ENSG00000169223.16,-,331.7528991699219
51774,chrX,47145278,RBM10,ENSG00000182872.16,+,331.7935485839844
14860,chr5,138179111,KIF20A,ENSG00000112984.12,+,331.796630859375
5379,chr2,30447245,LCLAT1,ENSG00000172954.14,+,331.8202209472656
13341,chr4,56435615,PPAT,ENSG00000128059.8,-,331.8326416015625
548,chr1,27773218,STX12,ENSG00000117758.14,+,331.93853759765625
2672,chr1,228458102,H2BC26,ENSG00000196890.5,+,332.12115478515625
47823,chr19,43575527,XRCC1,ENSG00000073050.12,-,332.21099853515625
28740,chr11,71453202,NADSYN1,ENSG00000172890.13,+,332.216064453125
15145,chr5,154038958,MFAP3,ENSG00000037749.13,+,332.2268981933594
19147,chr6,169751572,DYNLT2,ENSG00000184786.6,-,332.23773193359375
45168,chr19,10543903,ATG4D,ENSG00000130734.10,+,332.25445556640625
11977,chr4,499257,PIGG,ENSG00000174227.16,+,332.3468322753906
50937,chr22,50508243,NCAPH2,ENSG00000025770.19,+,332.4638671875
30187,chr11,62727457,HNRNPUL2,ENSG00000214753.4,-,332.467041015625
33716,chr12,110403708,ANAPC7,ENSG00000196510.14,-,332.478759765625
31981,chr12,67269357,CAND1,ENSG00000111530.13,+,332.6544494628906
27795,chr11,6603707,ILK,ENSG00000166333.14,+,332.6910400390625
27073,chr10,71851251,PSAP,ENSG00000197746.15,-,332.7081604003906
25387,chr9,128191572,CIZ1,ENSG00000148337.22,-,332.7271728515625
20639,chr7,23470491,IGF2BP3,ENSG00000136231.14,-,332.74951171875
1064,chr1,63593410,PGM1,ENSG00000079739.17,+,332.75634765625
37540,chr15,29269822,NSMCE3,ENSG00000185115.6,-,332.77850341796875
11898,chr3,196082090,TFRC,ENSG00000072274.14,-,332.8258972167969
49316,chr20,2840655,PCED1A,ENSG00000132635.17,-,332.84954833984375
35525,chr14,77458092,AHSA1,ENSG00000100591.8,+,332.85882568359375
1674,chr1,151254733,PSMD4,ENSG00000159352.16,+,332.8787536621094
49537,chr20,36951681,SAMHD1,ENSG00000101347.11,-,332.88189697265625
38095,chr15,75640224,IMP3,ENSG00000177971.9,-,332.9405822753906
45144,chr19,10086339,SHFL,ENSG00000130813.18,+,332.955322265625
49360,chr20,5950558,TRMT6,ENSG00000089195.15,-,333.0296936035156
19778,chr7,90346715,GTPBP10,ENSG00000105793.16,+,333.0826721191406
31234,chr12,6970920,ENSG00000290146,ENSG00000290146.1,+,333.0867919921875
18200,chr6,32838739,TAP2,ENSG00000204267.19,-,333.1646423339844
43555,chr17,67245183,HELZ,ENSG00000198265.12,-,333.169189453125
38478,chr16,2155781,TRAF7,ENSG00000131653.14,+,333.23736572265625
6332,chr2,176269441,MTX2,ENSG00000128654.14,+,333.27044677734375
53236,chrX,77786216,ATRX,ENSG00000085224.23,-,333.35400390625
19717,chr7,77798812,PHTF2,ENSG00000006576.17,+,333.37396240234375
18423,chr6,43687791,MRPS18A,ENSG00000096080.12,-,333.39569091796875
22322,chr8,94823286,INTS8,ENSG00000164941.14,+,333.468017578125
12714,chr4,118685391,METTL14,ENSG00000145388.15,+,333.5615234375
33110,chr12,49189066,TUBA1A,ENSG00000167552.15,-,333.5709228515625
45147,chr19,10106394,PPAN-P2RY11,ENSG00000243207.6,+,333.6263427734375
12168,chr4,17614640,MED28,ENSG00000118579.13,+,333.62969970703125
53413,chrX,119871733,RNF113A,ENSG00000125352.6,-,333.6761474609375
4594,chr1,167936040,MPC2,ENSG00000143158.11,-,333.7138671875
39628,chr16,89508402,SPG7,ENSG00000197912.16,+,333.72998046875
6378,chr2,182716256,DNAJC10,ENSG00000077232.19,+,333.76593017578125
13260,chr4,39977911,PDS5A,ENSG00000121892.15,-,333.79901123046875
6071,chr2,130342876,IMP4,ENSG00000136718.10,+,333.866455078125
36070,chr14,34539701,EAPP,ENSG00000129518.10,-,333.87353515625
33081,chr12,48852163,DDX23,ENSG00000174243.11,-,333.94256591796875
38028,chr15,72375993,HEXA,ENSG00000213614.11,-,333.9681396484375
1247,chr1,89995133,ZNF326,ENSG00000162664.17,+,334.0374755859375
53316,chrX,103255155,TCEAL8,ENSG00000180964.17,-,334.06256103515625
35667,chr14,96502400,PAPOLA,ENSG00000090060.19,+,334.10662841796875
36989,chr15,50424426,USP8,ENSG00000138592.14,+,334.1226806640625
41590,chr17,48908406,UBE2Z,ENSG00000159202.18,+,334.18084716796875
14696,chr5,115841934,AP3S1,ENSG00000177879.17,+,334.213623046875
44285,chr18,62187273,RELCH,ENSG00000134444.15,+,334.2212219238281
46858,chr19,2783273,SGTA,ENSG00000104969.11,-,334.2655029296875
11714,chr3,170181733,PHC3,ENSG00000173889.16,-,334.42120361328125
24627,chr9,179025,ZNG1A,ENSG00000172785.19,-,334.48687744140625
4569,chr1,165698562,ALDH9A1,ENSG00000143149.13,-,334.7017822265625
29214,chr11,119018765,TRAPPC4,ENSG00000196655.12,+,334.71087646484375
10018,chr3,141738297,RNF7,ENSG00000114125.14,+,334.7196044921875
10387,chr3,197749882,FYTTD1,ENSG00000122068.13,+,334.75018310546875
24,chr1,1471764,ATAD3B,ENSG00000160072.20,+,334.86419677734375
3023,chr1,11681131,MAD2L2,ENSG00000116670.16,-,334.8909912109375
5479,chr2,46941223,TTC7A,ENSG00000068724.18,+,334.89764404296875
41328,chr17,40318280,RARA,ENSG00000131759.18,+,335.0120544433594
26694,chr10,5813411,GDI2,ENSG00000057608.17,-,335.047607421875
8912,chr3,14651763,CCDC174,ENSG00000154781.17,+,335.05029296875
15876,chr5,95554977,SKIC3,ENSG00000198677.13,-,335.11614990234375
20032,chr7,107563970,DUS4L,ENSG00000105865.11,+,335.1781311035156
29531,chr11,3797554,NUP98,ENSG00000110713.18,-,335.1875
21597,chr7,151227205,ABCF2,ENSG00000033050.9,-,335.2015380859375
41568,chr17,47971112,CDK5RAP3,ENSG00000108465.15,+,335.20294189453125
44266,chr18,58671531,MALT1,ENSG00000172175.16,+,335.21435546875
2026,chr1,161707243,FCRLA,ENSG00000132185.18,+,335.2484436035156
3378,chr1,35769967,CLSPN,ENSG00000092853.14,-,335.3631591796875
26424,chr10,104254891,GSTO1,ENSG00000148834.13,+,335.38330078125
2213,chr1,179082069,TOR3A,ENSG00000186283.14,+,335.5525817871094
5486,chr2,47403155,MSH2,ENSG00000095002.15,+,335.59246826171875
10814,chr3,49094062,QRICH1,ENSG00000198218.12,-,335.5931396484375
14571,chr5,81301602,ZCCHC9,ENSG00000131732.12,+,335.6022033691406
3398,chr1,36464384,MRPS15,ENSG00000116898.12,-,335.6251525878906
41464,chr17,44345301,GRN,ENSG00000030582.19,+,335.63848876953125
30062,chr11,57567672,UBE2L6,ENSG00000156587.16,-,335.6834716796875
34287,chr13,99200853,UBAC2,ENSG00000134882.16,+,335.7003173828125
19049,chr6,152983041,FBXO5,ENSG00000112029.10,-,335.7142333984375
11882,chr3,194672191,LSG1,ENSG00000041802.11,-,335.7967224121094
19865,chr7,99558668,ZNF655,ENSG00000197343.11,+,335.8824462890625
53163,chrX,70289913,PDZD11,ENSG00000120509.12,-,335.88623046875
36792,chr15,40594248,KNL1,ENSG00000137812.21,+,335.89154052734375
39795,chr16,2777277,ELOB,ENSG00000103363.16,-,335.8917236328125
7571,chr2,74391865,DCTN1,ENSG00000204843.13,-,335.92950439453125
2892,chr1,1724357,CDK11A,ENSG00000008128.23,-,335.93829345703125
33719,chr12,110468257,GPN3,ENSG00000111231.9,-,336.04827880859375
3173,chr1,23559501,ID3,ENSG00000117318.9,-,336.08038330078125
2883,chr1,1574863,SSU72,ENSG00000160075.12,-,336.231201171875
34535,chr13,36999332,ALG5,ENSG00000120697.10,-,336.27215576171875
34586,chr13,46052746,ZC3H13,ENSG00000123200.17,-,336.33843994140625
28599,chr11,65961733,SART1,ENSG00000175467.15,+,336.6482238769531
51725,chrX,40580969,ATP6AP2,ENSG00000182220.15,+,336.6575622558594
24334,chr9,128371360,URM1,ENSG00000167118.11,+,336.682861328125
41814,chr17,63550602,ENSG00000288894,ENSG00000288894.1,+,336.6914978027344
22879,chr8,27772627,CCDC25,ENSG00000147419.19,-,336.73138427734375
13057,chr4,474142,ZNF721,ENSG00000182903.16,-,336.73345947265625
1060,chr1,62784134,ATG4C,ENSG00000125703.15,+,336.7998046875
29448,chr11,777487,GATD1,ENSG00000177225.17,-,336.81756591796875
25561,chr9,137114733,DPP7,ENSG00000176978.15,-,336.8533935546875
25537,chr9,136483040,SEC16A,ENSG00000148396.19,-,336.9321594238281
51786,chrX,47561204,ARAF,ENSG00000078061.14,+,336.9372253417969
42105,chr17,80544837,RPTOR,ENSG00000141564.16,+,336.97930908203125
30406,chr11,68271947,C11orf24,ENSG00000171067.11,-,336.98126220703125
42886,chr17,37609381,SYNRG,ENSG00000275066.5,-,337.17095947265625
32499,chr12,123602127,DDX55,ENSG00000111364.16,+,337.2559814453125
45914,chr19,39480837,TIMM50,ENSG00000105197.11,+,337.2744140625
30343,chr11,66438834,MRPL11,ENSG00000174547.13,-,337.291015625
3004,chr1,9943407,LZIC,ENSG00000162441.12,-,337.30682373046875
35109,chr14,39114322,GEMIN2,ENSG00000092208.19,+,337.35369873046875
39013,chr16,30472728,ITGAL,ENSG00000005844.19,+,337.36480712890625
34137,chr13,48037725,NUDT15,ENSG00000136159.4,+,337.3760681152344
46237,chr19,48325551,EMP3,ENSG00000142227.11,+,337.4093933105469
27173,chr10,87094843,GLUD1,ENSG00000148672.10,-,337.4122009277344
23376,chr8,109334087,NUDCD1,ENSG00000120526.12,-,337.57147216796875
52314,chrX,118346142,WDR44,ENSG00000131725.14,+,337.65557861328125
12474,chr4,75724597,USO1,ENSG00000138768.15,+,337.67425537109375
32191,chr12,102120182,PARPBP,ENSG00000185480.12,+,337.72357177734375
